Well,UTM E/W,UTM N/S,TVD,inline,xline
15-9_19SR,434825.802,6478631.55,1095.3,10151.0,2295.0
15-9_19SR,434818.325,6478633.084,1101.74,10151.0,2296.0
15-9_19SR,434810.759,6478634.788,1108.02,10151.0,2296.0
15-9_19SR,434803.053,6478636.493,1114.19,10151.0,2297.0
15-9_19SR,434795.296,6478638.147,1120.19,10151.0,2298.0
15-9_19SR,434787.35,6478639.851,1126.1,10151.0,2298.0
15-9_19SR,434779.364,6478641.356,1131.84,10151.0,2299.0
15-9_19SR,434771.258,6478643.22,1137.47,10151.0,2300.0
15-9_19SR,434763.132,6478644.855,1142.96,10151.0,2300.0
15-9_19SR,434754.946,6478646.579,1148.36,10151.0,2301.0
15-9_19SR,434746.68,6478648.264,1153.71,10151.0,2302.0
15-9_19SR,434738.384,6478650.089,1159.02,10151.0,2302.0
15-9_19SR,434730.088,6478651.873,1164.28,10151.0,2303.0
15-9_19SR,434721.742,6478653.678,1169.47,10151.0,2304.0
15-9_19SR,434713.426,6478655.492,1174.63,10151.0,2304.0
15-9_19SR,434705.05,6478657.427,1179.74,10151.0,2305.0
15-9_19SR,434696.704,6478659.202,1184.89,10151.0,2306.0
15-9_19SR,434688.328,6478661.016,1190.09,10151.0,2306.0
15-9_19SR,434680.072,6478662.781,1195.34,10151.0,2307.0
15-9_19SR,434671.756,6478664.605,1200.68,10151.0,2308.0
15-9_19SR,434663.55,6478666.48,1206.04,10151.0,2308.0
15-9_19SR,434655.384,6478668.334,1211.48,10151.0,2309.0
15-9_19SR,434647.218,6478670.019,1216.98,10151.0,2310.0
15-9_19SR,434639.122,6478671.863,1222.54,10151.0,2310.0
15-9_19SR,434631.026,6478673.848,1228.13,10151.0,2311.0
15-9_19SR,434623.03,6478675.552,1233.74,10151.0,2312.0
15-9_19SR,434614.804,6478677.597,1239.26,10151.0,2312.0
15-9_19SR,434606.658,6478679.561,1244.64,10151.0,2313.0
15-9_19SR,434598.522,6478681.446,1249.96,10151.0,2314.0
15-9_19SR,434590.216,6478683.32,1255.27,10151.0,2314.0
15-9_19SR,434581.88,6478685.125,1260.5,10151.0,2315.0
15-9_19SR,434573.514,6478687.169,1265.65,10151.0,2316.0
15-9_19SR,434565.269,6478689.184,1270.76,10151.0,2316.0
15-9_19SR,434556.973,6478691.078,1276.03,10151.0,2317.0
15-9_19SR,434552.775,6478692.101,1278.71,10151.0,2318.0
15-9_19SR,434548.717,6478693.073,1281.3,10151.0,2318.0
15-9_19SR,434540.441,6478695.207,1286.58,10151.0,2319.0
15-9_19SR,434532.385,6478697.621,1291.85,10151.0,2319.0
15-9_19SR,434524.19,6478700.066,1297.1,10151.0,2320.0
15-9_19SR,434516.074,6478702.59,1302.3,10151.0,2321.0
15-9_19SR,434507.889,6478705.344,1307.43,10151.0,2321.0
15-9_19SR,434499.783,6478708.188,1312.52,10151.0,2322.0
15-9_19SR,434491.748,6478711.262,1317.57,10151.0,2323.0
15-9_19SR,434483.763,6478714.536,1322.54,10151.0,2323.0
15-9_19SR,434476.208,6478717.81,1327.46,10151.0,2324.0
15-9_19SR,434467.773,6478721.504,1332.37,10152.0,2325.0
15-9_19SR,434459.998,6478725.527,1337.2,10152.0,2325.0
15-9_19SR,434452.183,6478729.431,1342.01,10152.0,2326.0
15-9_19SR,434444.449,6478733.444,1346.81,10152.0,2327.0
15-9_19SR,434436.534,6478737.388,1351.61,10152.0,2327.0
15-9_19SR,434428.729,6478741.211,1356.43,10152.0,2328.0
15-9_19SR,434420.834,6478744.955,1361.35,10152.0,2329.0
15-9_19SR,434412.959,6478748.509,1366.36,10153.0,2329.0
15-9_19SR,434405.094,6478751.932,1371.42,10153.0,2330.0
15-9_19SR,434397.209,6478755.206,1376.52,10153.0,2331.0
15-9_19SR,434389.263,6478758.48,1381.62,10153.0,2331.0
15-9_19SR,434381.278,6478761.634,1386.64,10153.0,2332.0
15-9_19SR,434373.283,6478764.698,1391.68,10153.0,2333.0
15-9_19SR,434365.028,6478767.742,1396.71,10153.0,2334.0
15-9_19SR,434356.952,6478770.656,1401.77,10153.0,2334.0
15-9_19SR,434348.777,6478773.51,1406.84,10153.0,2335.0
15-9_19SR,434340.482,6478776.135,1411.94,10153.0,2336.0
15-9_19SR,434332.216,6478778.559,1417.08,10153.0,2336.0
15-9_19SR,434324.01,6478780.973,1422.22,10153.0,2337.0
15-9_19SR,434315.705,6478783.308,1427.35,10153.0,2338.0
15-9_19SR,434307.369,6478785.572,1432.5,10153.0,2338.0
15-9_19SR,434299.023,6478787.677,1437.66,10153.0,2339.0
15-9_19SR,434290.587,6478789.491,1442.81,10153.0,2340.0
15-9_19SR,434282.521,6478791.326,1447.98,10153.0,2340.0
15-9_19SR,434273.855,6478793.211,1453.2,10153.0,2341.0
15-9_19SR,434265.5,6478795.045,1458.37,10153.0,2342.0
15-9_19SR,434257.213,6478796.79,1463.57,10153.0,2342.0
15-9_19SR,434248.788,6478798.514,1468.75,10153.0,2343.0
15-9_19SR,434240.492,6478800.319,1473.97,10153.0,2344.0
15-9_19SR,434232.086,6478802.104,1479.17,10153.0,2345.0
15-9_19SR,434223.66,6478803.808,1484.35,10153.0,2345.0
15-9_19SR,434215.354,6478805.583,1489.59,10153.0,2346.0
15-9_19SR,434206.908,6478807.318,1494.73,10153.0,2347.0
15-9_19SR,434198.592,6478809.032,1499.92,10153.0,2347.0
15-9_19SR,434190.096,6478810.727,1505.12,10153.0,2348.0
15-9_19SR,434181.75,6478812.392,1510.32,10153.0,2349.0
15-9_19SR,434173.514,6478814.136,1515.52,10153.0,2349.0
15-9_19SR,434165.037,6478815.731,1520.73,10153.0,2350.0
15-9_19SR,434156.681,6478817.376,1525.93,10153.0,2351.0
15-9_19SR,434148.236,6478819.17,1531.13,10153.0,2351.0
15-9_19SR,434139.969,6478820.875,1536.32,10153.0,2352.0
15-9_19SR,434131.484,6478822.67,1541.5,10153.0,2353.0
15-9_19SR,434123.627,6478824.414,1546.69,10153.0,2353.0
15-9_19SR,434115.151,6478826.229,1551.88,10153.0,2354.0
15-9_19SR,434106.586,6478828.003,1557.06,10153.0,2355.0
15-9_19SR,434098.25,6478829.978,1562.24,10153.0,2355.0
15-9_19SR,434089.914,6478831.763,1567.42,10153.0,2356.0
15-9_19SR,434081.668,6478833.577,1572.6,10153.0,2357.0
15-9_19SR,434073.312,6478835.452,1577.78,10153.0,2358.0
15-9_19SR,434064.976,6478837.296,1582.98,10153.0,2358.0
15-9_19SR,434056.65,6478839.041,1588.16,10153.0,2359.0
15-9_19SR,434048.354,6478840.876,1593.33,10153.0,2360.0
15-9_19SR,434039.908,6478842.68,1598.5,10153.0,2360.0
15-9_19SR,434031.622,6478844.575,1603.67,10153.0,2361.0
15-9_19SR,434023.376,6478846.319,1608.85,10153.0,2362.0
15-9_19SR,434014.86,6478848.134,1614.02,10153.0,2362.0
15-9_19SR,434006.614,6478849.899,1619.17,10153.0,2363.0
15-9_19SR,433998.288,6478851.673,1624.33,10153.0,2364.0
15-9_19SR,433989.912,6478853.498,1629.49,10153.0,2364.0
15-9_19SR,433981.556,6478855.312,1634.64,10152.0,2365.0
15-9_19SR,433973.16,6478857.077,1639.79,10152.0,2366.0
15-9_19SR,433964.784,6478858.852,1644.92,10152.0,2366.0
15-9_19SR,433956.358,6478860.646,1650.07,10152.0,2367.0
15-9_19SR,433948.022,6478862.301,1655.2,10152.0,2368.0
15-9_19SR,433939.576,6478864.056,1660.33,10152.0,2368.0
15-9_19SR,433931.21,6478865.92,1665.49,10152.0,2369.0
15-9_19SR,433922.874,6478867.675,1670.66,10152.0,2370.0
15-9_19SR,433914.479,6478869.51,1675.86,10152.0,2370.0
15-9_19SR,433906.073,6478871.334,1681.05,10152.0,2371.0
15-9_19SR,433897.677,6478873.069,1686.23,10152.0,2372.0
15-9_19SR,433889.291,6478874.794,1691.41,10152.0,2373.0
15-9_19SR,433880.915,6478876.578,1696.58,10152.0,2373.0
15-9_19SR,433872.409,6478878.403,1701.74,10152.0,2374.0
15-9_19SR,433864.083,6478880.128,1706.91,10152.0,2375.0
15-9_19SR,433855.737,6478881.872,1712.08,10152.0,2375.0
15-9_19SR,433847.241,6478883.467,1717.25,10152.0,2376.0
15-9_19SR,433838.885,6478885.182,1722.4,10152.0,2377.0
15-9_19SR,433830.469,6478887.026,1727.58,10152.0,2377.0
15-9_19SR,433822.073,6478888.671,1732.77,10152.0,2378.0
15-9_19SR,433813.607,6478890.396,1737.94,10152.0,2379.0
15-9_19SR,433805.271,6478892.05,1743.13,10152.0,2379.0
15-9_19SR,433796.905,6478893.765,1748.4,10152.0,2380.0
15-9_19SR,433788.639,6478895.57,1753.69,10152.0,2381.0
15-9_19SR,433780.293,6478897.384,1758.96,10152.0,2381.0
15-9_19SR,433771.937,6478899.199,1764.26,10152.0,2382.0
15-9_19SR,433763.561,6478900.924,1769.52,10152.0,2383.0
15-9_19SR,433755.345,6478902.648,1774.83,10152.0,2383.0
15-9_19SR,433746.969,6478904.343,1780.12,10152.0,2384.0
15-9_19SR,433738.713,6478906.107,1785.43,10152.0,2385.0
15-9_19SR,433730.427,6478907.862,1790.72,10152.0,2386.0
15-9_19SR,433722.001,6478909.487,1796.0,10152.0,2386.0
15-9_19SR,433713.645,6478911.181,1801.26,10152.0,2387.0
15-9_19SR,433705.419,6478913.006,1806.5,10152.0,2388.0
15-9_19SR,433696.963,6478914.91,1811.78,10152.0,2388.0
15-9_19SR,433688.697,6478916.675,1817.07,10152.0,2389.0
15-9_19SR,433680.771,6478918.429,1822.37,10152.0,2390.0
15-9_19SR,433672.165,6478920.224,1827.64,10152.0,2390.0
15-9_19SR,433663.989,6478921.959,1832.97,10152.0,2391.0
15-9_19SR,433655.793,6478923.943,1838.31,10152.0,2392.0
15-9_19SR,433647.507,6478925.908,1843.62,10152.0,2392.0
15-9_19SR,433639.531,6478927.982,1849.0,10152.0,2393.0
15-9_19SR,433631.215,6478929.947,1854.35,10151.0,2394.0
15-9_19SR,433623.049,6478931.921,1859.74,10151.0,2394.0
15-9_19SR,433614.923,6478933.915,1865.12,10151.0,2395.0
15-9_19SR,433606.637,6478935.97,1870.4,10151.0,2396.0
15-9_19SR,433598.212,6478938.024,1875.63,10151.0,2396.0
15-9_19SR,433590.016,6478939.929,1880.88,10151.0,2397.0
15-9_19SR,433581.82,6478942.033,1886.22,10151.0,2398.0
15-9_19SR,433573.654,6478944.058,1891.57,10151.0,2398.0
15-9_19SR,433565.498,6478946.042,1896.88,10151.0,2399.0
15-9_19SR,433557.292,6478948.027,1902.22,10151.0,2400.0
15-9_19SR,433548.976,6478950.061,1907.56,10151.0,2400.0
15-9_19SR,433540.85,6478951.946,1912.9,10151.0,2401.0
15-9_19SR,433532.665,6478954.03,1918.26,10151.0,2402.0
15-9_19SR,433524.589,6478956.044,1923.7,10151.0,2402.0
15-9_19SR,433516.523,6478958.239,1929.14,10151.0,2403.0
15-9_19SR,433508.407,6478960.203,1934.59,10151.0,2404.0
15-9_19SR,433500.221,6478962.138,1939.95,10151.0,2404.0
15-9_19SR,433491.955,6478964.202,1945.25,10151.0,2405.0
15-9_19SR,433483.699,6478966.187,1950.5,10151.0,2406.0
15-9_19SR,433475.484,6478968.411,1955.7,10151.0,2406.0
15-9_19SR,433467.278,6478970.305,1960.93,10151.0,2407.0
15-9_19SR,433459.052,6478972.45,1966.2,10151.0,2408.0
15-9_19SR,433450.846,6478974.374,1971.52,10151.0,2409.0
15-9_19SR,433442.66,6478976.289,1976.9,10151.0,2409.0
15-9_19SR,433434.464,6478978.273,1982.23,10151.0,2410.0
15-9_19SR,433426.288,6478980.288,1987.48,10151.0,2411.0
15-9_19SR,433417.952,6478982.292,1992.7,10151.0,2411.0
15-9_19SR,433409.666,6478984.267,1997.96,10151.0,2412.0
15-9_19SR,433401.381,6478986.231,2003.22,10151.0,2413.0
15-9_19SR,433393.235,6478988.126,2008.56,10151.0,2413.0
15-9_19SR,433385.029,6478990.09,2014.0,10151.0,2414.0
15-9_19SR,433376.773,6478991.945,2019.32,10151.0,2415.0
15-9_19SR,433368.547,6478993.899,2024.7,10151.0,2415.0
15-9_19SR,433360.451,6478995.964,2030.07,10151.0,2416.0
15-9_19SR,433352.165,6478998.028,2035.43,10151.0,2417.0
15-9_19SR,433344.059,6479000.252,2040.74,10151.0,2417.0
15-9_19SR,433335.823,6479002.367,2045.94,10151.0,2418.0
15-9_19SR,433327.408,6479004.361,2051.12,10151.0,2419.0
15-9_19SR,433318.982,6479006.566,2056.15,10151.0,2419.0
15-9_19SR,433310.706,6479008.71,2061.19,10151.0,2420.0
15-9_19SR,433302.34,6479010.875,2066.16,10151.0,2421.0
15-9_19SR,433293.865,6479012.84,2071.0,10151.0,2421.0
15-9_19SR,433285.339,6479015.004,2075.94,10151.0,2422.0
15-9_19SR,433276.943,6479017.049,2080.96,10151.0,2423.0
15-9_19SR,433268.597,6479019.153,2086.13,10151.0,2424.0
15-9_19SR,433260.382,6479021.118,2091.45,10151.0,2424.0
15-9_19SR,433252.056,6479023.272,2096.81,10151.0,2425.0
15-9_19SR,433243.97,6479025.267,2102.34,10151.0,2426.0
15-9_19SR,433235.824,6479027.221,2107.98,10151.0,2426.0
15-9_19SR,433227.808,6479029.075,2113.62,10151.0,2427.0
15-9_19SR,433219.482,6479030.95,2119.25,10151.0,2428.0
15-9_19SR,433211.566,6479032.744,2124.88,10151.0,2428.0
15-9_19SR,433203.4,6479034.459,2130.57,10151.0,2429.0
15-9_19SR,433195.464,6479036.103,2136.29,10151.0,2430.0
15-9_19SR,433187.287,6479037.678,2142.0,10151.0,2430.0
15-9_19SR,433179.301,6479039.222,2147.73,10151.0,2431.0
15-9_19SR,433171.265,6479040.777,2153.48,10151.0,2432.0
15-9_19SR,433163.259,6479042.251,2159.23,10151.0,2432.0
15-9_19SR,433155.082,6479043.736,2165.04,10151.0,2433.0
15-9_19SR,433147.146,6479045.24,2170.92,10151.0,2433.0
15-9_19SR,433139.14,6479046.595,2176.82,10151.0,2434.0
15-9_19SR,433131.223,6479048.059,2182.73,10151.0,2435.0
15-9_19SR,433123.297,6479049.454,2188.61,10151.0,2435.0
15-9_19SR,433115.331,6479050.798,2194.55,10151.0,2436.0
15-9_19SR,433107.394,6479052.133,2200.52,10151.0,2437.0
15-9_19SR,433099.628,6479053.407,2206.53,10151.0,2437.0
15-9_19SR,433091.751,6479054.762,2212.59,10151.0,2438.0
15-9_19SR,433083.925,6479056.056,2218.7,10151.0,2439.0
15-9_19SR,433076.158,6479057.261,2224.76,10151.0,2439.0
15-9_19SR,433068.382,6479058.475,2230.8,10151.0,2440.0
15-9_19SR,433060.515,6479059.58,2236.8,10151.0,2440.0
15-9_19SR,433052.739,6479060.724,2242.81,10150.0,2441.0
15-9_19SR,433044.992,6479061.949,2248.83,10150.0,2442.0
15-9_19SR,433037.146,6479063.043,2254.87,10150.0,2442.0
15-9_19SR,433029.299,6479064.248,2260.93,10150.0,2443.0
15-9_19SR,433021.483,6479065.502,2266.98,10150.0,2444.0
15-9_19SR,433013.816,6479066.647,2273.04,10150.0,2444.0
15-9_19SR,433005.999,6479067.771,2279.14,10150.0,2445.0
15-9_19SR,432998.083,6479069.096,2285.26,10150.0,2446.0
15-9_19SR,432990.386,6479070.2,2291.37,10150.0,2446.0
15-9_19SR,432982.41,6479071.335,2297.53,10150.0,2447.0
15-9_19SR,432974.583,6479072.499,2303.71,10150.0,2447.0
15-9_19SR,432966.807,6479073.774,2309.9,10150.0,2448.0
15-9_19SR,432958.96,6479074.918,2316.11,10150.0,2449.0
15-9_19SR,432951.234,6479076.053,2322.33,10150.0,2449.0
15-9_19SR,432943.287,6479077.187,2328.55,10150.0,2450.0
15-9_19SR,432935.541,6479078.202,2334.79,10150.0,2451.0
15-9_19SR,432927.724,6479079.406,2341.04,10149.0,2451.0
15-9_19SR,432919.907,6479080.411,2347.26,10149.0,2452.0
15-9_19SR,432912.241,6479081.475,2353.55,10149.0,2452.0
15-9_19SR,432909.762,6479081.747,2355.37,10149.0,2453.0
15-9_19SR,432888.921,6479084.834,2372.49,10149.0,2454.0
15-9_19SR,432866.039,6479088.446,2391.54,10149.0,2456.0
15-9_19SR,432843.012,6479091.917,2410.44,10149.0,2458.0
15-9_19SR,432819.359,6479095.419,2428.54,10149.0,2460.0
15-9_19SR,432795.046,6479099.069,2445.72,10148.0,2462.0
15-9_19SR,432770.587,6479102.152,2462.8,10148.0,2464.0
15-9_19SR,432746.153,6479104.302,2480.06,10148.0,2466.0
15-9_19SR,432721.953,6479105.577,2497.73,10148.0,2468.0
15-9_19SR,432698.354,6479106.245,2516.22,10147.0,2469.0
15-9_19SR,432675.155,6479106.574,2535.23,10147.0,2471.0
15-9_19SR,432652.199,6479106.529,2554.54,10146.0,2473.0
15-9_19SR,432629.32,6479106.16,2573.93,10146.0,2475.0
15-9_19SR,432606.339,6479105.736,2593.2,10145.0,2477.0
15-9_19SR,432583.305,6479105.398,2612.4,10145.0,2478.0
15-9_19SR,432560.281,6479104.995,2631.62,10144.0,2480.0
15-9_19SR,432537.322,6479104.564,2650.92,10144.0,2482.0
15-9_19SR,432514.55,6479104.219,2670.44,10143.0,2484.0
15-9_19SR,432492.062,6479103.907,2690.28,10143.0,2485.0
15-9_19SR,432469.815,6479103.66,2710.4,10143.0,2487.0
15-9_19SR,432447.769,6479103.35,2730.73,10142.0,2489.0
15-9_19SR,432426.039,6479102.978,2751.4,10142.0,2491.0
15-9_19SR,432404.742,6479102.642,2772.52,10141.0,2492.0
15-9_19SR,432383.922,6479102.22,2794.11,10141.0,2494.0
15-9_19SR,432363.523,6479101.667,2816.09,10140.0,2495.0
15-9_19SR,432343.505,6479101.099,2838.42,10140.0,2497.0
15-9_19SR,432323.881,6479100.518,2861.1,10139.0,2498.0
15-9_19SR,432304.543,6479099.808,2884.02,10139.0,2500.0
15-9_19SR,432285.371,6479098.963,2907.07,10139.0,2501.0
15-9_19SR,432266.256,6479098.058,2930.17,10138.0,2503.0
15-9_19SR,432247.074,6479097.12,2953.21,10138.0,2504.0
15-9_19SR,432227.777,6479096.019,2976.15,10137.0,2506.0
15-9_19SR,432208.368,6479094.696,2998.98,10137.0,2507.0
15-9_19SR,432188.873,6479093.222,3021.73,10136.0,2509.0
15-9_19SR,432169.286,6479091.736,3044.4,10136.0,2510.0
15-9_19SR,432156.169,6479090.648,3059.45,10135.0,2511.0
15-9_19SR,432089.811,6479084.558,3135.33,10134.0,2516.0
