Well,UTM E/W,UTM N/S,TVD,inline,xline
15-9_19A,434156.681,6478817.376,1525.93,10153.0,2351.0
15-9_19A,434148.236,6478819.17,1531.13,10153.0,2351.0
15-9_19A,434139.969,6478820.875,1536.32,10153.0,2352.0
15-9_19A,434131.484,6478822.67,1541.5,10153.0,2353.0
15-9_19A,434123.627,6478824.414,1546.69,10153.0,2353.0
15-9_19A,434115.151,6478826.229,1551.88,10153.0,2354.0
15-9_19A,434106.586,6478828.003,1557.06,10153.0,2355.0
15-9_19A,434098.25,6478829.978,1562.24,10153.0,2355.0
15-9_19A,434089.914,6478831.763,1567.42,10153.0,2356.0
15-9_19A,434081.668,6478833.577,1572.6,10153.0,2357.0
15-9_19A,434073.312,6478835.452,1577.78,10153.0,2358.0
15-9_19A,434064.976,6478837.296,1582.98,10153.0,2358.0
15-9_19A,434056.65,6478839.041,1588.16,10153.0,2359.0
15-9_19A,434048.354,6478840.876,1593.33,10153.0,2360.0
15-9_19A,434039.908,6478842.68,1598.5,10153.0,2360.0
15-9_19A,434031.622,6478844.575,1603.67,10153.0,2361.0
15-9_19A,434023.376,6478846.319,1608.85,10153.0,2362.0
15-9_19A,434014.86,6478848.134,1614.02,10153.0,2362.0
15-9_19A,434006.614,6478849.899,1619.17,10153.0,2363.0
15-9_19A,433998.288,6478851.673,1624.33,10153.0,2364.0
15-9_19A,433989.912,6478853.498,1629.49,10153.0,2364.0
15-9_19A,433982.393,6478855.224,1634.22,10152.0,2365.0
15-9_19A,433974.194,6478857.256,1639.56,10152.0,2366.0
15-9_19A,433966.069,6478859.283,1645.02,10152.0,2366.0
15-9_19A,433958.026,6478861.317,1650.6,10152.0,2367.0
15-9_19A,433950.076,6478863.33,1656.32,10152.0,2368.0
15-9_19A,433942.193,6478865.326,1662.14,10152.0,2368.0
15-9_19A,433934.362,6478867.307,1668.03,10153.0,2369.0
15-9_19A,433926.633,6478869.265,1674.06,10153.0,2370.0
15-9_19A,433918.997,6478871.209,1680.21,10153.0,2370.0
15-9_19A,433911.432,6478873.134,1686.46,10153.0,2371.0
15-9_19A,433903.966,6478875.024,1692.84,10153.0,2371.0
15-9_19A,433896.567,6478876.873,1699.3,10153.0,2372.0
15-9_19A,433889.227,6478878.704,1705.84,10153.0,2373.0
15-9_19A,433882.012,6478880.567,1712.5,10153.0,2373.0
15-9_19A,433874.909,6478882.471,1719.28,10153.0,2374.0
15-9_19A,433867.879,6478884.392,1726.12,10153.0,2374.0
15-9_19A,433860.967,6478886.347,1733.08,10153.0,2375.0
15-9_19A,433854.17,6478888.332,1740.13,10153.0,2376.0
15-9_19A,433847.44,6478890.322,1747.26,10153.0,2376.0
15-9_19A,433840.831,6478892.34,1754.48,10153.0,2377.0
15-9_19A,433834.324,6478894.375,1761.8,10153.0,2377.0
15-9_19A,433827.877,6478896.417,1769.16,10153.0,2378.0
15-9_19A,433821.519,6478898.505,1776.59,10153.0,2378.0
15-9_19A,433815.26,6478900.627,1784.09,10153.0,2379.0
15-9_19A,433809.105,6478902.77,1791.67,10153.0,2379.0
15-9_19A,433803.057,6478904.93,1799.34,10153.0,2380.0
15-9_19A,433797.086,6478907.101,1807.06,10153.0,2380.0
15-9_19A,433791.221,6478909.316,1814.85,10153.0,2381.0
15-9_19A,433785.504,6478911.559,1822.74,10153.0,2381.0
15-9_19A,433779.869,6478913.802,1830.68,10153.0,2382.0
15-9_19A,433774.336,6478916.077,1838.7,10153.0,2382.0
15-9_19A,433768.929,6478918.385,1846.78,10153.0,2383.0
15-9_19A,433763.562,6478920.712,1854.89,10153.0,2383.0
15-9_19A,433758.218,6478923.094,1863.0,10153.0,2384.0
15-9_19A,433752.941,6478925.552,1871.13,10154.0,2384.0
15-9_19A,433747.733,6478928.073,1879.29,10154.0,2385.0
15-9_19A,433742.623,6478930.636,1887.49,10154.0,2385.0
15-9_19A,433737.654,6478933.228,1895.77,10154.0,2385.0
15-9_19A,433732.803,6478935.849,1904.11,10154.0,2386.0
15-9_19A,433728.061,6478938.495,1912.51,10154.0,2386.0
15-9_19A,433723.449,6478941.159,1920.97,10154.0,2387.0
15-9_19A,433718.941,6478943.83,1929.48,10154.0,2387.0
15-9_19A,433714.548,6478946.497,1938.06,10154.0,2388.0
15-9_19A,433710.297,6478949.174,1946.71,10155.0,2388.0
15-9_19A,433706.154,6478951.905,1955.39,10155.0,2388.0
15-9_19A,433702.115,6478954.693,1964.1,10155.0,2389.0
15-9_19A,433698.165,6478957.537,1972.83,10155.0,2389.0
15-9_19A,433694.289,6478960.46,1981.58,10155.0,2389.0
15-9_19A,433690.519,6478963.469,1990.33,10155.0,2390.0
15-9_19A,433686.888,6478966.524,1999.14,10155.0,2390.0
15-9_19A,433683.388,6478969.612,2007.98,10156.0,2390.0
15-9_19A,433679.987,6478972.758,2016.84,10156.0,2391.0
15-9_19A,433676.693,6478975.945,2025.73,10156.0,2391.0
15-9_19A,433672.922,6478979.835,2036.43,10156.0,2391.0
15-9_19A,433664.672,6478989.149,2061.51,10157.0,2392.0
15-9_19A,433656.766,6478998.92,2087.65,10157.0,2393.0
15-9_19A,433649.686,6479009.124,2113.85,10158.0,2394.0
15-9_19A,433644.024,6479019.856,2140.18,10159.0,2394.0
15-9_19A,433639.914,6479030.343,2165.81,10159.0,2395.0
15-9_19A,433636.946,6479041.012,2192.61,10160.0,2395.0
15-9_19A,433635.385,6479051.023,2218.71,10161.0,2396.0
15-9_19A,433635.074,6479061.289,2245.82,10162.0,2396.0
15-9_19A,433636.359,6479071.59,2272.89,10163.0,2396.0
15-9_19A,433638.911,6479082.262,2299.73,10163.0,2396.0
15-9_19A,433642.087,6479093.375,2326.33,10164.0,2396.0
15-9_19A,433645.751,6479105.109,2353.69,10165.0,2396.0
15-9_19A,433649.504,6479116.841,2381.05,10166.0,2396.0
15-9_19A,433652.902,6479128.106,2407.55,10167.0,2396.0
15-9_19A,433656.224,6479139.299,2434.09,10168.0,2396.0
15-9_19A,433659.677,6479150.428,2460.65,10169.0,2396.0
15-9_19A,433663.019,6479161.686,2487.16,10170.0,2396.0
15-9_19A,433666.192,6479173.139,2513.61,10171.0,2396.0
15-9_19A,433669.361,6479184.735,2540.0,10172.0,2396.0
15-9_19A,433672.514,6479196.432,2566.35,10173.0,2396.0
15-9_19A,433675.534,6479207.754,2591.78,10174.0,2396.0
15-9_19A,433678.539,6479219.559,2618.09,10175.0,2396.0
15-9_19A,433681.375,6479231.431,2644.4,10176.0,2396.0
15-9_19A,433684.216,6479243.231,2670.73,10177.0,2396.0
15-9_19A,433687.015,6479255.04,2697.07,10178.0,2396.0
15-9_19A,433689.879,6479267.265,2724.31,10179.0,2396.0
15-9_19A,433692.61,6479278.523,2749.8,10180.0,2396.0
15-9_19A,433695.193,6479289.587,2775.39,10181.0,2396.0
15-9_19A,433697.56,6479300.925,2801.98,10182.0,2396.0
15-9_19A,433699.858,6479312.341,2829.62,10183.0,2396.0
15-9_19A,433701.437,6479320.731,2850.98,10183.0,2396.0
15-9_19A,433702.43,6479326.74,2866.85,10184.0,2396.0
15-9_19A,433704.723,6479335.933,2889.97,10184.0,2396.0
15-9_19A,433707.724,6479343.811,2909.2,10185.0,2396.0
15-9_19A,433712.931,6479354.482,2935.66,10186.0,2396.0
15-9_19A,433715.913,6479359.792,2948.26,10187.0,2395.0
15-9_19A,433719.356,6479365.583,2961.66,10187.0,2395.0
15-9_19A,433726.318,6479376.644,2987.55,10188.0,2395.0
15-9_19A,433733.695,6479387.624,3013.35,10189.0,2395.0
15-9_19A,433741.087,6479398.403,3039.24,10190.0,2394.0
15-9_19A,433748.23,6479408.803,3065.35,10191.0,2394.0
15-9_19A,433755.469,6479419.521,3092.41,10192.0,2393.0
15-9_19A,433762.398,6479429.956,3118.57,10193.0,2393.0
15-9_19A,433769.154,6479440.014,3143.81,10194.0,2393.0
15-9_19A,433776.105,6479450.543,3169.92,10195.0,2392.0
15-9_19A,433782.953,6479461.195,3196.0,10196.0,2392.0
15-9_19A,433789.466,6479471.464,3221.22,10197.0,2392.0
15-9_19A,433801.847,6479492.056,3275.1,10198.0,2391.0
15-9_19A,433806.728,6479500.934,3300.12,10199.0,2391.0
15-9_19A,433810.176,6479507.437,3318.72,10200.0,2391.0
