Strain,Accession,Date,Region,Country,Division,Authors,Journal,Title,Url,Num Date,Fauna Date,Raw Date,Host,Labels
A/chicken/Xinjiang/SD033/2014,Epi1090601,2014-12-03,unknown,China,Xinjiang,Other Database Import,unknown,unknown,unknown,2014.92,2018.22,2014-12-03,Chicken,unknown
A/GD-76/2015/H7N9/2015-02-10,Epi831438,2015-02-10,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2015.11,2018.22,2015-02-10,Human,Aa: Ns1: E72d N127t A202t; Nep: E72d N127t A202t;
A/chicken/Guangdong/SD007/2015,Epi1090289,2015-01-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2015.05,2018.22,2015-01-18,Chicken,Aa: Ns1: V194i S206g; Nep: V194i S206g;
A/Chicken/Shenzhen/2110,Epi577963,2013-12-13,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.95,2018.22,2013-12-13,Chicken,Aa: Ns1: H63n E71k; Nep: H63n E71k;
A/Guangdong/1/2013,Epi476701,2013-08-10,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.61,2018.22,2013-08-10,Human,unknown
A/Shenzhen/SP58/2014,Epi577991,2014-01-25,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.07,2018.22,2014-01-25,Human,Aa: Ns1: N127t; Nep: N127t;
A/Shenzhen/SP60/2014,Epi577998,2014-01-30,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.08,2018.22,2014-01-30,Human,unknown
A/Silkiechicken/Shenzhen/3781,Epi581913,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,Aa: Nep: T262p;
A/chicken/Shenzhen/727/2013,Epi577901,2013-12-10,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.94,2018.22,2013-12-10,Chicken,unknown
A/Chicken/Shenzhen/3733,Epi581848,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,Aa: Nep: V244i;
A/Guangdong/46/2014,Epi627930,2014-01-17,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.04,2018.22,2014-01-17,Human,unknown
A/GD-46/2014/H7N9/2014-01-16,Epi655976,2014-01-16,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.04,2018.22,2014-01-16,Human,unknown
A/Shenzhen/SP4/2014,Epi583232,2014-01-16,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.04,2018.22,2014-01-16,Human,unknown
A/Chicken/Shenzhen/3780,Epi581862,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,Aa: Ns1: N176i; Nep: N176i;
A/GD-26/2014/H7N9/2014-01-10,Epi655912,2014-01-10,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.02,2018.22,2014-01-10,Human,unknown
A/Guangdong/26/2014,Epi628106,2014-01-11,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.03,2018.22,2014-01-11,Human,unknown
A/silkiechicken/Shenzhen/918/2013,Epi602531,2013-12-09,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.94,2018.22,2013-12-09,Chicken,unknown
A/silkiechicken/Shenzhen/919/2013,Epi602533,2013-12-09,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.94,2018.22,2013-12-09,Chicken,unknown
A/Guangdong/24997/2013,Epi628514,2013-11-30,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2013.91,2018.22,2013-11-30,Human,unknown
A/Guangdong/3/2013,Epi506222,2013-12-15,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.95,2018.22,2013-12-15,Human,unknown
A/Guangdong/DG-03/2013,Epi515863,2013-12-01,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2013.95,2018.22,2013-12-xx,Human,unknown
A/HongKong/470129/2013,Epi509509,2013-11-30,unknown,Hong Kong,Hong Kong,Other Database Import,unknown,unknown,unknown,2013.91,2018.22,2013-11-30,Human,unknown
A/Shenzhen/SP44/2014,Epi583274,2014-01-23,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.06,2018.22,2014-01-23,Human,unknown
A/HongKong/5942/2013,Epi490876,2013-11-30,unknown,Hong Kong,Hong Kong,Hong Kong Department Of Health,unknown,unknown,unknown,2013.91,2018.22,2013-11-30,Human,unknown
A/chicken/Shenzhen/801/2013,Epi583302,2013-12-09,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.94,2018.22,2013-12-09,Chicken,unknown
A/chicken/Shenzhen/898/2013,Epi577929,2013-12-09,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.94,2018.22,2013-12-09,Chicken,unknown
A/Chicken/Shenzhen/1665,Epi577956,2013-12-12,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.94,2018.22,2013-12-12,Chicken,unknown
A/chicken/Shenzhen/747/2013,Epi577915,2013-12-10,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.94,2018.22,2013-12-10,Chicken,unknown
A/Chicken/Shenzhen/2201,Epi581592,2013-12-13,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.95,2018.22,2013-12-13,Chicken,unknown
A/Chicken/Shenzhen/2293,Epi581599,2013-12-13,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.95,2018.22,2013-12-13,Chicken,unknown
A/Silkiechicken/Shenzhen/3782,Epi581914,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Shenzhen/3734,Epi581855,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Shenzhen/SP-Z93/2014,Epi583225,2014-01-11,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.03,2018.22,2014-01-11,Human,unknown
A/HongKong/734/2014,Epi498794,2014-01-07,unknown,Hong Kong,Hong Kong,Hong Kong Department Of Health,unknown,unknown,unknown,2014.02,2018.22,2014-01-07,Human,unknown
A/GD-48/2014/H7N9/2014-01-19,Epi655984,2014-01-19,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.05,2018.22,2014-01-19,Human,unknown
A/Shenzhen/SP16/2014,Epi583260,2014-01-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.05,2018.22,2014-01-18,Human,unknown
A/GD-110/2014/H7N9/2014-02-13,Epi656110,2014-02-13,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.12,2018.22,2014-02-13,Human,unknown
A/Shenzhen/SP49/2014,Epi583288,2014-01-25,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.07,2018.22,2014-01-25,Human,unknown
A/Guangdong/48/2014,Epi628002,2014-01-20,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.05,2018.22,2014-01-20,Human,unknown
A/Shenzhen/SP17/2014,Epi583239,2014-01-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.05,2018.22,2014-01-20,Human,unknown
A/Shenzhen/SP26/2014,Epi583246,2014-01-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.05,2018.22,2014-01-20,Human,unknown
A/Shenzhen/SP38/2014,Epi583267,2014-01-22,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.06,2018.22,2014-01-22,Human,unknown
A/HongKong/8122430/2014,Epi516600,2014-04-13,unknown,Hong Kong,Hong Kong,Hong Kong Department Of Health,unknown,unknown,unknown,2014.28,2018.22,2014-04-13,Human,Aa: Ns1: V192i; Nep: V192i;
A/GD-136/2014/H7N9/2014-03-29,Epi656205,2014-03-29,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.24,2018.22,2014-03-29,Human,unknown
A/Guangdong-Guangzhou/XN13392/2014,Epi627691,2014-03-24,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.22,2018.22,2014-03-24,Human,unknown
A/Guangdong-Guangzhou/XN00392/2014,Epi627675,2014-02-05,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.10,2018.22,2014-02-05,Human,unknown
A/GD-51/2015/H7N9/2015-01-30,Epi656396,2015-01-30,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2015.08,2018.22,2015-01-30,Human,unknown
A/GD-68/2015/H7N9/2015-02-08,Epi656436,2015-02-08,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2015.10,2018.22,2015-02-08,Human,unknown
A/Guangdong/15SF051/2015,Epi627051,2015-01-31,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.08,2018.22,2015-01-31,Human,unknown
A/chicken/Shenzhen/742/2013,Epi577908,2013-12-10,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.94,2018.22,2013-12-10,Chicken,unknown
A/chicken/Shenzhen/749/2013,Epi577922,2013-12-10,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.94,2018.22,2013-12-10,Chicken,unknown
A/Guangdong-Guangzhou/XN09086/2014,Epi627635,2014-02-24,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.15,2018.22,2014-02-24,Human,Aa: Ns1: P167s; Nep: P167s;
A/chicken/Guangxi/SD004/2014,Epi1090425,2014-01-24,unknown,China,Guangxi,Other Database Import,unknown,unknown,unknown,2014.06,2018.22,2014-01-24,Chicken,Aa: Ns1: E60k T80n A143t; Nep: E60k T80n A143t;
A/chicken/Dongguan/815/2014,Epi597314,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/709/2014,Epi597248,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/GD-31/2014/H7N9/2014-01-11,Epi655928,2014-01-11,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.03,2018.22,2014-01-11,Human,Aa: Ns1: R35p; Nep: R35p;
A/Guangdong/31/2014,Epi628122,2014-01-12,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.03,2018.22,2014-01-12,Human,unknown
A/GD-18/2014/H7N9/2014-01-07,Epi655888,2014-01-07,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.02,2018.22,2014-01-07,Human,unknown
A/Guangdong-Guangzhou/XN02933/2014,Epi627786,2014-01-16,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.04,2018.22,2014-01-16,Human,unknown
A/Guangdong/2125/2014,Epi628482,2014-01-08,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.02,2018.22,2014-01-08,Human,unknown
A/GD-10/2014/H7N9/2014-01-03,Epi655864,2014-01-03,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.01,2018.22,2014-01-03,Human,Aa: Ns1: W203*; Nep: W203*;
A/GD-29/2014/H7N9/2014-01-11,Epi655920,2014-01-11,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.03,2018.22,2014-01-11,Human,unknown
A/Guangdong/29/2014,Epi628114,2014-01-09,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.02,2018.22,2014-01-09,Human,unknown
A/Guangdong/24999/2013,Epi628506,2013-12-16,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2013.96,2018.22,2013-12-16,Human,Aa: Ns1: P35r S205n; Nep: P35r S205n;
A/Guangdong/YJ-04/2013,Epi515871,2013-12-01,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2013.95,2018.22,2013-12-xx,Human,unknown
A/Guangdong/4/2013,Epi506229,2013-12-16,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-16,Human,unknown
A/Environmental/Guangdong/30,Epi627954,2013-12-16,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2013.96,2018.22,2013-12-16,Environment,unknown
A/Guangdong-Guangzhou/XN08763/2014,Epi627699,2014-02-21,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Human,unknown
A/Guangdong-Guangzhou/XN08747/2014,Epi627707,2014-02-21,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Human,unknown
A/chicken/Guangdong/SD002/2014,Epi1090281,2014-01-09,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.02,2018.22,2014-01-09,Chicken,unknown
A/Guangdong/10/2014,Epi627739,2014-01-03,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.01,2018.22,2014-01-03,Human,unknown
A/GD-62/2014/H7N9/2014-01-27,Epi655992,2014-01-27,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.07,2018.22,2014-01-27,Human,unknown
A/Guangdong-Guangzhou/XN00175/2014,Epi627779,2014-01-29,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.08,2018.22,2014-01-29,Human,unknown
A/GD-121/2014/H7N9/2014-02-19,Epi656150,2014-02-19,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.13,2018.22,2014-02-19,Human,unknown
A/GD-120/2014/H7N9/2014-02-19,Epi656142,2014-02-19,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.13,2018.22,2014-02-19,Human,unknown
A/Guangdong-Guangzhou/XN00457/2014,Epi627747,2014-02-07,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.10,2018.22,2014-02-07,Human,unknown
A/Guangdong-Guangzhou/XN00298/2014,Epi627763,2014-02-02,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.09,2018.22,2014-02-02,Human,unknown
A/Guangdong/74/2014,Epi627962,2014-01-30,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.08,2018.22,2014-01-30,Human,unknown
A/Guangdong/71/2014,Epi627986,2014-01-30,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.08,2018.22,2014-01-30,Human,unknown
A/GD-74/2014/H7N9/2014-01-31,Epi656048,2014-01-31,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.08,2018.22,2014-01-31,Human,unknown
A/GD-71/2014/H7N9/2014-01-30,Epi656032,2014-01-30,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.08,2018.22,2014-01-30,Human,unknown
A/Shenzhen/SP116/2014,Epi578026,2014-03-15,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.20,2018.22,2014-03-15,Human,Aa: Ns1: A23v; Nep: A23v;
A/chicken/Guangdong/SD025/2014,Epi1090353,2014-03-08,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.18,2018.22,2014-03-08,Chicken,Aa: Ns1: D171g; Nep: D171g;
A/chicken/Guangdong/SD014/2014,Epi1090313,2014-01-27,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.07,2018.22,2014-01-27,Chicken,unknown
A/Environment/GD-ZS_162/H7N9/2014-5,Epi654148,2014-05-01,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.33,2018.22,2014-05-01,Environment,Aa: Ns1: P87q; Nep: P87q;
A/Chicken/Dongguan/1690,Epi578209,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Guangdong-Guangzhou/XN14050/2014,Epi627627,2014-03-31,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.24,2018.22,2014-03-31,Human,unknown
A/GD-43/2014/H7N9/2014-01-15,Epi655968,2014-01-15,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.04,2018.22,2014-01-15,Human,unknown
A/Guangdong/12/2014,Epi628090,2014-01-04,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.01,2018.22,2014-01-04,Human,unknown
A/GD-13/2014/H7N9/2014-01-03,Epi655880,2014-01-03,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.01,2018.22,2014-01-03,Human,unknown
A/GD-12/2014/H7N9/2014-01-03,Epi655872,2014-01-03,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.01,2018.22,2014-01-03,Human,unknown
A/Guangdong/2/2013,Epi499910,2013-11-04,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.84,2018.22,2013-11-04,Human,unknown
A/Guangdong/DG-02/2013,Epi515855,2013-11-01,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2013.84,2018.22,2013-11-xx,Human,unknown
A/Guangdong/YJ-05/2013,Epi515879,2013-12-01,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2013.95,2018.22,2013-12-xx,Human,unknown
A/Guangdong/5/2013,Epi506237,2013-12-17,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-17,Human,unknown
A/Chicken/Dongguan/1619,Epi597128,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,Aa: Ns1: V124a S205c; Nep: V124a S205c;
A/Chicken/Dongguan/1666,Epi597142,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Shenzhen/SP113/2014,Epi578019,2014-03-12,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.19,2018.22,2014-03-12,Human,unknown
A/chicken/Guangdong/SD021/2014,Epi1090337,2014-02-23,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.15,2018.22,2014-02-23,Chicken,unknown
