Strain,Accession,Date,Region,Country,Division,Authors,Journal,Title,Url,Num Date,Fauna Date,Raw Date,Host,Labels
A/Chicken/Dongguan/3141,Epi576699,2013-12-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-18,Chicken,unknown
A/Silkiechicken/Dongguan/3166,Epi576714,2013-12-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-18,Chicken,unknown
A/Silkiechicken/Dongguan/3275,Epi576718,2013-12-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-18,Chicken,unknown
A/Silkiechicken/Dongguan/3284,Epi576720,2013-12-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-18,Chicken,unknown
A/Chicken/Dongguan/3464,Epi576723,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/chicken/Dongguan/744/2014,Epi577511,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/851/2014,Epi577528,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/Chicken/Dongguan/1143,Epi577384,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/silkiechicken/Dongguan/963/2014,Epi577377,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/silkiechicken/Dongguan/967/2014,Epi577534,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Dongguan/3491,Epi576726,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,Aa: Pa: L711p;
A/Silkiechicken/Dongguan/3520,Epi576727,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Silkiechicken/Dongguan/3522,Epi576728,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/3935,Epi576766,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Silkiechicken/Dongguan/3980,Epi576769,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/3894,Epi576764,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/chicken/Dongguan/178/2014,Epi577495,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,Aa: Pa: S93g; Pa-x: S93g;
A/chicken/Dongguan/749/2014,Epi577513,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,Aa: Pa: N321i;
A/Chicken/Shantou/1556,Epi577876,2014-03-05,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.17,2018.22,2014-03-05,Chicken,unknown
A/silkiechicken/Dongguan/635/2014,Epi577365,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/711/2014,Epi577510,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/899/2014,Epi577531,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/864/2014,Epi577529,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/518/2014,Epi577348,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/213/2014,Epi577499,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/189/2014,Epi577344,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/210/2014,Epi577498,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/262/2014,Epi577502,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/173/2014,Epi577345,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/248/2014,Epi577501,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/silkiechicken/Dongguan/988/2014,Epi577379,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Dongguan/1009,Epi577783,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Dongguan/1494,Epi577463,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,Aa: Pa: Q346k;
A/Chicken/Dongguan/2912,Epi576696,2013-12-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-18,Chicken,unknown
A/Silkiechicken/Dongguan/3049,Epi576697,2013-12-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-18,Chicken,unknown
A/Silkiechicken/Dongguan/3526,Epi576730,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/4195,Epi576781,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Silkiechicken/Dongguan/3990,Epi576770,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/4251,Epi576782,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/chicken/Dongguan/835/2014,Epi577521,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/Silkiechicken/Dongguan/1450,Epi577457,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Silkiechicken/Dongguan/1448,Epi577452,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/chicken/Dongguan/237/2014,Epi577500,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/silkiechicken/Dongguan/157/2014,Epi577342,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/874/2014,Epi577530,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/Chicken/Dongguan/1548,Epi577846,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Dongguan/1051,Epi577381,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Jiangxi/9513,Epi591247,2014-02-16,unknown,China,Jiangxi,Other Database Import,unknown,unknown,unknown,2014.13,2018.22,2014-02-16,Chicken,unknown
A/Shenzhen/SP75/2014,Epi577884,2014-02-15,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.12,2018.22,2014-02-15,Human,unknown
A/Guangdong/5/2013,Epi506243,2013-12-17,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-17,Human,unknown
A/Guangdong/YJ-05/2013,Epi515881,2013-12-01,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2013.96,2018.22,2013-12-xx,Human,unknown
A/Guangdong/75/2014,Epi628012,2014-01-30,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.08,2018.22,2014-01-30,Human,unknown
A/GD-75/2014/H7N9/2014-01-31,Epi656042,2014-01-31,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.08,2018.22,2014-01-31,Human,unknown
A/GD-109/2014/H7N9/2014-02-13,Epi656106,2014-02-13,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.12,2018.22,2014-02-13,Human,unknown
A/Shenzhen/SP60/2014,Epi577883,2014-01-30,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.08,2018.22,2014-01-30,Human,unknown
A/Environmental/Guangdong/32,Epi627980,2013-12-16,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2013.96,2018.22,2013-12-16,Environment,unknown
A/Environment/Guangdong/2500,Epi628524,2013-12-16,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2013.96,2018.22,2013-12-16,Environment,unknown
A/Chicken/Dongguan/1690,Epi577849,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Guangdong-Guangzhou/XN14050/2014,Epi627629,2014-03-31,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.24,2018.22,2014-03-31,Human,Aa: Pa: M86i; Pa-x: M86i;
A/chicken/Guangdong/SD014/2014,Epi1090308,2014-01-27,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.07,2018.22,2014-01-27,Chicken,unknown
A/GD-151/2014/H7N9/2014-05-06,Epi656230,2014-05-06,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.34,2018.22,2014-05-06,Human,Aa: Pa: K104r; Pa-x: K104r;
A/GD-154/2014/H7N9/2014-05-28,Epi656246,2014-05-28,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.40,2018.22,2014-05-28,Human,Aa: Pa: A20t; Pa-x: A20t;
A/Guangdong-Guangzhou/XN14670/2014,Epi627621,2014-04-04,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.25,2018.22,2014-04-04,Human,unknown
A/chicken/Dongguan/191/2014,Epi577497,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/169/2014,Epi577343,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/Silkiechicken/Dongguan/1451,Epi577458,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Dongguan/1091,Epi577494,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Guangdong-Guangzhou/XN08423/2014,Epi627645,2014-02-19,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.13,2018.22,2014-02-19,Human,Aa: Pa: I407v;
A/GD-126/2014/H7N9/2014-03-10,Epi656199,2014-03-10,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.19,2018.22,2014-03-10,Human,Aa: Pa: Q180h V554i; Pa-x: Q180h;
A/Guangdong-Guangzhou/XN00429/2014,Epi627757,2014-02-05,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.10,2018.22,2014-02-05,Human,unknown
A/Guangdong-Guangzhou/XN08664/2014,Epi627717,2014-02-21,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Human,unknown
A/GD-119/2014/H7N9/2014-02-19,Epi656136,2014-02-19,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.13,2018.22,2014-02-19,Human,unknown
A/silky_chicken/HongKong/1772-3/2014,Epi553199,2014-01-27,unknown,Hong Kong,Hong Kong,Agriculture Fisheries And Conservation Department,unknown,unknown,unknown,2014.07,2018.22,2014-01-27,Other Avian,unknown
A/Chicken/Guangdong/GZ068/2015,Epi580362,2015-01-01,unknown,China,Guangdong,South China Agricultural University,unknown,unknown,unknown,2015.00,2018.22,2015-01-01,Chicken,Aa: Pa: K113q V602i; Pa-x: K113q;
A/GD-44/2015/H7N9/2015-01-19,Epi656326,2015-01-19,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2015.05,2018.22,2015-01-19,Human,Aa: Pa: V364s;
A/chicken/Guangdong/SD018/2015,Epi1090324,2015-01-27,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2015.07,2018.22,2015-01-27,Chicken,unknown
A/Environment/Guangdong/2112,Epi628644,2015-01-20,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.05,2018.22,2015-01-20,Environment,unknown
A/Guangdong/15SF002/2015,Epi627205,2015-01-05,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.01,2018.22,2015-01-05,Human,unknown
A/GD-2/2015/H7N9/2015-01-06,Epi656278,2015-01-06,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2015.01,2018.22,2015-01-06,Human,unknown
A/Shenzhen/SP126/2014,Epi591249,2014-03-23,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.22,2018.22,2014-03-23,Human,unknown
A/Chicken/Dongguan/1673,Epi577493,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/GD-136/2014/H7N9/2014-03-29,Epi656207,2014-03-29,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.24,2018.22,2014-03-29,Human,unknown
A/Guangdong-Guangzhou/XN13392/2014,Epi627693,2014-03-24,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.22,2018.22,2014-03-24,Human,unknown
A/HongKong/3263/2014,Epi507083,2014-02-12,unknown,Hong Kong,Hong Kong,Hong Kong Department Of Health,unknown,unknown,unknown,2014.11,2018.22,2014-02-12,Human,unknown
A/GD-114/2014/H7N9/2014-02-18,Epi656128,2014-02-18,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.13,2018.22,2014-02-18,Human,unknown
A/HongKong/2212982/2014,Epi502369,2014-01-28,unknown,Hong Kong,Hong Kong,Hong Kong Department Of Health,unknown,unknown,unknown,2014.07,2018.22,2014-01-28,Human,unknown
A/Shenzhen/SP48/2014,Epi576885,2014-01-23,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.06,2018.22,2014-01-23,Human,unknown
A/silkiechicken/Dongguan/981/2014,Epi577776,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Dongguan/1505,Epi577468,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Dongguan/1314,Epi577795,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,Aa: Pa: A404s;
A/Chicken/Dongguan/1108,Epi577496,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,Aa: Pa: G578s;
A/GD-116/2014/H7N9/2014-02-22,Epi656160,2014-02-22,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.14,2018.22,2014-02-22,Human,Aa: Pa: V602i;
A/silkiechicken/Dongguan/979/2014,Epi577536,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/chicken/Dongguan/536/2014,Epi577349,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/Chicken/Dongguan/1022,Epi577780,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,Aa: Pa: N350i;
A/HongKong/4495/2014,Epi509876,2014-03-01,unknown,Hong Kong,Hong Kong,Hong Kong Department Of Health,unknown,unknown,unknown,2014.16,2018.22,2014-03-01,Human,Aa: Pa: M86i; Pa-x: M86i;
A/Silkiechicken/Shantou/1406,Epi577872,2014-02-25,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.15,2018.22,2014-02-25,Chicken,unknown
A/Silkiechicken/Shantou/2050,Epi591456,2014-03-25,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.23,2018.22,2014-03-25,Chicken,unknown
A/Silkiechicken/Shantou/2056,Epi591458,2014-03-25,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.23,2018.22,2014-03-25,Chicken,unknown
A/Chicken/Shantou/3057,Epi591459,2014-05-06,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.34,2018.22,2014-05-06,Chicken,unknown
A/Chicken/Shantou/2539,Epi591441,2014-04-16,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.29,2018.22,2014-04-16,Chicken,unknown
A/Chicken/Shantou/1552,Epi577874,2014-03-05,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.17,2018.22,2014-03-05,Chicken,unknown
A/Chicken/Shantou/1554,Epi577875,2014-03-05,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.17,2018.22,2014-03-05,Chicken,unknown
A/Silkiechicken/Shantou/2054,Epi591457,2014-03-25,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.23,2018.22,2014-03-25,Chicken,unknown
A/Chicken/Shantou/1550,Epi577873,2014-03-05,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.17,2018.22,2014-03-05,Chicken,unknown
A/Chicken/Shantou/2550,Epi591444,2014-04-16,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.29,2018.22,2014-04-16,Chicken,unknown
A/Chicken/Shantou/2546,Epi591442,2014-04-16,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.29,2018.22,2014-04-16,Chicken,Aa: Pa: E59k; Pa-x: E59k;
A/Chicken/Shantou/2556,Epi591445,2014-04-16,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.29,2018.22,2014-04-16,Chicken,unknown
A/Chicken/Shantou/2538,Epi591440,2014-04-16,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.29,2018.22,2014-04-16,Chicken,unknown
A/Chicken/Shantou/2537,Epi591439,2014-04-16,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.29,2018.22,2014-04-16,Chicken,unknown
A/Chicken/Shantou/2562,Epi591446,2014-04-16,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.29,2018.22,2014-04-16,Chicken,unknown
A/chicken/Guangdong/SD023/2014,Epi1090340,2014-02-23,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.15,2018.22,2014-02-23,Chicken,unknown
A/HongKong/8122430/2014,Epi516602,2014-04-13,unknown,Hong Kong,Hong Kong,Hong Kong Department Of Health,unknown,unknown,unknown,2014.28,2018.22,2014-04-13,Human,unknown
