Strain,Accession,Date,Region,Country,Division,Authors,Journal,Title,Url,Num Date,Raw Date,Dtiter,Location,Dtiter Sanofi,Ctiter,Labels
DENV1/CHINA/GZ780/2014,Kt187559,2014-01-01,China,China,Guangdong,An Et Al.,unknown,unknown,unknown,2014.78,2014-xx-xx,0.00,Guangdong,0.13,0.06,unknown
DENV1/CHINA/GZ89SYUEXIU2014DEV1/2015,Kx225484,2015-01-01,China,China,China,Guan Et Al.,unknown,unknown,unknown,2015.09,2015-xx-xx,0.00,China,0.13,0.06,unknown
DENV1/INDIA/P23086/1956,Kf289073,1956-01-01,South Asia,India,India,Dash Et Al.,unknown,unknown,unknown,1957.00,1956-xx-xx,0.00,India,0.13,0.06,Aa: C: L106f; E: N67k F337i V380i I461v; Ns4a: N23k; Ns1: Q147h; Ns3: T91m E515k; Ns5: A245t A535t V734m;
DENV1/INDIA/234/1962,Jf297573,1962-01-01,South Asia,India,India,Cecilia Et Al.,unknown,unknown,unknown,1962.00,1962-xx-xx,0.00,India,0.13,0.06,Aa: E: R2p D147f T155s C285s L287v K288e V436i;
DENV1/INDIA/237/1962,Jf297572,1962-01-01,South Asia,India,India,Cecilia Et Al.,unknown,unknown,unknown,1962.00,1962-xx-xx,0.00,India,0.13,0.06,Aa: E: S16p H144l N153k V250a G304a S305q K393r;
DENV1/INDIA/1287/1963,Jf297576,1963-01-01,South Asia,India,India,Cecilia Et Al.,unknown,unknown,unknown,1963.00,1963-xx-xx,0.00,India,0.13,0.06,unknown
DENV1/INDIA/288/1963,Jq922544,1963-01-01,South Asia,India,Tamil Nadu,Cecilia Et Al.,unknown,unknown,unknown,1964.00,1963-xx-xx,0.00,Vellore,0.13,0.06,Aa: C: Q4h K45t; Ns4b: K87l; E: D10e V31l T32h K36q T369a T454i; M: S113c T125i; Ns2b: A40s C41f Y42f; Ns1: D288e; Ns3: Y475n E515k I520v G587r; Ns5: T27i I408m E732k R814k;
DENV1/FRANCE/191/2004,Dq285559,2004-01-01,Europe,France,Saint Denis,Burt Et Al.,unknown,unknown,unknown,2005.00,2004-xx-xx,0.00,Reunion,0.13,0.06,Aa: C: A114t; E: T176i E203g I436t; Ns2a: R26k I54t M133i A171t; Ns1: R41k; Ns5: R173k S566a V616a H649y T675k T883a;
DENV1/SINGAPORE/K4147DK1/2005,Eu081258,2005-01-01,Southeast Asia,Singapore,Singapore,Aw Et Al.,unknown,unknown,unknown,2005.09,2005-xx-xx,0.00,Singapore,0.13,0.06,Aa: E: F96l L475f; Ns2a: F87l; Ns1: M84i K101r; Ns5: N26d;
DENV1/INDIA/RGCB294/2007,Jn903578,2007-07-26,South Asia,India,India,Abraham Et Al.,unknown,unknown,unknown,2007.56,2007-07-26,0.00,India,0.13,0.06,Aa: Ns4b: G247s; E: S338l W391r; Ns2b: I4l; Ns2a: I12l L18m L41f A64v V114a P142s M168i A169t A171i; Ns1: Y77h V220i Y256h L279v; Ns3: E484g; Ns5: S884t;
DENV1/INDIA/DIA11ATW/2006,Eu448413,2006-01-01,South Asia,India,India,Chang Et Al.,unknown,unknown,unknown,2006.00,2006-xx-xx,0.00,India,0.13,0.06,Aa: E: T478m;
DENV1/BRAZIL/BIDV2384/2003,Fj850077,2003-01-01,South America,Brazil,Brazil,Alvarado Et Al.,unknown,unknown,unknown,2004.00,2003-xx-xx,0.00,Brazil,0.13,0.06,Aa: Ns4b: A111t; M: A59v I120v; Ns2b: I8v; Ns2a: R95k K213r; Ns1: A98t I251t; Ns5: E722d;
DENV1/BRAZIL/BEH672029/2003,Hm450096,2003-01-01,South America,Brazil,Maranhao,Carneiro Et Al.,unknown,unknown,unknown,2003.00,2003-xx-xx,0.00,Maranhao,0.13,0.06,unknown
DENV1/BRAZIL/BIDV2389/2004,Fj850081,2004-01-01,South America,Brazil,Brazil,Alvarado Et Al.,unknown,unknown,unknown,2004.00,2004-xx-xx,0.00,Brazil,0.13,0.06,Aa: Ns3: V323a;
DENV1/ARGENTINA/HNRG27213/2010,Kc692513,2010-04-26,South America,Argentina,Buenos Aires,Barrero Et Al.,unknown,unknown,unknown,2010.31,2010-04-26,0.00,Buenos Aires,0.13,0.06,Aa: E: S227p; Ns5: N875s;
DENV1/ARGENTINA/HNRG24827/2010,Kc692511,2010-02-10,South America,Argentina,Buenos Aires,Barrero Et Al.,unknown,unknown,unknown,2010.11,2010-02-10,0.00,Buenos Aires,0.13,0.06,Aa: E: V439i; M: T125n; Ns1: D145n;
DENV1/BRAZIL/SJRP885/2013,Kp188548,2013-01-14,South America,Brazil,Sao Paulo,Araujo Et Al.,unknown,unknown,unknown,2013.04,2013-01-14,0.00,Sao Jose Do Rio Preto,0.13,0.06,unknown
DENV1/BRAZIL/SJRP1107/2013,Kp188567,2013-02-26,South America,Brazil,Brazil,Araujo Et Al.,unknown,unknown,unknown,2013.15,2013-02-26,0.00,Brazil,0.13,0.06,Aa: Ns5: V784a;
DENV1/BRAZIL/SJRP807/2013,Kp188547,2013-01-05,South America,Brazil,Sao Paulo,Araujo Et Al.,unknown,unknown,unknown,2013.01,2013-01-05,0.00,Sao Jose Do Rio Preto,0.13,0.06,unknown
DENV1/BRAZIL/SJRP778/2013,Kp188546,2013-02-04,South America,Brazil,Brazil,Araujo Et Al.,unknown,unknown,unknown,2013.09,2013-02-04,0.00,Brazil,0.13,0.06,unknown
DENV1/BRAZIL/SJRP509/2012,Kp188544,2012-03-16,South America,Brazil,Sao Paulo,Araujo Et Al.,unknown,unknown,unknown,2012.21,2012-03-16,0.00,Sao Jose Do Rio Preto,0.13,0.06,Aa: C: G26s; Ns2a: S98c; Ns3: Y60h; Ns5: Y293h;
DENV1/BRAZIL/SJRP17/2010,Kp188539,2010-10-13,South America,Brazil,Brazil,Araujo Et Al.,unknown,unknown,unknown,2010.78,2010-10-13,0.00,Brazil,0.13,0.06,Aa: E: T163i; Ns2b: N24d; Ns4a: G4s; Ns5: N387t;
DENV1/BRAZIL/SJRP484/2012,Kp188543,2012-02-13,South America,Brazil,Brazil,Araujo Et Al.,unknown,unknown,unknown,2012.12,2012-02-13,0.00,Brazil,0.13,0.06,Aa: C: S90n; M: A59v; Ns5: I78v D825n;
DENV1/BRAZIL/55ES/2009,Hm043709,2009-01-01,South America,Brazil,Brazil,Castro Et Al.,unknown,unknown,unknown,2009.52,2009-xx-xx,0.00,Brazil,0.13,0.06,Aa: C: I94t; M: I13t V14a;
DENV1/BRAZIL/1435RJ/2009,Hm043710,2009-01-01,South America,Brazil,Brazil,Faria Et Al.,unknown,unknown,unknown,2009.30,2009-xx-xx,0.00,Brazil,0.13,0.06,Aa: E: T346n;
DENV1/BRAZIL/8246/2014,Ku509311,2014-01-01,South America,Brazil,Brazil,Cadar Et Al.,unknown,unknown,unknown,2014.00,2014-xx-xx,0.00,Brazil,0.13,0.06,Aa: E: V482l;
DENV1/BRAZIL/SJRP2271/2014,Kp188568,2014-02-10,South America,Brazil,Brazil,Araujo Et Al.,unknown,unknown,unknown,2014.11,2014-02-10,0.00,Brazil,0.13,0.06,Aa: Ns4b: L240v; Ns3: A207s S347t;
DENV1/BRAZIL/SJRP709/2013,Kp188545,2013-10-25,South America,Brazil,Brazil,Araujo Et Al.,unknown,unknown,unknown,2013.81,2013-10-25,0.00,Brazil,0.13,0.06,Aa: C: G26d; E: T329p; Ns2a: S2p; Ns1: M349v; Ns3: A325t; Ns5: C222s D893e E895g;
DENV1/ARGENTINA/116603/2016,Ky283850,2016-01-01,South America,Argentina,Buenos Aires,Fabbri Et Al.,unknown,unknown,unknown,2016.00,2016-xx-xx,0.00,Buenos Aires,0.13,0.06,unknown
DENV1/ARGENTINA/116341/2016,Ky283848,2016-01-01,South America,Argentina,Formosa,Fabbri Et Al.,unknown,unknown,unknown,2016.00,2016-xx-xx,0.00,Formosa,0.13,0.06,unknown
DENV1/PUERTO_RICO/BIDV2133/1993,Fj410184,1993-01-01,Caribbean,Puerto Rico,Puerto Rico,Alvarado Et Al.,unknown,unknown,unknown,1993.00,1993-xx-xx,0.00,Puerto Rico,0.13,0.06,Aa: Ns4b: H17y; Ns2a: S2l F199l; Ns1: K341r R347k; Ns3: S88a P175s;
DENV1/PUERTO_RICO/BIDV1744/1995,Fj205875,1995-01-01,Caribbean,Puerto Rico,Puerto Rico,Alvarado Et Al.,unknown,unknown,unknown,1996.00,1995-xx-xx,0.00,Puerto Rico,0.13,0.06,Aa: E: V55i A339t; Ns2a: R29k; Ns1: R112k; Ns3: N90s; Ns5: F65l A245v E509d V616a I678t;
DENV1/BARBADOS/CAREC08216/2003,Jn379472,2003-01-01,Caribbean,Barbados,Barbados,Allicock Et Al.,unknown,unknown,unknown,2003.00,2003-xx-xx,0.00,Barbados,0.13,0.06,unknown
DENV1/PUERTO_RICO/BIDV2143/1987,Fj410190,1987-01-01,Caribbean,Puerto Rico,Puerto Rico,Alvarado Et Al.,unknown,unknown,unknown,1988.00,1987-xx-xx,0.00,Puerto Rico,0.13,0.06,Aa: C: N3t; Ns4b: H24q; E: V380i; M: A29v; Ns3: G144e;
DENV1/PUERTO_RICO/BIDV2095/1994,Fj410175,1994-01-01,Caribbean,Puerto Rico,Puerto Rico,Alvarado Et Al.,unknown,unknown,unknown,1994.00,1994-xx-xx,0.00,Puerto Rico,0.13,0.06,Aa: Ns5: K551r;
DENV1/PUERTO_RICO/BIDV2094/1995,Fj410174,1995-01-01,Caribbean,Puerto Rico,Puerto Rico,Alvarado Et Al.,unknown,unknown,unknown,1995.00,1995-xx-xx,0.00,Puerto Rico,0.13,0.06,Aa: Ns4b: G235a; E: M34i; Ns2a: T72i; Ns5: P558a;
DENV1/PUERTO_RICO/BIDV2140/1996,Fj410189,1996-01-01,Caribbean,Puerto Rico,Puerto Rico,Alvarado Et Al.,unknown,unknown,unknown,1996.00,1996-xx-xx,0.00,Puerto Rico,0.13,0.06,unknown
DENV1/PUERTO_RICO/BIDV2142/1987,Fj478458,1987-01-01,Caribbean,Puerto Rico,Puerto Rico,Alvarado Et Al.,unknown,unknown,unknown,1988.00,1987-xx-xx,0.00,Puerto Rico,0.13,0.06,unknown
DENV1/PUERTO_RICO/BIDV2127/1994,Fj410179,1994-01-01,Caribbean,Puerto Rico,Puerto Rico,Alvarado Et Al.,unknown,unknown,unknown,1994.00,1994-xx-xx,0.00,Puerto Rico,0.13,0.06,Aa: Ns2b: V106i; Ns1: I246m;
DENV1/PUERTO_RICO/BIDV1741/1998,Fj390379,1998-01-01,Caribbean,Puerto Rico,Puerto Rico,Alvarado Et Al.,unknown,unknown,unknown,1998.00,1998-xx-xx,0.00,Puerto Rico,0.13,0.06,Aa: Ns2b: V106i; Ns1: K101r; Ns5: I114v;
DENV1/PUERTO_RICO/BIDV2137/1992,Fj410187,1992-01-01,Caribbean,Puerto Rico,Puerto Rico,Alvarado Et Al.,unknown,unknown,unknown,1993.00,1992-xx-xx,0.00,Puerto Rico,0.13,0.06,unknown
DENV1/PUERTO_RICO/BIDV853/1998,Eu482592,1998-01-01,Caribbean,Puerto Rico,Puerto Rico,Alvarado Et Al.,unknown,unknown,unknown,1998.00,1998-xx-xx,0.00,Puerto Rico,0.13,0.06,Aa: Ns4b: H17y; Ns5: H292y D644n;
DENV1/GRENADA/CAREC7593/1981,Jn379484,1981-01-01,Caribbean,Grenada,Grenada,Allicock Et Al.,unknown,unknown,unknown,1981.12,1981-xx-xx,0.00,Grenada,0.13,0.06,Aa: E: V141i;
DENV1/TRINIDAD_AND_TOBAGO/CAREC7486/1981,Jn379483,1981-01-01,Caribbean,Trinidad And Tobago,Trinidad,Allicock Et Al.,unknown,unknown,unknown,1981.00,1981-xx-xx,0.00,Trinidad,0.13,0.06,unknown
DENV1/GRENADA/CAREC8164/1977,Jn379478,1977-01-01,Caribbean,Grenada,Grenada,Allicock Et Al.,unknown,unknown,unknown,1977.00,1977-xx-xx,0.00,Grenada,0.13,0.06,Aa: E: V312m;
DENV1/GRENADA/CAREC8140/1977,Jn379477,1977-01-01,Caribbean,Grenada,Grenada,Allicock Et Al.,unknown,unknown,unknown,1977.63,1977-xx-xx,0.00,Grenada,0.13,0.06,unknown
DENV1/SURINAME/CAREC7838/1981,Jn379485,1981-01-01,South America,Suriname,Suriname,Allicock Et Al.,unknown,unknown,unknown,1981.00,1981-xx-xx,0.00,Suriname,0.13,0.06,Aa: E: S472n;
