Author,n (strains),publication title,journal,publication URL,strains
Chen et al.,15,?,,unknown,DENV1/CHINA/ZJYW01/2013 DENV1/CHINA/ZJ03/2013 DENV1/CHINA/ZJ01/2013 DENV1/CHINA/GZ218/2002 DENV1/CHINA/ZJ08/2013 DENV1/CHINA/GZ01/1995 DENV1/TAIWAN/832/1994 DENV1/TAIWAN/360052/1994 DENV1/CHINA/GZXNC/2006 DENV1/TAIWAN/N30/2008 DENV1/TAIWAN/SD1543/2008 DENV1/CHINA/N46MGZ/2014 DENV1/CHINA/N5MGZ/2014 DENV1/CHINA/FJ231/2004 DENV1/CHINA/DG14/2011
Carneiro et al.,3,?,,unknown,DENV1/BRAZIL/BEH672029/2003 DENV1/BRAZIL/BEH547625/1996 DENV1/BRAZIL/BEH527543/1994
Chang et al.,5,?,,unknown,DENV1/INDIA/DIA07ATW/2008 DENV1/INDIA/DIA11ATW/2006 DENV1/MADAGASCAR/MADAGCAR02ATW/2006 DENV1/TONGA/NGA03ATW/2008 DENV1/TAIWAN/1TP1110A/2011
Cordeiro et al.,9,?,,unknown,DENV1/BRAZIL/NA/1990 DENV1/BRAZIL/41111PE/1997 DENV1/BRAZIL/52082PE/1998 DENV1/BRAZIL/88463PE/2002 DENV1/BRAZIL/59049PE/1999 DENV1/BRAZIL/74488PE/2001 DENV1/BRAZIL/21814PE/1996 DENV1/BRAZIL/40604PE/1997 DENV1/BRAZIL/12898PE/2010
Araki et al.,1,?,,unknown,DENV1/BRAZIL/ALFEN/2012
Anukumar et al.,2,?,,unknown,DENV1/INDIA/NIVK130706770DIA/2013 DENV1/INDIA/NIV3593TAMILNADU/2012
Gandikota et al.,1,?,,unknown,DENV1/INDIA/UOH2999/2014
Cadar et al.,7,?,,unknown,DENV1/INDIA/16687/2011 DENV1/BRAZIL/8246/2014 DENV1/NICARAGUA/5353/2014 DENV1/VENEZUELA/10429/2011 DENV1/JAMAICA/17388/2012 DENV1/ERITREA/2522/2010 DENV1/THAILAND/384/2009
Ahwanah et al.,1,?,,unknown,DENV1/INDONESIA/BO15/2014
Gubler et al.,1,?,,unknown,DENV1/ANGOLA/NA/2013
Konishi et al.,1,?,,unknown,DENV1/INDONESIA/JKTA4/1988
Dewi et al.,1,?,,unknown,DENV1/SEYCHELLES/NIID41/2003
Fan et al.,8,?,,unknown,DENV1/CHINA/YNLC1502/2015 DENV1/CHINA/YNGM1502/2015 DENV1/CHINA/YNGM1509/2015 DENV1/CHINA/YNDGR/2015 DENV1/CHINA/YNDGR7/2015 DENV1/CHINA/YNDGR79/2015 DENV1/CHINA/YNDGR165/2015 DENV1/CHINA/YNDGR55/2015
Cho et al.,6,?,,unknown,DENV1/SOUTH_KOREA/DENKOR08/2006 DENV1/SOUTH_KOREA/DENKOR10/2007 DENV1/SOUTH_KOREA/DENKOR09/2007 DENV1/SOUTH_KOREA/DENKOR12/2008 DENV1/SOUTH_KOREA/DENKOR11/2008 DENV1/SOUTH_KOREA/DENKOR04/2005
Demay et al.,1,?,,unknown,DENV1/USA/KW10AG/2010
Cao et al.,9,?,,unknown,DENV1/VIETNAM/VLM3534/2008 DENV1/VIETNAM/LAHT6709/2006 DENV1/VIETNAM/LAHT6708/2006 DENV1/VIETNAM/BTRM6822/2008 DENV1/VIETNAM/VLM5946/2008 DENV1/VIETNAM/LAM3670/2009 DENV1/CHINA/DQ836632/2004 DENV1/VIETNAM/KGM5876/2009 DENV1/CHINA/GZZW0802/2014
Leduc-Galindo et al.,2,?,,unknown,DENV1/MEXICO/DB087/2010 DENV1/MEXICO/DB086/2010
Allicock et al.,11,?,,unknown,DENV1/BARBADOS/CAREC08216/2003 DENV1/GRENADA/CAREC7593/1981 DENV1/TRINIDAD_AND_TOBAGO/CAREC7486/1981 DENV1/GRENADA/CAREC8164/1977 DENV1/GRENADA/CAREC8140/1977 DENV1/SURINAME/CAREC7838/1981 DENV1/GRENADA/CAREC0174/1978 DENV1/GRENADA/CAREC0184/1978 DENV1/BARBADOS/CAREC765/2001 DENV1/BARBADOS/CAREC764/2001 DENV1/BARBADOS/CAREC11056/1999
Abraham et al.,4,?,,unknown,DENV1/INDIA/RGCB419/2008 DENV1/INDIA/RGCB585/2009 DENV1/INDIA/RGCB592/2009 DENV1/INDIA/RGCB294/2007
Nogueira et al.,1,?,,unknown,DENV1/BRAZIL/31807RJ/1986
Dharmana et al.,2,?,,unknown,DENV1/INDONESIA/SMGSE058/2012 DENV1/INDONESIA/SMGSE059/2012
Aubry et al.,92,?,,unknown,DENV1/AMERICAN_SAMOA/WS190769/2001 DENV1/SOLOMON_ISLANDS/070119/2002 DENV1/NEW_CALEDONIA/270515/2001 DENV1/NEW_CALEDONIA/030585/2002 DENV1/NEW_CALEDONIA/09041/2004 DENV1/NEW_CALEDONIA/0501477/2004 DENV1/NEW_CALEDONIA/0301994/2004 DENV1/NEW_CALEDONIA/250716/2002 DENV1/NEW_CALEDONIA/010739/2002 DENV1/NEW_CALEDONIA/0504992/2003 DENV1/NEW_CALEDONIA/01117/2002 DENV1/NEW_CALEDONIA/1188/2002 DENV1/NEW_CALEDONIA/060354/2003 DENV1/NEW_CALEDONIA/100390/2003 DENV1/NEW_CALEDONIA/00918/2003 DENV1/NEW_CALEDONIA/2103753/2003 DENV1/NEW_CALEDONIA/1807687/2003 DENV1/NEW_CALEDONIA/0207773/2003 DENV1/NEW_CALEDONIA/010559/2004 DENV1/NEW_CALEDONIA/160395/2004 DENV1/FRENCH_POLYNESIA/060125/2007 DENV1/FRENCH_POLYNESIA/0164/2007 DENV1/FRENCH_POLYNESIA/31018/2008 DENV1/FRENCH_POLYNESIA/230174/2008 DENV1/FRENCH_POLYNESIA/240255/2009 DENV1/FRENCH_POLYNESIA/23/2008 DENV1/FRENCH_POLYNESIA/26055/2009 DENV1/FRENCH_POLYNESIA/070133/2008 DENV1/FRENCH_POLYNESIA/200188/2009 DENV1/FRENCH_POLYNESIA/060164/2009 DENV1/FRENCH_POLYNESIA/160120/2009 DENV1/FRENCH_POLYNESIA/076/2009 DENV1/FRENCH_POLYNESIA/0192/2007 DENV1/FRENCH_POLYNESIA/183/2007 DENV1/FRENCH_POLYNESIA/270207/2008 DENV1/FRENCH_POLYNESIA/070138/2008 DENV1/FRENCH_POLYNESIA/14008/2007 DENV1/FRENCH_POLYNESIA/110/2007 DENV1/FRENCH_POLYNESIA/101/2007 DENV1/FRENCH_POLYNESIA/250193/2008 DENV1/FRENCH_POLYNESIA/220181/2008 DENV1/FRENCH_POLYNESIA/10019/2008 DENV1/FRENCH_POLYNESIA/074/2008 DENV1/FRENCH_POLYNESIA/18001/2008 DENV1/FRENCH_POLYNESIA/06062/2007 DENV1/FRENCH_POLYNESIA/040152/2007 DENV1/FRENCH_POLYNESIA/200157/2007 DENV1/FRENCH_POLYNESIA/240159/2007 DENV1/FRENCH_POLYNESIA/001/2007 DENV1/FRENCH_POLYNESIA/64/2007 DENV1/FRENCH_POLYNESIA/120113/2007 DENV1/FRENCH_POLYNESIA/0126/2007 DENV1/FRENCH_POLYNESIA/25064/2007 DENV1/FRENCH_POLYNESIA/221/2007 DENV1/FRENCH_POLYNESIA/040123/2007 DENV1/FRENCH_POLYNESIA/270110/2007 DENV1/FRENCH_POLYNESIA/08092/2007 DENV1/NEW_CALEDONIA/180286/2007 DENV1/FRENCH_POLYNESIA/230201/2007 DENV1/FRENCH_POLYNESIA/04037/2007 DENV1/FRENCH_POLYNESIA/13076/2008 DENV1/FRENCH_POLYNESIA/02030/2008 DENV1/FRENCH_POLYNESIA/260153/2008 DENV1/FRENCH_POLYNESIA/110160/2008 DENV1/FRENCH_POLYNESIA/38/2008 DENV1/FRENCH_POLYNESIA/0186/2008 DENV1/FRENCH_POLYNESIA/12048/2009 DENV1/FRENCH_POLYNESIA/180138/2009 DENV1/FRENCH_POLYNESIA/060120/2009 DENV1/NEW_CALEDONIA/030418/2007 DENV1/NEW_CALEDONIA/280160/2008 DENV1/NEW_CALEDONIA/04575/2008 DENV1/NEW_CALEDONIA/14014415/2009 DENV1/NEW_CALEDONIA/1302229/2009 DENV1/NEW_CALEDONIA/110284/2008 DENV1/NEW_CALEDONIA/250468/2008 DENV1/NEW_CALEDONIA/1403629/2008 DENV1/NEW_CALEDONIA/04048/2008 DENV1/NEW_CALEDONIA/5142/2008 DENV1/NEW_CALEDONIA/27014311/2009 DENV1/NEW_CALEDONIA/05033/2009 DENV1/NEW_CALEDONIA/30013639/2009 DENV1/NEW_CALEDONIA/2503584/2009 DENV1/VANUATU/180358/2010 DENV1/NEW_CALEDONIA/190759/2010 DENV1/NEW_CALEDONIA/230627/2010 DENV1/NEW_CALEDONIA/290652/2010 DENV1/NEW_CALEDONIA/030841/2010 DENV1/NEW_CALEDONIA/070960/2010 DENV1/NEW_CALEDONIA/200777/2010 DENV1/NEW_CALEDONIA/0801138/2010 DENV1/NEW_CALEDONIA/15096/2010
Gaul et al.,1,?,,unknown,DENV1/USA/DB169/2014
Billoir et al.,2,?,,unknown,DENV1/COTE_D_IVOIRE/AF298807/1998 DENV1/DJIBOUTI/IMTSSA606/1998
Wang et al.,1,?,,unknown,DENV1/CHINA/SU1/2012
Barrero et al.,14,?,,unknown,DENV1/ARGENTINA/HNRG27213/2010 DENV1/ARGENTINA/HNRG24827/2010 DENV1/ARGENTINA/HNRG37945/2010 DENV1/ARGENTINA/HNRG12560/2009 DENV1/ARGENTINA/HNRG13154/2009 DENV1/ARGENTINA/HNRG25001/2010 DENV1/ARGENTINA/HNRG28226/2010 DENV1/ARGENTINA/HNRG14635/2009 DENV1/ARGENTINA/HNRG14043/2009 DENV1/ARGENTINA/HNRG14076/2009 DENV1/ARGENTINA/HNRG12447/2009 DENV1/ARGENTINA/HNRG15417/2009 DENV1/ARGENTINA/HNRG27486/2010 DENV1/ARGENTINA/HNRG12188/2009
Chua et al.,8,?,,unknown,DENV1/SINGAPORE/09106/2011 DENV1/SINGAPORE/0091/2009 DENV1/SINGAPORE/15834/2011 DENV1/SINGAPORE/21586/2011 DENV1/SINGAPORE/21121/2011 DENV1/SINGAPORE/24532/2011 DENV1/SINGAPORE/60330/2011 DENV1/SINGAPORE/14158/2011
Guo et al.,12,?,,unknown,DENV1/MYANMAR/RL161/2013 DENV1/MYANMAR/RL43/2013 DENV1/CHINA/RL35/2013 DENV1/MYANMAR/RL109/2013 DENV1/MYANMAR/RL181/2013 DENV1/CHINA/YNPE1/2015 DENV1/MYANMAR/RL238/2013 DENV1/CHINA/GZHAIZHU417/2013 DENV1/CHINA/GZHAIZHU490/2013 DENV1/CHINA/GZHAIZHU416/2013 DENV1/CHINA/GZHAIZHU1916/2014 DENV1/CHINA/GZHAIZHU820/2014
Cardosa et al.,8,?,,unknown,DENV1/SAUDI_ARABIA/841/1994 DENV1/SAUDI_ARABIA/5/1994 DENV1/SAUDI_ARABIA/6583/2004 DENV1/SAUDI_ARABIA/6633/2004 DENV1/SAUDI_ARABIA/8496/2005 DENV1/SAUDI_ARABIA/9131/2006 DENV1/SAUDI_ARABIA/8778/2005 DENV1/SAUDI_ARABIA/9051/2006
