"EPX equity sector, x","EPX equity sector, y","WTI 2-yr swap, x","WTI 2-yr swap, y","HY energy spread ratio (rhs, inverted), x","HY energy spread ratio (rhs, inverted), y"
"0.7303289092","81.3188560545","1.0249770563","83.7697735475","3.7845592378","1.3796600382"
"0.7363865125","80.9947407126","1.0610877197","83.806007446","3.9170833374","1.3917674991"
"0.7454665095","80.5625929529","1.0972005191","83.8242329269","4.0495245587","1.394092451"
"0.7605485747","80.2745487122","1.1333154544","83.82444999","4.1620105588","1.4092414024"
"0.7822705079","79.8280701905","1.1484007236","83.5093931227","4.2423234199","1.4160156396"
"0.7967735124","79.3473322624","1.1454370689","83.1221940529","4.3747669938","1.4186182886"
"0.8208832434","79.0683464963","1.1454733804","82.8160509516","4.5072547339","1.4264340682"
"0.8570045867","79.0145383062","1.1575565475","82.4379465337","4.6320970183","1.4199080086"
"0.893123794","78.9787385339","1.1575949949","82.1137950146","4.6856987182","1.4117465132"
"0.9172463408","78.5917022615","1.1546281363","81.7536085714","4.7857347504","1.437512559"
"0.9172944001","78.1865128626","1.1636953175","81.4295113181","4.7587904431","1.4542632529"
"0.9293839751","77.7543831915","1.1697614647","81.0333623053","4.7537525259","1.4714075876"
"0.9294224225","77.4302316724","1.1667946061","80.6731758621","4.7424803832","1.4829020371"
"0.9234321022","77.1870818559","1.1758617873","80.3490786088","4.8960978382","1.416136036"
"0.9415312212","76.8360262418","1.1819033709","80.1600263999","5.0367169791","1.4000119405"
"0.9655373579","77.4304487355","1.1939747902","79.8809682794","5.1691132856","1.3970354038"
"0.9655758053","77.1062972164","1.2084613477","79.5388951679","5.3014753713","1.3900196376"
"0.9806589385","76.8092487669","1.232477737","80.0468772565","5.4338460123","1.3840136788"
"0.9837165757","76.4040774566","1.2661598056","80.2595791779","5.566300601","1.3879164548"
"0.989772043","76.0979705324","1.3022854207","80.1697541524","5.6988220271","1.3997083509"
"0.9898104904","75.7738190133","1.3384238517","79.9718786205","5.8311547044","1.3892213719"
"0.9868446998","75.4046283613","1.3775675887","79.8100380126","5.9514393852","1.3775922768"
"0.9896267972","77.3225429379","1.4046473823","79.8642260631","6.035672021","1.3733894578"
"0.9979257422","75.017513705","1.4107007137","79.5761275567","6.0864035025","1.3935185871"
"0.9959663482","74.6213164559","1.4348200566","79.2161039109","6.1743902305","1.4061470144"
"1.0020196796","74.3332179495","1.4498134792","79.6754090059","6.2665484085","1.4239720244"
"0.999052821","73.9730315063","1.4617973238","80.1346960123","6.3732493129","1.4329168135"
"1.0101349314","73.5769126412","1.4737939842","80.4859325124","6.5056432132","1.4296562685"
"1.0141989652","73.1447347338","1.5069110894","80.3870851894","6.6259212697","1.4172452739"
"1.0232832342","72.6765701387","1.5430345687","80.3152685816","6.7583731849","1.4208324851"
"1.0323504154","72.3524728854","1.5791644558","80.1894267206","6.8907529158","1.4158994467"
"1.0384080187","72.0283575434","1.6152649733","80.3112006033","6.9989690948","1.4007079036"
"1.0504911858","71.6502531255","1.6392983436","80.676015771","7.1071826767","1.3852098119"
"1.0595679789","71.2451179924","1.6657480268","80.9679113178","7.2033683346","1.3709388446"
"1.07165435","70.8400009479","1.6874131433","81.0004567076","7.2994989184","1.3501672424"
"1.083740721","70.4348839034","1.6914729052","80.6042956357","7.4319246334","1.3506619185"
"1.0988302621","70.0838102007","1.7115623897","80.3883152136","7.5642706782","1.3417527636"
"1.0928399418","69.8406603842","1.7476944128","80.2444649349","7.6605477696","1.3382741125"
"1.1109374589","69.5031110834","1.7838477956","79.9205304789","7.7145716631","1.3207403038"
"1.1254362982","69.0574895698","1.8169819886","79.6776158141","7.7987301569","1.3077861715"
"1.1381293908","68.6118572032","1.8320629858","79.3985757823","7.8695956304","1.2888278638"
"1.147197106","68.2832578454","1.8465559512","79.0024774175","7.9402962701","1.2707125782"
"1.1713061963","68.0096746047","1.8592490438","78.5568450508","7.969494361","1.2662473322"
"1.1863018616","68.4500708611","1.8682986033","78.3813172438","8.1053723502","1.2682474376"
"1.1713356726","67.7611584401","1.8947463642","78.6894203665","8.237817849","1.2710772933"
"1.1982873082","68.8958515542","1.9284581227","78.6518052815","8.3703702877","1.286529741"
"1.2096506543","69.5118081771","1.9645249988","79.0572117435","8.5028473338","1.2930832614"
"1.1952392828","69.2199849847","1.9525187265","78.7870131232","8.6317825574","1.3078606794"
"1.2221556749","70.6518169914","1.9976463759","78.922347585","8.7148439727","1.3075071426"
"1.2191898843","70.2826263394","2.0157358831","78.6523298507","8.8158728669","1.2965303"
"1.2132070399","69.9764470608","2.0488572603","78.5174656922","8.9483049982","1.2977823316"
"1.2334748065","71.6405478613","2.0879849775","78.4906882173","9.0806264469","1.2859699805"
"1.2311192618","71.2011279979","2.1150807909","78.4098131349","9.2130131288","1.2818574105"
"1.2191108535","70.9489377953","2.1211383942","78.085697793","9.3454639746","1.2853183957"
"1.2611680499","71.5974940738","2.1356356315","77.6535825927","9.4779452983","1.2923768198"
"1.2702336292","71.2869031338","2.1332792324","77.2213660964","9.6104506834","1.302275327"
"1.3056969877","71.7058122913","2.133308068","76.9782524571","9.70074177","1.3027101444"
"1.2913022768","71.2735234406","2.1483879972","76.7082166341","9.7334263698","1.324090305"
"1.3182859519","72.1380902888","2.1454243425","76.3210175644","9.7432405285","1.3457499292"
"1.3417093967","72.5704334053","2.14546279","75.9968660453","9.7765296907","1.3674424524"
"1.3512909188","72.9846848966","2.157548093","75.6007532096","9.8699390999","1.3807126357"
"1.3781603197","74.8127020932","2.1600044554","75.1901757563","9.9459441266","1.4000240775"
"1.375194529","74.4435114412","2.1839554841","76.2492154274","10.0051976047","1.4110877183"
"1.3752329765","74.1193599221","2.181599085","75.8169989311","10.0810084941","1.4277833665"
"1.3752714239","73.795208403","2.181663164","75.2767463993","10.1654049024","1.442911346"
"1.3753055993","73.5070737194","2.2176371255","76.4655190324","10.2377891718","1.4611296347"
"1.3693206189","73.2189028586","2.2056308532","76.1953204121","10.2620113686","1.4783102786"
"1.3894012748","76.460541052","2.2537520608","76.4657360955","10.2914326837","1.5001931909"
"1.3870448757","76.0283245556","2.289876608","76.3849152788","10.3586366562","1.5159307874"
"1.3870833231","75.7041730365","2.3139980869","76.0068832153","10.4587609951","1.5293486462"
"1.3871217705","75.3800215174","2.3381249057","75.5838301074","10.5053558499","1.4984245315"
"1.38715381","75.1098952515","2.353202699","75.3318027022","10.587061312","1.4801154504"
"1.4012781075","77.8220497865","2.3862455794","75.8587478952","10.7205513091","1.4878207048"
"1.398920854","77.3970366573","2.3742633367","75.3859545755","10.8340326597","1.502043922"
"1.3989593014","77.0728851382","2.4012438078","76.2775340504","10.9003850291","1.5187584833"
"1.3989934769","76.7847504545","2.4132340604","76.6827958036","10.944688235","1.5379624517"
"1.4231299075","76.2806594669","2.4252307208","77.0340323037","11.0270514962","1.5499317825"
"1.4231683549","75.9565079478","2.458347826","76.9351849807","11.1034485364","1.5681497612"
"1.4232068023","75.6323564287","2.4944894609","76.7102968222","11.1597405505","1.5815095916"
"1.4232452497","75.3082049096","2.5246012602","76.5754145751","11.2260888588","1.597744795"
"1.4202783911","74.9480184665","2.5306567275","76.2693076509","11.3345419096","1.6105122934"
"1.422967574","77.6492992142","2.5427398946","75.891203233","11.4670857931","1.6249549338"
"1.4230060214","77.3251476951","2.5518188237","75.4680596822","11.5996451828","1.64122785"
"1.4230444688","77.000996176","2.5669147726","75.0629607263","11.7298676768","1.6400186453"
"1.4230829162","76.6768446569","2.5910469314","74.5948865741","11.7860205126","1.6154212753"
"1.4383711023","74.6509881055","2.6031407783","74.1267400676","11.8339728048","1.5916976019"
"1.4354074476","74.2637890358","2.6031792257","73.8025885485","11.9603325773","1.5866703589"
"1.435445895","73.9396375167","2.6032176731","73.4784370294","12.0386182354","1.5909875531"
"1.4354757986","73.6875196685","2.6032539846","73.172293928","",""
"1.4623131599","75.7856631311","2.6183499336","72.7671949721","",""
"1.4593473693","75.4164724791","2.6153841429","72.3980043201","",""
"1.4593836807","75.1103293777","2.6093916866","72.1728629213","",""
"1.4712959704","76.172898378","2.6275004175","71.7407694274","",""
"1.4714508281","74.8672880928","2.6275463408","71.3535884463","",""
"1.4594541677","74.5160515927","2.6275847882","71.0294369272","",""
"1.4595054309","74.0838495672","2.6396786352","70.5612904206","",""
"1.4894089733","75.7047880486","2.6397170826","70.2371389015","",""
"1.4894474207","75.3806365295","2.63975553","69.9129873824","",""
"1.4955092959","75.0205043522","2.6458174052","69.552855205","",""
"1.4995776017","74.5523096094","2.6518750085","69.2287398631","",""
"1.5136522023","74.3002761746","2.648907082","68.8775576289","",""
"1.5197076696","73.9941692504","2.6639902151","68.5805091793","",""
"1.5317887007","73.6340732503","2.6909931139","69.283000268","",""
"1.5438718678","73.2559688323","2.6820060315","68.9317818565","",""
"1.5559550349","72.8778644144","2.7029881724","69.6477430814","",""
"1.568038202","72.4997599965","2.711964041","70.0935056859","",""
"1.5831320151","72.1126694583","2.7720658893","70.8502210023","",""
"1.5922045362","71.7435511607","2.7841426485","70.5261418376","",""
"1.6191636477","72.8152148128","2.7902130676","70.0939759893","",""
"1.616199993","72.4280157431","2.7962749428","69.7338438119","",""
"1.6162341685","72.1398810594","2.8083410222","69.4998067358","",""
"1.6102887035","71.5185544707","2.8323984221","69.6620272041","",""
"1.6304879056","73.7607254802","2.8444773172","69.3199396216","",""
"1.6221059427","73.3824980598","2.8661928425","68.927486353","",""
"1.6161188263","73.1123356167","2.8806894391","68.5007736781","",""
"1.6162726159","71.8157295403","2.9048045101","68.1767668678","",""
"1.6424595752","74.3226604676","2.8927886259","67.9876061273","",""
"1.666492625","74.690176898","2.916897289","67.7176245701","",""
"1.6731790571","74.1391591104","2.9289719122","67.4115538231","",""
"1.6912717682","73.8421287495","2.9410486714","67.0874746584","",""
"1.6883059776","73.4729380975","2.9531211587","66.7994123291","",""
"1.6823135213","73.2477966987","2.96519151","66.5293584175","",""
"1.6881820915","74.5174263257","2.9772661332","66.2232876705","",""
"1.7004142423","72.8832347713","2.9893343485","65.9712421767","",""
"1.7243322703","74.2205044963","3.0157831774","66.2703410906","",""
"1.7243781936","73.8333235151","3.0284759496","65.8274099866","",""
"1.7183996211","73.4911274011","3.0374470123","66.313691531","",""
"1.7184348646","73.1939885086","3.0495686268","65.611435594","",""
"1.7483864662","74.4097375911","3.0616966492","64.8551544038","",""
"1.7604610895","74.1036668441","3.0798502354","64.0448841376","",""
"1.7845686846","73.8426894958","3.0979637722","63.5722717038","",""
"1.8086837555","73.5186826855","3.1162310987","61.8030531936","",""
"1.8304033392","73.0920134232","3.1403397618","61.5330716365","",""
"1.8449012173","72.6544956976","3.1704707847","61.2361136299","",""
"1.8449450046","72.2853231342","3.1885666998","60.9120706423","",""
"1.8449717042","72.0602179126","3.2066626149","60.5880276548","",""
"1.8600484295","71.8171947163","3.3030428","59.9673160781","",""
"1.8540805369","71.3849565136","3.3030887233","59.580135097","",""
"1.8691626021","71.0969122729","3.3031250347","59.2739919956","",""
"1.8834206111","72.6817398582","3.3176188545","58.8706902637","",""
"1.8810642119","72.2495233619","3.33911288","60.3457099135","",""
"1.8929263064","73.7352901788","3.3391545314","59.9945457678","",""
"1.8929700937","73.3661176154","3.3331802308","59.6163328183","",""
"1.8970213117","73.0419902144","3.3332186782","59.2921812993","",""
"1.8871250192","71.8983953934","3.3534595317","61.1831881631","",""
"1.8811539226","71.4931698173","3.3450839767","60.7509354896","",""
"1.9049037431","74.2486024384","3.3791476714","61.1293172659","",""
"1.9289275015","74.6944554859","3.3992467678","60.832298964","",""
"1.9431687432","76.4206491503","3.4233522269","60.5893300334","",""
"1.9408114896","75.995636021","3.4474566181","60.3553653117","",""
"1.9408456651","75.7075013374","3.4618543194","60.7624423775","",""
"1.9348649566","75.3833136411","3.4714243073","61.2739393245","",""
"1.9349034041","75.059162122","3.4858027849","61.8430921499","",""
"1.9555955874","78.2197660534","3.4713901318","61.5620740081","",""
"1.9526319328","77.8325669836","3.5135114073","61.6703777548","",""
"1.9526703802","77.5084154645","3.5195711465","61.3282539952","",""
"1.9527045557","77.2202807809","3.5460968702","60.9790498708","",""
"1.9467238472","76.8960930846","3.5738054926","60.8063354757","",""
"1.9826529534","78.46304249","3.5798524161","60.5722622224","",""
"1.9857041827","78.1118964329","3.606365324","60.3311086045","",""
"2.0007873159","77.8148479834","3.6400931022","60.1584303865","",""
"2.012866211","77.4727604009","3.6762400771","59.8885211837","",""
"2.0249515141","77.0766475653","3.7147306353","60.1588789836","",""
"2.0340304432","76.6535040145","3.7003167007","59.8886658925","",""
"2.0491178483","76.3204387294","3.7454411462","60.0510129809","",""
"2.0612031513","75.9243258938","3.7845656594","60.0512481326","",""
"2.0852028801","76.5727736407","3.8206891387","59.9794315248","",""
"2.0852413275","76.2486221216","3.8327616259","59.6913691955","",""
"2.0972070164","76.8609806787","3.8448405211","59.349281613","",""
"2.1092923195","76.4648678431","3.8689555921","59.0252748027","",""
"2.1093307669","76.140716324","3.8930834788","58.5932174859","",""
"2.1133905287","75.7445552521","3.9051666459","58.215113068","",""
"2.1214459735","75.4924856402","3.9172369972","57.9450591565","",""
"2.121478013","75.2223593743","3.9253116657","57.530913785","",""
"2.1426059337","74.7092460892","3.9293671556","57.1707695486","",""
"2.1576941932","74.3689774371","3.9414642065","56.6756104154","",""
"2.1697636901","74.1061268926","3.935483498","56.3514227191","",""
"2.1877335831","74.844580551","3.9535762091","56.0543923582","",""
"2.1817656904","74.4123423484","3.9896804647","56.1446515099","",""
"2.2207588417","75.5200951903","4.0257804482","56.2709274971","",""
"2.2177140203","75.8172159942","4.0589018254","56.1360633387","",""
"2.2418782185","75.0790155761","4.0739870946","55.8210064714","",""
"2.2418419071","75.3851586775","4.0981032335","55.4879954522","",""
"2.2539485698","74.8089616646","4.1222311203","55.0559381354","",""
"2.266027465","74.4668740821","4.1463525992","54.6779060719","",""
"2.2925501983","74.1428817426","4.1848502061","54.8888360933","",""
"2.3141711003","74.5482013794","4.1764611944","54.5700364515","",""
"2.3142127516","74.1970372337","4.1968295651","55.3859407769","",""
"2.3382103444","74.8634933983","4.2088063611","55.9046555619","",""
"2.3621289064","76.1962610189","4.2305385469","55.371736635","",""
"2.3622891039","74.8456296893","4.2305748584","55.0655935336","",""
"2.3800870516","77.0337609748","4.2425405472","55.6779520907","",""
"2.3741095471","76.6825606519","4.2456590595","54.7595408752","",""
"2.3980665565","77.6911767534","4.2426943369","54.3813460143","",""
"2.392086916","77.3579848482","4.2666620261","55.2999200272","",""
"2.4124437525","78.2711346295","4.278627715","55.9122785843","",""
"2.398032381","77.979311437","4.2786640265","55.6061354829","",""
"2.4220192939","78.7358096903","4.2667004735","54.9757685081","",""
"2.4485381825","78.4442325027","4.266732513","54.7056422422","",""
"2.4762493681","78.2499080063","4.30875767","55.6243247866","",""
"2.4823005635","77.9798179176","4.3148110013","55.3362262801","",""
"2.5064092265","77.7098363604","4.3389223344","55.0437342008","",""
"2.5281307325","77.2669595222","4.3630486192","54.6251831973","",""
"2.5365979206","76.9266510752","4.3871668941","54.2741637604","",""
"2.5546906317","76.6296207142","4.4136896274","53.9501714209","",""
"2.567023707","74.1445314222","4.4262769896","54.3959557317","",""
"2.5791965847","73.0100734597","4.4382720481","54.7606985451","",""
"2.5913758703","71.8215902441","4.4653838812","54.5447603297","",""
"2.5914143177","71.497438725","4.4714329406","54.2926786587","",""
"2.6035423402","70.7411575348","4.5075564198","54.2208620509","",""
"2.6035807876","70.4170060157","4.5436756271","54.1850622785","",""
"2.603619235","70.0928544966","4.5797991063","54.1132456707","",""
"2.61570881","69.6607248255","4.6188915801","54.3836070883","",""
"2.6157472574","69.3365733064","4.6099012937","54.0594013034","",""
"2.6157857048","69.0124217873","4.6308978524","54.6538057086","",""
"2.6198497386","68.58024388","4.6459072947","54.9780476706","",""
"2.6339328831","68.2561767743","4.6579840539","54.6539685059","",""
"2.6399990303","67.8600277615","4.6640459291","54.2938363285","",""
"2.6400374777","67.5358762424","4.6791199845","54.0733236543","",""
"2.6400759251","67.2117247233","4.7000284345","55.4105752908","",""
"2.6340834688","66.9865833245","4.7000668819","55.0864237717","",""
"2.6481740892","66.5994867568","4.7001053293","54.7622722526","",""
"2.652238123","66.1673088494","4.7121884964","54.3841678347","",""
"2.6522765704","65.8431573304","4.7001758162","54.1679944676","",""
"2.6523150178","65.5190058113","4.7719411141","58.0852594495","",""
"2.664391777","65.1949266465","4.7599444536","57.7340229494","",""
"2.7004938965","65.303194216","4.7839377745","58.4364959496","",""
"2.736602424","65.3574365323","4.7959440467","58.7066945698","",""
"2.7757354812","65.2856380131","4.855853658","61.0841674817","",""
"2.8112228693","65.5019524712","4.8702086399","61.8514129022","",""
"2.7968089347","65.23173938","4.8678513864","61.4263997729","",""
"2.8208043915","65.9162039624","4.8879600947","61.0483435912","",""
"2.8389109864","65.5021188862","4.8921736462","59.355576443","",""
"2.8389494338","65.1779673671","4.891923738","61.4625613171","",""
"2.8450027652","64.8898688607","4.9018594036","58.8910171491","",""
"2.8546927945","64.3892927313","4.9222726296","59.3287447023","",""
"2.869195799","63.9085548032","5.0816072474","60.7883852336","",""
"2.8837026482","63.3954017232","5.0906776326","60.4372753537","",""
"2.8964005467","62.9092504167","5.0967309639","60.1491768472","",""
"2.9024741697","62.4500719418","5.1088119951","59.789080847","",""
"2.9175701187","62.0449729859","5.1329174542","59.5461119165","",""
"2.9176053622","61.7478340934","5.1473025533","60.0594386469","",""
"2.9296789174","61.4507675553","5.1598835075","60.559248211","",""
"2.929707753","61.2076539159","5.1569716501","59.7353450113","",""
"2.9387749342","60.8835566626","5.180894484","61.0320957964","",""
"2.9514734735","60.3920028307","5.337337002","61.5012552641","",""
"2.9635758643","59.8518226533","5.3524228052","61.1816962924","",""
"2.9804884535","59.3548916201","5.3614990643","60.7810632638","",""
"2.9931796237","58.9254668294","5.3735779595","60.4389756813","",""
"3.0020978212","59.8574567126","5.3856568546","60.0968880989","",""
"3.0164495992","60.6517147596","5.3977378857","59.7367920987","",""
"3.0140923457","60.2267016304","5.4338699088","59.5929418199","",""
"3.0166021073","59.3659137339","5.469995524","59.5031167944","",""
"3.0382159605","59.8306611491","5.5061232752","59.3952833511","",""
"3.0407325572","58.9122463159","5.5422467544","59.3234667433","",""
"3.0381134341","60.6950652","5.5806997196","59.9107726952","",""
"3.0381518815","60.3709136809","5.5723254461","59.4677149711","",""
"3.0442863796","59.3984953008","5.5663319218","59.2515777812","",""
"3.0534272518","58.4531076359","5.5932867613","60.3592582687","",""
"3.0474593591","58.0208694332","5.6022738438","60.7104766802","",""
"3.0625403563","57.7418294014","5.6168223444","59.8461594545","",""
"3.0866543593","57.4268267999","5.6264081385","60.2243941103","",""
"3.113179015","57.0866268845","5.628922172","59.3275893783","",""
"3.1469196091","56.8058981602","5.6505232095","59.9003872999","",""
"3.1620027423","56.5088497106","5.6624942383","60.4677248127","",""
"3.1921305612","56.2389043306","5.65049117","60.1705135658","",""
"3.2102200684","55.9688865962","5.6505680648","59.5222105276","",""
"3.2336505619","56.3418019342","5.6986123776","60.4409292492","",""
"3.2432261033","56.8064769951","5.7347444007","60.2970789705","",""
"3.231290318","55.9420005898","5.7684461202","60.3441034488","",""
"3.2551490729","57.7790039067","5.7828325008","60.8466251287","",""
"3.2582035061","57.4008452231","5.8068824248","61.071875059","",""
"3.2492068118","57.1306646914","5.818954912","60.7838127297","",""
"3.2609759917","59.3997976794","5.843070517","60.4553038149","",""
"3.267037867","59.039665502","5.8672000058","60.0097401849","",""
"3.2670763144","58.7155139829","5.8913262906","59.5911891815","",""
"3.2671147618","58.3913624639","5.9154301477","59.3617265642","",""
"3.2611297814","58.103191603","5.9515536269","59.2899099564","",""
"3.2669567002","59.7239853757","5.9876835141","59.1640680954","",""
"3.2787451038","61.8310426042","5.9997645452","58.8039720952","",""
"3.2907385603","62.2092917308","6.0118498482","58.4078592595","",""
"3.3087511726","62.5875770347","6.0209255734","58.0117283353","",""
"3.3291676026","62.9982919613","6.0359948228","57.831734601","",""
"3.341143117","63.5278117968","6.0600415428","58.0839971579","",""
"3.3531199129","64.0465265818","6.0961906536","57.7960795374","",""
"3.3808208458","63.9386424904","6.093222727","57.4448973031","",""
"3.3868784491","63.6145271485","6.1083144041","57.0758151826","",""
"3.4110031319","63.2094824584","6.1083507155","56.7696720813","",""
"3.4290958431","62.9124520974","6.1174339165","56.310511695","",""
"3.4532429535","62.3183190212","6.1325106418","56.0674884986","",""
"3.5049692468","62.642781664","6.1686512088","55.851604549","",""
"3.5194558043","62.3007085524","6.2047917757","55.6357205994","",""
"3.5555750116","62.2649087801","6.2313273249","55.2036777535","",""
"3.591685675","62.3011426786","6.2410071016","54.7895420293","",""
"3.6277813867","62.4634355013","6.2530795888","54.5014797","",""
"3.663885215","62.5572963366","6.2674371339","55.2471150192","",""
"3.6939835576","62.5358671212","6.2800216125","55.7172106939","",""
"3.7000411609","62.2117517793","6.2731199461","54.6996928856","",""
"3.7091211579","61.7796040196","6.2889734515","56.3655679979","",""
"3.7241968152","61.5455850321","6.289008695","56.0684291054","",""
"3.7482905265","61.401662399","6.313123766","55.744422295","",""
"3.7843926461","61.5099299685","6.3131686213","55.3662455228","",""
"3.8205054455","61.5281554493","6.3252411086","55.0781831935","",""
"3.8205417569","61.222012348","6.3492365654","55.7626477759","",""
"3.835632366","60.8619344364","6.3432547889","55.4474642885","",""
"3.8447102271","60.4477950944","6.3612342938","56.1048800671","",""
"3.8608083007","60.0517063769","6.3973321414","56.249164472","",""
"3.8748978531","59.673614018","6.433427853","56.4114572946","",""
"3.9896227935","56.6308787886","6.4695513322","56.3396406868","",""
"4.0039961448","57.2432518166","6.4936450435","56.1957180537","",""
"3.9895886181","56.9190134722","6.5080239483","56.7612691956","",""
"4.0135627152","57.7835622319","6.4936087321","56.5018611551","",""
"4.0466520528","57.9188243393","6.5200058706","57.236763778","",""
"4.061737322","57.6037674721","6.5319775402","57.7986987655","",""
"4.0738162172","57.2616798896","6.5576934474","57.5107184378","",""
"4.0858929764","56.9376007249","6.5656207341","58.3391538895","",""
"4.0979633277","56.6675468133","6.5656591815","58.0150023704","",""
"4.1100358149","56.3794844841","6.565694425","57.7178634779","",""
"4.1221104381","56.0734137371","6.5655822867","58.6633054086","",""
"4.1341850614","55.7673429901","6.5777968158","57.1776833005","",""
"4.1662829542","55.8035527705","6.589872507","56.8626083446","",""
"4.1942997255","56.4160078001","6.5897998841","57.4748945473","",""
"4.2093198476","56.6502076735","6.6259767625","56.9528674963","",""
"4.2424220011","56.6774192746","6.662081018","57.0431266481","",""
"4.2424615165","56.3442635466","6.6981959534","57.0433437112","",""
"4.2544026417","57.1637189076","6.6982344008","56.7191921921","",""
"4.268710846","58.3253486763","6.7133111261","56.4761689957","",""
"4.2663544468","57.8931321799","6.7366903563","57.2812863592","",""
"4.2663886223","57.6049974963","6.7283109565","56.8814488375","",""
"4.2813030141","58.7306140472","6.7486620259","57.8432213466","",""
"4.266476197","56.8666523695","6.7343621519","56.6113587488","",""
"4.3144275952","58.5687372622","6.7727783785","57.5084094856","",""
"4.340945843","58.2825625999","6.7823744252","57.8002037363","",""
"4.3746736213","58.109884382","6.8004703403","57.4761607488","",""
"4.4107917606","58.0830888185","6.8184797487","57.8814586792","",""
"4.4108205961","57.8399751792","6.8425147209","58.2327675336","",""
"4.4227339538","58.8935399706","6.8665464892","58.6110890146","",""
"4.425794795","58.4613560337","6.8905814614","58.962397869","",""
"4.4466898952","59.9111602809","6.9146164336","59.3137067235","",""
"4.4828176464","59.8033268377","6.9410699616","59.5731871183","",""
"4.5213436616","59.7747449033","6.9627953123","59.0978951282","",""
"4.5550047977","60.1639293184","6.9628337597","58.7737436091","",""
"4.5886774681","60.4558682778","6.9627184175","59.7461981664","",""
