Strain,Accession,Date,Region,Country,Division,Authors,Journal,Title,Url,Num Date,Raw Date,Dtiter,Location,Dtiter Sanofi,Ctiter,Labels
DENV3/FRENCH_POLYNESIA/3050/1990,Ay744679,1990-01-01,South Pacific,French Polynesia,French Polynesia,Cassar Et Al.,unknown,unknown,unknown,1990.68,1990-xx-xx,0.00,French Polynesia,0.00,0.00,Aa: Ns1: K11q; Ns5: V275i I399m T831s;
DENV3/NEW_CALEDONIA/1573/1989,Eu182246,1989-01-01,Oceania,New Caledonia,New Caledonia,Cao-lormeau Et Al.,unknown,unknown,unknown,1989.04,1989-xx-xx,0.00,New Caledonia,0.00,0.00,unknown
DENV3/FRENCH_POLYNESIA/AUST35523/1989,Eu182239,1989-01-01,South Pacific,French Polynesia,French Polynesia,Cao-lormeau Et Al.,unknown,unknown,unknown,1989.04,1989-xx-xx,0.00,Tubuai,0.00,0.00,unknown
DENV3/NEW_CALEDONIA/060283/1989,Jq920481,1989-02-06,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,1989.10,1989-02-06,0.00,New Caledonia,0.00,0.00,unknown
DENV3/NEW_CALEDONIA/150514/1989,Jq650060,1989-02-15,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,1989.12,1989-02-15,0.00,New Caledonia,0.00,0.00,unknown
DENV3/NEW_CALEDONIA/2404147/1989,Jq650061,1989-05-24,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,1989.39,1989-05-24,0.00,New Caledonia,0.00,0.00,unknown
DENV3/FRENCH_POLYNESIA/11010122/1989,Jq650047,1989-04-11,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,1989.27,1989-04-11,0.00,Bora Bora,0.00,0.00,unknown
DENV3/FRENCH_POLYNESIA/27643/1989,Ay744677,1989-01-01,South Pacific,French Polynesia,French Polynesia,Cassar Et Al.,unknown,unknown,unknown,1989.84,1989-xx-xx,0.00,French Polynesia,0.00,0.00,Aa: Ns5: K16r;
DENV3/FRENCH_POLYNESIA/3056/1990,Ay744680,1990-01-01,South Pacific,French Polynesia,French Polynesia,Cassar Et Al.,unknown,unknown,unknown,1990.04,1990-xx-xx,0.00,French Polynesia,0.00,0.00,unknown
DENV3/FRENCH_POLYNESIA/6056/1990,Ay744681,1990-01-01,South Pacific,French Polynesia,French Polynesia,Cassar Et Al.,unknown,unknown,unknown,1991.00,1990-xx-xx,0.00,French Polynesia,0.00,0.00,Aa: E: K64r N153s;
DENV3/FIJI/29472/1992,L11422,1992-01-01,South Pacific,Fiji,Fiji,Gubler Et Al.,unknown,unknown,unknown,1992.00,1992-xx-xx,0.00,Fiji,0.00,0.00,Aa: E: K432e;
DENV3/AMERICAN_SAMOA/BIDV2973/1995,Fj898456,1995-01-01,South Pacific,American Samoa,American Samoa,Alvarado Et Al.,unknown,unknown,unknown,1995.93,1995-xx-xx,0.00,American Samoa,0.00,0.00,unknown
DENV3/AMERICAN_SAMOA/SADB036/1995,Jf804049,1995-01-01,South Pacific,American Samoa,American Samoa,Colon Et Al.,unknown,unknown,unknown,1995.93,1995-xx-xx,0.00,American Samoa,0.00,0.00,unknown
DENV3/COOK_ISLANDS/BIDV2972/1991,Fj898455,1991-01-01,South Pacific,Cook Islands,Cook Islands,Alvarado Et Al.,unknown,unknown,unknown,1991.26,1991-xx-xx,0.00,Cook Islands,0.00,0.00,unknown
DENV3/COOK_ISLANDS/DB030/1991,Jf804043,1991-01-01,South Pacific,Cook Islands,Cook Islands,Colon Et Al.,unknown,unknown,unknown,1991.26,1991-xx-xx,0.00,Cook Islands,0.00,0.00,unknown
DENV3/FRENCH_POLYNESIA/24020510/1990,Jq650048,1990-07-24,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,1990.56,1990-07-24,0.00,Tahiti,0.00,0.00,unknown
DENV3/FRENCH_POLYNESIA/3228/1992,Jq650051,1992-11-17,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,1992.88,1992-11-17,0.00,French Polynesia,0.00,0.00,Aa: E: Q88k;
DENV3/FRENCH_POLYNESIA/320219/1989,Ay744678,1989-01-01,South Pacific,French Polynesia,French Polynesia,Cassar Et Al.,unknown,unknown,unknown,1990.00,1989-xx-xx,0.00,Tahiti,0.00,0.00,Aa: Ns5: N676s;
DENV3/FRENCH_POLYNESIA/2956/1992,Ay744682,1992-01-01,South Pacific,French Polynesia,French Polynesia,Cassar Et Al.,unknown,unknown,unknown,1992.34,1992-xx-xx,0.00,French Polynesia,0.00,0.00,Aa: E: I140t; Ns2a: A34s; Ns1: M174v; Ns5: H637y;
DENV3/FRENCH_POLYNESIA/1804956/1991,Jq650049,1991-02-18,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,1991.13,1991-02-18,0.00,Tahiti,0.00,0.00,unknown
DENV3/FRENCH_POLYNESIA/4190/1992,Ay744684,1992-01-01,South Pacific,French Polynesia,French Polynesia,Cassar Et Al.,unknown,unknown,unknown,1992.62,1992-xx-xx,0.00,French Polynesia,0.00,0.00,Aa: Ns2a: F159s;
DENV3/FRENCH_POLYNESIA/09022130/1991,Jq920476,1991-08-09,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,1991.60,1991-08-09,0.00,Tahiti,0.00,0.00,Aa: Ns4b: P19s; Ns1: S145n;
DENV3/FRENCH_POLYNESIA/11022349/1993,Jq650053,1993-08-11,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,1993.61,1993-08-11,0.00,Tahiti,0.00,0.00,unknown
DENV3/FRENCH_POLYNESIA/200110185/1993,Jq920477,1993-04-20,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,1993.30,1993-04-20,0.00,French Polynesia,0.00,0.00,Aa: Ns3: F314s;
DENV3/FRENCH_POLYNESIA/0303429/1994,Jq650054,1994-02-03,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,1994.09,1994-02-03,0.00,French Polynesia,0.00,0.00,unknown
DENV3/FRENCH_POLYNESIA/040124111/1994,Jq650055,1994-05-04,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,1994.34,1994-05-04,0.00,French Polynesia,0.00,0.00,unknown
DENV3/FRENCH_POLYNESIA/010331/1995,Jq650056,1995-02-01,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,1995.08,1995-02-01,0.00,Tahiti,0.00,0.00,unknown
DENV3/FRENCH_POLYNESIA/136116/1994,Ay744685,1994-01-01,South Pacific,French Polynesia,French Polynesia,Cassar Et Al.,unknown,unknown,unknown,1994.51,1994-xx-xx,0.00,Raiatea,0.00,0.00,Aa: E: T155m T471a;
DENV3/FRENCH_POLYNESIA/ISLV61132/1996,Eu182243,1996-01-01,South Pacific,French Polynesia,French Polynesia,Cao-lormeau Et Al.,unknown,unknown,unknown,1996.00,1996-xx-xx,0.00,Bora Bora,0.00,0.00,unknown
DENV3/FRENCH_POLYNESIA/19020064/1995,Jq920478,1995-07-19,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,1995.54,1995-07-19,0.00,Tahiti,0.00,0.00,unknown
DENV3/FRENCH_POLYNESIA/15046183/1996,Jq920479,1996-02-15,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,1996.12,1996-02-15,0.00,Tahiti,0.00,0.00,Aa: Ns5: C91s;
DENV3/FRENCH_POLYNESIA/04024881/1996,Jq920480,1996-09-04,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,1996.68,1996-09-04,0.00,Tahiti,0.00,0.00,unknown
DENV3/FRENCH_POLYNESIA/IDV24881/1996,Eu182241,1996-01-01,South Pacific,French Polynesia,French Polynesia,Cao-lormeau Et Al.,unknown,unknown,unknown,1996.68,1996-xx-xx,0.00,Tahiti,0.00,0.00,unknown
DENV3/NEW_CALEDONIA/1703750/1995,Jq920483,1995-08-17,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,1995.62,1995-08-17,0.00,New Caledonia,0.00,0.00,Aa: E: D87n; Ns5: K641r;
DENV3/NEW_CALEDONIA/240418/1995,Jq920482,1995-02-24,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,1995.15,1995-02-24,0.00,New Caledonia,0.00,0.00,unknown
DENV3/NEW_CALEDONIA/4026/1995,Jq650067,1995-11-20,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,1995.88,1995-11-20,0.00,New Caledonia,0.00,0.00,unknown
DENV3/NEW_CALEDONIA/4197/1995,Jq920484,1995-12-27,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,1995.99,1995-12-27,0.00,New Caledonia,0.00,0.00,Aa: Ns1: V93a; Ns3: H60y;
DENV3/NEW_CALEDONIA/4631/1996,Jq920485,1996-10-21,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,1996.80,1996-10-21,0.00,New Caledonia,0.00,0.00,Aa: E: V68i; Ns1: Y175h; Ns3: T176i; Ns5: D274n S895p;
DENV3/NEW_CALEDONIA/0204306/1996,Jq650071,1996-07-02,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,1996.50,1996-07-02,0.00,New Caledonia,0.00,0.00,unknown
DENV3/NEW_CALEDONIA/4690/1996,Jq920486,1996-11-18,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,1996.88,1996-11-18,0.00,New Caledonia,0.00,0.00,unknown
DENV3/NEW_CALEDONIA/230409/1995,Jq650062,1995-02-23,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,1995.15,1995-02-23,0.00,New Caledonia,0.00,0.00,unknown
DENV3/NEW_CALEDONIA/2804282/1996,Jq650070,1996-06-28,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,1996.49,1996-06-28,0.00,New Caledonia,0.00,0.00,unknown
DENV3/NEW_CALEDONIA/1403742/1995,Jq650064,1995-08-14,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,1995.62,1995-08-14,0.00,New Caledonia,0.00,0.00,unknown
DENV3/NEW_CALEDONIA/4006/1995,Jq650066,1995-11-13,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,1995.87,1995-11-13,0.00,New Caledonia,0.00,0.00,unknown
DENV3/NEW_CALEDONIA/4186/1995,Jq650068,1995-12-26,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,1995.98,1995-12-26,0.00,New Caledonia,0.00,0.00,unknown
DENV3/NEW_CALEDONIA/0804492/1996,Jq650072,1996-08-08,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,1996.60,1996-08-08,0.00,New Caledonia,0.00,0.00,unknown
DENV3/MALAYSIA/NA/1974,L11429,1974-01-01,Southeast Asia,Malaysia,Malaysia,Gubler Et Al.,unknown,unknown,unknown,1975.00,1974-xx-xx,0.00,Malaysia,0.00,0.00,Aa: E: N364s;
DENV3/INDONESIA/NA/1978,L11426,1978-01-01,Southeast Asia,Indonesia,Indonesia,Gubler Et Al.,unknown,unknown,unknown,1978.00,1978-xx-xx,0.00,Indonesia,0.00,0.00,unknown
DENV3/TAIWAN/813KH9408A/1994,Dq518667,1994-01-01,China,Taiwan,Taiwan,Chang Et Al.,unknown,unknown,unknown,1995.00,1994-xx-xx,0.00,Taiwan,0.00,0.00,Aa: E: V355m;
DENV3/TAIWAN/466/1995,Dq675519,1995-01-01,China,Taiwan,Taiwan,Chang Et Al.,unknown,unknown,unknown,1996.00,1995-xx-xx,0.00,Taiwan,0.00,0.00,Aa: E: K332r;
DENV3/PHILIPPINES/IL9609ATW/1996,Dq518668,1996-01-01,Southeast Asia,Philippines,Philippines,Chang Et Al.,unknown,unknown,unknown,1996.00,1996-xx-xx,0.00,Philippines,0.00,0.00,unknown
DENV3/AUSTRALIA/TOWNSVILLE/2006,Jn575577,2006-01-01,Oceania,Australia,Australia,Northill Et Al.,unknown,unknown,unknown,2006.00,2006-xx-xx,0.00,Australia,0.00,0.00,unknown
DENV3/TAIWAN/812KH0508A/2005,Dq518672,2005-01-01,China,Taiwan,Taiwan,Chang Et Al.,unknown,unknown,unknown,2006.00,2005-xx-xx,0.00,Taiwan,0.00,0.00,Aa: E: Q341h;
DENV3/CHINA/FJ079/2010,Ku570090,2010-01-01,China,China,China,Chen Et Al.,unknown,unknown,unknown,2010.00,2010-xx-xx,0.00,China,0.00,0.00,Aa: E: T462i;
DENV3/SINGAPORE/30854/2014,Kx224277,2014-01-01,Southeast Asia,Singapore,Singapore,Chong Et Al.,unknown,unknown,unknown,2014.00,2014-xx-xx,0.00,Singapore,0.00,0.00,unknown
DENV3/TAIWAN/812KH0908A/2009,Jq403525,2009-01-01,China,Taiwan,Taiwan,Chang Et Al.,unknown,unknown,unknown,2010.00,2009-xx-xx,0.00,Taiwan,0.00,0.00,unknown
DENV3/TAIWAN/INDO9909A/1999,Dq518675,1999-01-01,China,Taiwan,Taiwan,Chang Et Al.,unknown,unknown,unknown,1999.00,1999-xx-xx,0.00,Taiwan,0.00,0.00,Aa: E: V363i;
DENV3/INDONESIA/JKTA15/1988,Ab600925,1988-01-01,Southeast Asia,Indonesia,Indonesia,Konishi Et Al.,unknown,unknown,unknown,1988.00,1988-xx-xx,0.00,Indonesia,0.00,0.00,unknown
DENV3/INDONESIA/INDO9108ATW/1991,Dq518674,1991-01-01,Southeast Asia,Indonesia,Indonesia,Chang Et Al.,unknown,unknown,unknown,1991.00,1991-xx-xx,0.00,Indonesia,0.00,0.00,Aa: E: I452v;
DENV3/INDONESIA/NA/1985,L11428,1985-01-01,Southeast Asia,Indonesia,Indonesia,Gubler Et Al.,unknown,unknown,unknown,1986.00,1985-xx-xx,0.00,Indonesia,0.00,0.00,Aa: E: I380t;
DENV3/INDONESIA/902890/1998,Ab189128,1998-01-01,Southeast Asia,Indonesia,Sumatra,Corwin Et Al.,unknown,unknown,unknown,1998.00,1998-xx-xx,0.00,Sumatra,0.00,0.00,Aa: C: M108i; Ns4b: T25i V175i; M: Y143f; Ns2b: D58n; Ns1: M2t M109t D157e; Ns3: E20d; Ns5: T649a L853h;
DENV3/MALAYSIA/21531/1999,Fn429900,1999-01-01,Southeast Asia,Malaysia,Malaysia,Aw Et Al.,unknown,unknown,unknown,2000.00,1999-xx-xx,0.00,Kuala Lumpur,0.00,0.00,Aa: C: N90s; Ns2a: S2n; Ns4a: M94l; Ns1: A72t; Ns5: T188a; 2k: I20t;
DENV3/INDONESIA/JKTA68/1988,Ab600932,1988-01-01,Southeast Asia,Indonesia,Indonesia,Konishi Et Al.,unknown,unknown,unknown,1989.00,1988-xx-xx,0.00,Indonesia,0.00,0.00,unknown
DENV3/MALAYSIA/12440/1997,Fn429899,1997-01-01,Southeast Asia,Malaysia,Malaysia,Aw Et Al.,unknown,unknown,unknown,1998.00,1997-xx-xx,0.00,Kuala Lumpur,0.00,0.00,Aa: E: I140t; Ns2a: P202s; Ns1: M174t; Ns3: K73r; Ns5: T644a;
DENV3/INDONESIA/MKS0396/2008,Kc762687,2008-02-15,Southeast Asia,Indonesia,Makassar,Bifani Et Al.,unknown,unknown,unknown,2008.12,2008-02-15,0.00,Makassar,0.00,0.00,Aa: E: T357v; Ns2a: L178f; Ns4a: R20k N23s; Ns3: I115t; Ns5: R422k K749r;
DENV3/INDONESIA/MKS2065/2008,Kc762689,2008-02-15,Southeast Asia,Indonesia,Makassar,Bifani Et Al.,unknown,unknown,unknown,2008.12,2008-02-15,0.00,Makassar,0.00,0.00,Aa: C: L109i; Ns4b: M87v; Ns4a: H19y; Ns1: N290s; Ns3: I98v E178d; Ns5: I50t;
DENV3/INDONESIA/MKS0076/2007,Kc762682,2007-07-26,Southeast Asia,Indonesia,Makassar,Bifani Et Al.,unknown,unknown,unknown,2007.56,2007-07-26,0.00,Makassar,0.00,0.00,unknown
DENV3/INDONESIA/MKS0079/2007,Kc762683,2007-07-26,Southeast Asia,Indonesia,Makassar,Bifani Et Al.,unknown,unknown,unknown,2007.56,2007-07-26,0.00,Makassar,0.00,0.00,unknown
DENV3/INDONESIA/MKS0057/2007,Kc762681,2007-06-22,Southeast Asia,Indonesia,Makassar,Bifani Et Al.,unknown,unknown,unknown,2007.47,2007-06-22,0.00,Makassar,0.00,0.00,unknown
DENV3/INDONESIA/MKS2006/2008,Kc762688,2008-04-30,Southeast Asia,Indonesia,Makassar,Bifani Et Al.,unknown,unknown,unknown,2008.33,2008-04-30,0.00,Makassar,0.00,0.00,Aa: Ns2a: I158l; Ns4a: L48f; Ns5: R47k M824i;
DENV3/INDONESIA/MKS0172/2007,Kc762686,2007-07-02,Southeast Asia,Indonesia,Makassar,Bifani Et Al.,unknown,unknown,unknown,2007.50,2007-07-02,0.00,Makassar,0.00,0.00,Aa: E: V363i; Ns1: A45t Y256h;
DENV3/INDONESIA/MKS3000/2008,Kc762690,2008-08-26,Southeast Asia,Indonesia,Makassar,Bifani Et Al.,unknown,unknown,unknown,2008.65,2008-08-26,0.00,Makassar,0.00,0.00,unknown
DENV3/INDONESIA/MKS0388/2008,Kc762685,2008-02-15,Southeast Asia,Indonesia,Makassar,Bifani Et Al.,unknown,unknown,unknown,2008.12,2008-02-15,0.00,Makassar,0.00,0.00,Aa: E: A117t;
DENV3/PAPUA_NEW_GUINEA/B/2010,Jn575573,2010-01-01,Oceania,Papua New Guinea,Papua New Guinea,Northill Et Al.,unknown,unknown,unknown,2010.00,2010-xx-xx,0.00,Papua New Guinea,0.00,0.00,Aa: E: A298v;
DENV3/AUSTRALIA/TOWNSVILLE/2009,Jn575579,2009-01-01,Oceania,Australia,Australia,Northill Et Al.,unknown,unknown,unknown,2010.00,2009-xx-xx,0.00,Australia,0.00,0.00,unknown
DENV3/PAPUA_NEW_GUINEA/A/2010,Jn575572,2010-01-01,Oceania,Papua New Guinea,Papua New Guinea,Northill Et Al.,unknown,unknown,unknown,2010.00,2010-xx-xx,0.00,Papua New Guinea,0.00,0.00,Aa: E: D190n;
DENV3/PAPUA_NEW_GUINEA/NA/2008,Jn575571,2008-01-01,Oceania,Papua New Guinea,Papua New Guinea,Northill Et Al.,unknown,unknown,unknown,2009.00,2008-xx-xx,0.00,Papua New Guinea,0.00,0.00,Aa: E: P362l;
DENV3/FIJI/FIDB184/2014,Km279404,2014-01-01,South Pacific,Fiji,Fiji,Munoz-jordan Et Al.,unknown,unknown,unknown,2014.00,2014-xx-xx,0.00,Fiji,0.00,0.00,unknown
DENV3/FIJI/FIDB176/2014,Km279400,2014-01-01,South Pacific,Fiji,Fiji,Munoz-jordan Et Al.,unknown,unknown,unknown,2014.04,2014-xx-xx,0.00,Fiji,0.00,0.00,unknown
DENV3/FIJI/FIDB187/2014,Km279407,2014-01-01,South Pacific,Fiji,Fiji,Munoz-jordan Et Al.,unknown,unknown,unknown,2014.00,2014-xx-xx,0.00,Fiji,0.00,0.00,unknown
DENV3/SOLOMON_ISLANDS/SAL3DM/2013,Ku053467,2013-02-26,Oceania,Solomon Islands,Solomon Islands,Aaskov Et Al.,unknown,unknown,unknown,2013.15,2013-02-26,0.00,Solomon Islands,0.00,0.00,unknown
DENV3/SOLOMON_ISLANDS/SAL1FM/2013,Ku053466,2013-02-25,Oceania,Solomon Islands,Solomon Islands,Aaskov Et Al.,unknown,unknown,unknown,2013.15,2013-02-25,0.00,Solomon Islands,0.00,0.00,unknown
DENV3/MALAYSIA/22460/2000,Fn429902,2000-01-01,Southeast Asia,Malaysia,Malaysia,Aw Et Al.,unknown,unknown,unknown,2001.00,2000-xx-xx,0.00,Kuala Lumpur,0.00,0.00,Aa: M: N81t; Ns2b: D58e; Ns4a: A68v; Ns5: K466r D632e;
DENV3/INDONESIA/N056/2010,Km216738,2010-09-21,Southeast Asia,Indonesia,Bali,Chidlow Et Al.,unknown,unknown,unknown,2010.72,2010-09-21,0.00,Bali,0.00,0.00,unknown
DENV3/CHINA/FJ022/2007,Ku570088,2007-01-01,China,China,China,Chen Et Al.,unknown,unknown,unknown,2007.00,2007-xx-xx,0.00,China,0.00,0.00,Aa: E: A160v S184p;
DENV3/SINGAPORE/29008/2014,Kx224276,2014-01-01,Southeast Asia,Singapore,Singapore,Chong Et Al.,unknown,unknown,unknown,2014.00,2014-xx-xx,0.00,Singapore,0.00,0.00,Aa: E: A344t;
DENV3/SINGAPORE/18815/2009,Jn380808,2009-01-01,Southeast Asia,Singapore,Singapore,Chua Et Al.,unknown,unknown,unknown,2010.00,2009-xx-xx,0.00,Singapore,0.00,0.00,unknown
DENV3/INDONESIA/WGY020/2015,Ky006145,2015-01-01,Southeast Asia,Indonesia,Indonesia,Budiyasa Et Al.,unknown,unknown,unknown,2015.00,2015-xx-xx,0.00,Indonesia,0.00,0.00,unknown
DENV3/SINGAPORE/23167/2015,Ky921906,2015-06-01,Southeast Asia,Singapore,Singapore,Hapuarachchi Et Al.,unknown,unknown,unknown,2015.41,2015-06-xx,0.00,Singapore,0.00,0.00,Aa: E: A222t;
DENV3/INDONESIA/MKSIF058/2008,Kc762691,2008-04-10,Southeast Asia,Indonesia,Makassar,Bifani Et Al.,unknown,unknown,unknown,2008.27,2008-04-10,0.00,Makassar,0.00,0.00,Aa: E: N201d A298t; Ns1: K40r I93t T293a; Ns3: V462i;
DENV3/CHINA/40/2014,Kp191531,2014-09-01,China,China,China,Li Et Al.,unknown,unknown,unknown,2014.67,2014-09-xx,0.00,China,0.00,0.00,Aa: E: R73k T237i H345y; Ns1: I46x A47x G48x A49x W50x E51x N52x G53x V54x C55x G56x I57x R58x S59x T60x T61x R62x M63x E64x N65x L66x L67x W68x K69x Q70x I71x A72x N73x E74x L75x N76x Y77x I78x L79x W80x E81x N82x N83x I84x K85x L86x T87x V88x V89x V90x G91x D92x I93x I94x G95x V96x L97x E98x Q99x G100x K101x R102x T103x L104x T105x P106x Q107x P108x M109x E110x L111x K112x Y113x S114x W115x K116x T117x W118x G119x K120x A121x K122x I123x V124x T125x A126x E127x T128x Q129x N130x S131x S132x F133x I134x I135x D136x G137x P138x N139x T140x P141x E142x C143x P144x N145x A146x S147x R148x A149x W150x N151x V152x W153x E154x V155x E156x D157x Y158x G159x F160x G161x V162x F163x T164x T165x N166x I167x W168x L169x K170x L171x R172x E173x M174x Y175x T176x Q177x L178x C179x D180x H181x R182x L183x M184x S185x A186x A187x V188x K189x D190x E191x R192x A193x V194x H195x A196x D197x M198x G199x Y200x W201x I202x E203x S204x Q205x K206x N207x G208x S209x W210x K211x L212x E213x K214x A215x S216x L217x I218x E219x V220x K221x T222x C223x T224x W225x P226x K227x S228x H229x T230x L231x W232x S233x N234x G235x V236x L237x E238x S239x D240x M241x I242x I243x P244x K245x S246x L247x A248x G249x P250x I251x S252x Q253x H254x N255x Y256x R257x P258x G259x Y260x H261x T262x Q263x T264x;
DENV3/AUSTRALIA/CAIRNS/2008,Jn406515,2008-01-01,Oceania,Australia,Australia,Bennett Et Al.,unknown,unknown,unknown,2009.00,2008-xx-xx,0.00,Australia,0.00,0.00,Aa: C: R97k; E: G340e; Ns2a: I120v; Ns3: I191m; Ns5: T828a;
