"MSFT","IBM","SBUX","AAPL","GSPC","Date"
23.019601,78.709841,14.19338,11.959782,1472.5,"2007-04-18"
23.092041,78.2864,14.101751,11.942583,1470.72998,"2007-04-19"
23.357652,78.52718,14.504919,12.035192,1484.349976,"2007-04-20"
23.16448,79.050249,14.463686,12.37123,1480.930054,"2007-04-23"
23.172529,81.773542,14.358313,12.335509,1480.410034,"2007-04-24"
23.333505,84.239453,14.587386,12.614659,1495.420044,"2007-04-25"
23.422042,83.774502,14.578223,13.076381,1494.25,"2007-04-26"
24.243021,83.998673,14.431616,13.219263,1494.069946,"2007-04-27"
24.098142,84.862157,14.211706,13.203387,1482.369995,"2007-04-30"
24.468387,85.659218,14.207124,13.159729,1486.300049,"2007-05-01"
24.637413,84.870462,14.317079,13.281444,1495.920044,"2007-05-02"
24.927169,85.352021,14.486594,13.282767,1502.390015,"2007-05-03"
24.597168,85.484862,14.065099,13.337008,1505.619995,"2007-05-04"
24.7179,85.65092,13.904748,13.748457,1509.47998,"2007-05-07"
24.750096,86.092674,13.826863,13.899277,1507.719971,"2007-05-08"
24.774243,87.001191,13.762723,14.140061,1512.579956,"2007-05-09"
24.613266,87.251245,13.533649,14.200918,1491.469971,"2007-05-10"
24.862778,88.334803,13.565719,14.386135,1505.849976,"2007-05-11"
24.927169,87.993063,13.240435,14.468161,1503.150024,"2007-05-14"
24.951394,87.376272,13.00678,14.224731,1501.189941,"2007-05-15"
25.088667,88.243117,12.919733,14.200918,1514.140015,"2007-05-16"
25.015993,87.77635,13.043432,14.478745,1512.75,"2007-05-17"
24.89487,90.010143,13.263343,14.555478,1522.75,"2007-05-18"
25.072517,89.218316,13.414531,14.814783,1525.099976,"2007-05-21"
24.781823,88.934921,13.290831,15.021168,1524.119995,"2007-05-22"
24.692998,88.0014,13.235853,14.935173,1522.280029,"2007-05-23"
24.361928,86.642784,12.970128,14.644117,1507.51001,"2007-05-24"
24.612249,87.667997,13.107573,15.031752,1515.72998,"2007-05-25"
24.862572,88.276458,13.089247,15.12833,1518.109985,"2007-05-29"
25.120968,89.12663,13.148806,15.713089,1530.22998,"2007-05-30"
24.781823,88.851572,13.199202,16.033251,1530.619995,"2007-05-31"
24.701073,88.801564,13.345808,15.664139,1536.339966,"2007-06-01"
24.806046,88.543179,13.208365,16.051773,1539.180054,"2007-06-04"
24.692998,88.218107,13.09841,16.229054,1530.949951,"2007-06-05"
24.458827,85.359193,12.896825,16.357383,1517.380005,"2007-06-06"
23.91781,84.850754,12.571541,16.414271,1490.719971,"2007-06-07"
24.265029,85.909302,12.676915,16.469837,1507.670044,"2007-06-08"
24.240805,86.034329,12.617356,15.900953,1509.119995,"2007-06-11"
24.103532,85.300841,12.708985,15.92609,1493,"2007-06-12"
24.539575,85.95098,12.72273,15.545071,1515.670044,"2007-06-13"
24.644549,86.559435,12.649426,15.710443,1522.969971,"2007-06-14"
24.620324,87.592978,12.72273,15.941965,1532.910034,"2007-06-15"
24.636474,87.793024,12.672333,16.549216,1531.050049,"2007-06-18"
24.596099,88.768223,12.640263,16.360029,1533.699951,"2007-06-19"
24.23273,88.35147,12.516563,16.08088,1512.839966,"2007-06-20"
24.402302,88.851572,12.030928,16.391781,1522.189941,"2007-06-21"
23.812836,87.051206,11.701063,16.272712,1502.560059,"2007-06-22"
23.812836,87.601315,11.75604,16.185394,1497.73999,"2007-06-25"
23.837061,87.793024,11.806437,15.829512,1492.890015,"2007-06-26"
24.119682,87.876373,11.971369,16.12586,1506.339966,"2007-06-27"
24.087382,88.309793,12.117976,15.949903,1505.709961,"2007-06-28"
23.796686,87.726342,12.021765,16.145706,1503.349976,"2007-06-29"
24.014708,87.526303,11.934717,16.042512,1519.430054,"2007-07-02"
24.240805,88.834905,12.076743,16.824396,1524.869995,"2007-07-03"
24.21658,90.060157,12.06758,17.562621,1525.400024,"2007-07-05"
24.20043,90.876988,12.16379,17.503087,1530.439941,"2007-07-06"
24.119682,90.82698,12.06758,17.24246,1531.849976,"2007-07-09"
23.683638,90.543585,11.962206,17.509702,1510.119995,"2007-07-10"
23.812836,90.935333,11.907229,17.514994,1518.76001,"2007-07-11"
24.281179,91.085364,11.893484,17.737256,1547.699951,"2007-07-12"
24.079307,90.518581,11.94388,18.221468,1552.5,"2007-07-13"
24.24888,91.4021,11.948462,18.270418,1549.52002,"2007-07-16"
24.854497,92.327284,11.852251,18.377581,1549.369995,"2007-07-17"
24.967545,92.585675,12.140883,18.273064,1546.170044,"2007-07-18"
25.443963,96.569825,12.69524,18.521786,1553.079956,"2007-07-19"
25.161342,95.694643,12.69066,19.017906,1534.099976,"2007-07-20"
25.185567,97.003244,12.905988,19.011291,1541.569946,"2007-07-23"
24.870645,96.828209,12.960966,17.845741,1511.040039,"2007-07-24"
24.797971,98.436873,12.809777,18.159288,1518.089966,"2007-07-25"
24.208505,97.128271,12.56696,19.315577,1482.660034,"2007-07-26"
23.732087,96.369785,12.337887,19.031134,1458.949951,"2007-07-27"
23.740162,95.452925,12.360794,18.710973,1473.910034,"2007-07-30"
23.409091,92.227267,12.22335,17.431646,1455.27002,"2007-07-31"
23.659412,93.385838,12.461586,17.860294,1465.810059,"2007-08-01"
23.837061,94.37771,12.333305,18.057418,1472.199951,"2007-08-02"
23.384866,93.260811,12.053835,17.443553,1433.060059,"2007-08-03"
23.853211,94.92782,12.31956,17.893368,1467.670044,"2007-08-06"
23.861285,94.627758,12.424935,17.864263,1476.709961,"2007-08-07"
24.224655,94.502297,12.699822,17.729317,1497.48999,"2007-08-08"
23.659412,92.620281,12.85101,16.721203,1453.089966,"2007-08-09"
23.182994,94.2179,12.846429,16.537309,1453.640015,"2007-08-10"
23.118395,94.276451,12.741055,16.906422,1452.920044,"2007-08-13"
22.907714,93.724397,12.438678,16.408979,1426.540039,"2007-08-14"
22.769959,93.038507,12.172953,15.862586,1406.699951,"2007-08-15"
22.534966,91.75037,12.19128,15.485535,1411.27002,"2007-08-16"
22.891507,92.762476,12.232513,16.148352,1445.939941,"2007-08-17"
22.89961,91.357237,12.328723,16.169518,1445.550049,"2007-08-20"
22.745649,91.206676,12.530308,16.877315,1447.119995,"2007-08-21"
22.867197,92.009668,12.617356,17.53087,1464.069946,"2007-08-22"
22.932022,93.222521,12.608193,17.34036,1462.5,"2007-08-23"
23.345285,94.71977,12.640263,17.899983,1479.369995,"2007-08-24"
23.085983,94.887064,12.539471,17.496472,1466.790039,"2007-08-27"
22.632205,93.682571,12.314979,16.778093,1432.359985,"2007-08-28"
23.167015,95.832252,12.589867,17.738579,1463.76001,"2007-08-29"
23.053571,96.501415,12.530308,18.025666,1457.640015,"2007-08-30"
23.28046,97.605531,12.621937,18.320693,1473.98999,"2007-08-31"
23.345285,98.860208,12.699822,19.072148,1489.420044,"2007-09-04"
23.07788,98.600904,12.571541,18.093139,1472.290039,"2007-09-05"
23.426317,98.383431,12.635682,17.861617,1478.550049,"2007-09-06"
23.045468,96.651977,12.44326,17.432969,1453.550049,"2007-09-07"
23.07788,96.86109,12.388283,18.086524,1451.699951,"2007-09-10"
23.442524,98.157586,12.521145,17.92512,1471.48999,"2007-09-11"
23.442524,97.028378,12.521145,18.105045,1471.560059,"2007-09-12"
23.628897,96.986552,12.589867,18.15135,1483.949951,"2007-09-13"
23.531659,96.300662,12.66317,18.36435,1484.25,"2007-09-14"
23.28046,95.790426,12.5074,18.311432,1476.650024,"2007-09-17"
23.442524,97.55534,12.750218,18.6435,1519.780029,"2007-09-18"
23.231841,97.588799,12.727311,18.623656,1529.030029,"2007-09-19"
23.029261,97.747726,12.594448,18.562797,1518.75,"2007-09-20"
23.215634,97.680809,12.585285,19.070825,1525.75,"2007-09-21"
23.564071,97.23749,12.438678,19.617217,1517.72998,"2007-09-24"
23.953024,97.45497,12.41119,20.265479,1517.209961,"2007-09-25"
23.904405,98.115767,12.686078,20.211237,1525.420044,"2007-09-26"
23.896302,98.458709,12.356212,20.440113,1531.380005,"2007-09-27"
23.871992,98.533993,12.00344,20.303846,1526.75,"2007-09-28"
24.123192,99.562825,12.058417,20.683543,1547.040039,"2007-10-01"
24.06647,99.002404,12.186698,20.962692,1546.630005,"2007-10-02"
23.86389,97.362959,12.15921,20.892574,1539.589966,"2007-10-03"
24.074572,96.76908,12.150047,20.670313,1542.839966,"2007-10-04"
24.179914,97.279316,12.296653,21.359588,1557.589966,"2007-10-05"
24.179914,98.508894,12.214187,22.214236,1552.579956,"2007-10-08"
24.390597,98.952219,12.264583,22.207621,1565.150024,"2007-10-09"
24.495938,99.219883,12.16379,22.066062,1562.469971,"2007-10-10"
24.236636,98.743106,12.058417,21.462781,1554.410034,"2007-10-11"
24.447319,98.542353,12.06758,22.126919,1561.800049,"2007-10-12"
24.341978,98.726373,11.962206,22.091199,1548.709961,"2007-10-15"
24.568867,100.039602,11.94388,22.435174,1538.530029,"2007-10-16"
25.184709,96.844357,12.095069,22.854561,1541.23999,"2007-10-17"
25.249535,96.024638,12.214187,22.953785,1540.079956,"2007-10-18"
24.447319,93.916777,11.957625,22.546305,1500.630005,"2007-10-19"
24.722828,94.828512,11.998858,23.067561,1506.329956,"2007-10-22"
25.038851,95.924262,11.97595,24.628683,1519.589966,"2007-10-23"
25.322463,94.477198,11.94388,24.598254,1515.880005,"2007-10-24"
25.922099,94.360095,11.989695,24.181515,1514.400024,"2007-10-25"
28.385468,95.129635,11.989695,24.435527,1535.280029,"2007-10-26"
28.012722,96.024638,12.017184,24.487124,1540.97998,"2007-10-29"
28.82304,95.455851,11.980532,24.739813,1531.02002,"2007-10-30"
29.827837,97.128754,12.22335,25.130094,1549.380005,"2007-10-31"
30.030417,95.062718,11.833925,24.798026,1508.439941,"2007-11-01"
30.030417,95.848978,11.696482,24.854914,1509.650024,"2007-11-02"
29.76301,94.853605,11.435337,24.631329,1502.170044,"2007-11-05"
29.503708,94.661218,11.430757,25.373523,1520.27002,"2007-11-06"
28.782525,93.242605,11.045913,24.647206,1475.619995,"2007-11-07"
28.150477,89.070694,10.720629,23.214412,1474.77002,"2007-11-08"
27.332054,84.151702,10.340367,21.878199,1453.699951,"2007-11-09"
27.048443,85.159001,10.601511,20.342212,1439.180054,"2007-11-12"
28.015908,88.36558,10.990935,22.485449,1481.050049,"2007-11-13"
27.58502,86.829449,11.110054,21.976098,1470.579956,"2007-11-14"
27.446809,86.963752,11.041332,21.736638,1451.150024,"2007-11-15"
27.7151,87.962662,10.615255,22.013143,1458.73999,"2007-11-16"
27.609409,85.805357,10.477812,21.690334,1433.27002,"2007-11-19"
28.11347,86.812657,10.583185,22.338597,1439.699951,"2007-11-20"
27.828919,85.805357,10.450322,22.287,1416.77002,"2007-11-21"
27.73136,87.341494,10.569441,22.69448,1440.699951,"2007-11-23"
26.804543,85.595502,10.16169,22.826778,1407.219971,"2007-11-26"
26.877713,87.156821,10.358694,23.127095,1428.22998,"2007-11-27"
27.398031,90.128364,10.519044,23.84283,1469.02002,"2007-11-28"
27.308601,90.237486,10.555697,24.381285,1469.719971,"2007-11-29"
27.316729,88.290035,10.716047,24.107428,1481.140015,"2007-11-30"
26.763891,88.835658,10.450322,23.662904,1472.420044,"2007-12-03"
26.641943,89.507189,10.234994,23.788588,1462.790039,"2007-12-04"
27.763881,90.791505,10.377019,24.541366,1485.01001,"2007-12-05"
28.089078,92.084204,10.468649,25.130094,1507.339966,"2007-12-06"
28.072818,91.379095,10.363275,25.705593,1504.660034,"2007-12-07"
28.259807,91.823986,10.413671,25.693686,1515.959961,"2007-12-10"
27.723228,89.80938,10.033409,24.943554,1477.650024,"2007-12-11"
28.02404,91.051723,10.024246,25.250486,1486.589966,"2007-12-12"
28.633788,90.80829,9.850151,25.378815,1488.410034,"2007-12-13"
28.706958,88.785289,9.735614,25.188306,1467.949951,"2007-12-14"
27.958999,87.744412,9.231653,24.395838,1445.900024,"2007-12-17"
28.24355,89.238576,9.437819,24.207973,1454.97998,"2007-12-18"
28.284199,89.935294,9.176676,24.226496,1453,"2007-12-19"
28.877687,91.362303,9.405749,24.767596,1460.119995,"2007-12-20"
29.316707,93.217424,9.648566,25.653997,1484.459961,"2007-12-21"
29.739466,93.721074,9.721869,26.300935,1496.449951,"2007-12-24"
29.763855,93.645523,9.538611,26.320781,1497.660034,"2007-12-26"
29.243537,92.000263,9.373678,26.270508,1476.27002,"2007-12-27"
29.365485,92.411576,9.22249,26.437202,1478.48999,"2007-12-28"
28.942725,90.741135,9.378259,26.20568,1468.359985,"2007-12-31"
28.633788,87.878722,8.846809,25.777034,1447.160034,"2008-01-02"
28.755736,88.054999,8.567341,25.788941,1447.160034,"2008-01-03"
27.95087,84.890388,8.297034,23.820339,1411.630005,"2008-01-04"
28.137859,83.983821,8.420733,23.501499,1416.180054,"2008-01-07"
27.194782,81.918845,9.098791,22.656112,1390.189941,"2008-01-08"
27.999648,82.523228,8.915531,23.734345,1409.130005,"2008-01-09"
27.910221,83.874692,9.304956,23.551774,1420.329956,"2008-01-10"
27.56876,81.986001,9.06672,22.846623,1401.02002,"2008-01-11"
27.958999,86.401343,8.956765,23.652321,1416.25,"2008-01-14"
27.64193,85.477984,8.631481,22.363733,1380.949951,"2008-01-15"
27.015921,85.310097,8.842228,21.120127,1373.199951,"2008-01-16"
26.918362,84.865206,8.727691,21.2855,1333.25,"2008-01-17"
26.837061,86.795871,8.549014,21.34768,1325.189941,"2008-01-18"
25.983413,84.965939,8.553596,20.590933,1310.5,"2008-01-22"
25.959024,89.062298,9.149186,18.398749,1338.599976,"2008-01-23"
27.032181,89.742232,9.369097,17.939673,1352.069946,"2008-01-24"
26.780151,87.736016,9.007161,17.200124,1330.609985,"2008-01-25"
26.601293,88.122154,9.007161,17.200124,1353.959961,"2008-01-28"
26.503732,89.062298,9.149186,17.402542,1362.300049,"2008-01-29"
26.178534,88.684563,8.805576,17.487211,1355.810059,"2008-01-30"
26.503732,89.910113,8.663551,17.907921,1378.550049,"2008-01-31"
24.755788,91.563768,8.805576,17.694921,1395.420044,"2008-02-01"
24.544408,90.598436,8.791832,17.417093,1380.819946,"2008-02-04"
23.63385,88.155725,8.480293,17.11413,1336.640015,"2008-02-05"
23.186702,87.287813,8.31536,16.140414,1326.449951,"2008-02-06"
22.861503,86.234528,8.489456,16.039866,1336.910034,"2008-02-07"
23.219221,87.018172,8.365756,16.600812,1331.290039,"2008-02-08"
22.934671,88.593889,8.484874,17.126037,1339.130005,"2008-02-11"
23.040362,89.765141,8.571921,16.518787,1348.859985,"2008-02-12"
23.54442,91.357707,8.636062,17.119422,1367.209961,"2008-02-13"
23.170441,89.428089,8.329104,16.862762,1348.859985,"2008-02-14"
23.105401,89.453373,8.379501,16.488358,1349.98999,"2008-02-15"
22.991141,88.475921,8.292453,16.164228,1348.780029,"2008-02-19"
23.031948,90.877409,8.365756,16.381197,1360.030029,"2008-02-20"
22.93401,90.102193,8.168753,16.079557,1342.530029,"2008-02-21"
22.591224,91.062789,8.361174,15.804375,1353.109985,"2008-02-22"
22.721809,92.756472,8.475711,15.841419,1371.800049,"2008-02-25"
23.162533,96.379768,8.732273,15.763363,1381.290039,"2008-02-26"
23.064595,98.132436,8.723111,16.267419,1380.02002,"2008-02-27"
22.795263,97.104429,8.507781,17.186894,1367.680054,"2008-02-28"
22.199469,95.941604,8.237475,16.539955,1330.630005,"2008-02-29"
22.028075,96.253379,8.177916,16.104692,1331.339966,"2008-03-03"
22.51777,97.500465,8.200823,16.487035,1326.75,"2008-03-04"
22.950333,97.230824,8.310778,16.469837,1333.699951,"2008-03-05"
22.501446,94.81248,8.063379,15.998854,1304.339966,"2008-03-06"
22.746294,96.009016,7.834306,16.173487,1293.369995,"2008-03-07"
22.893201,96.068,7.696862,15.834804,1273.369995,"2008-03-10"
23.897075,98.157713,8.12752,16.848211,1320.650024,"2008-03-11"
23.366572,98.646439,8.067961,16.673576,1308.77002,"2008-03-12"
23.358412,97.668994,8.077123,16.926267,1315.47998,"2008-03-13"
22.819747,97.096007,7.967168,16.750309,1288.140015,"2008-03-14"
23.09724,97.365648,7.907609,16.766185,1276.599976,"2008-03-17"
24.011337,99.775564,8.356593,17.571882,1330.73999,"2008-03-18"
23.358412,98.5369,8.017564,17.155143,1298.420044,"2008-03-19"
23.815459,99.708152,8.031309,17.631418,1329.51001,"2008-03-20"
23.807298,100.323267,8.196241,18.459606,1349.880005,"2008-03-24"
23.782812,99.404805,8.242056,18.651438,1352.98999,"2008-03-25"
23.309441,98.511622,8.090868,19.191215,1341.130005,"2008-03-26"
22.893201,97.340363,8.072542,18.554861,1325.76001,"2008-03-27"
22.77894,96.539869,7.811398,18.920004,1315.219971,"2008-03-28"
23.162533,97.020167,8.017564,18.98483,1322.699951,"2008-03-31"
24.076629,98.157713,8.475711,19.782591,1370.180054,"2008-04-01"
23.799136,96.742098,8.521526,19.512701,1367.530029,"2008-04-02"
23.668551,97.761677,8.402408,20.057771,1369.310059,"2008-04-03"
23.799136,97.542599,8.475711,20.25225,1370.400024,"2008-04-04"
23.799136,98.00604,8.388663,20.624009,1372.540039,"2008-04-07"
23.464512,97.972334,8.237475,20.220498,1365.540039,"2008-04-08"
23.578773,98.393648,8.00382,20.03528,1354.48999,"2008-04-09"
23.758329,100.087332,8.040471,20.446728,1360.550049,"2008-04-10"
23.080918,97.744828,7.907609,19.466397,1332.829956,"2008-04-11"
22.901363,98.82339,7.774747,19.551068,1328.319946,"2008-04-14"
23.056433,98.730701,7.935098,19.630448,1334.430054,"2008-04-15"
23.627744,101.511375,8.100031,20.334276,1364.709961,"2008-04-16"
23.848105,103.710634,8.090868,20.43879,1365.560059,"2008-04-17"
24.484708,104.822903,8.374919,21.305346,1390.329956,"2008-04-18"
24.827494,104.780769,8.269545,22.247311,1388.170044,"2008-04-21"
24.688747,104.207781,8.109194,21.194214,1375.939941,"2008-04-22"
25.668136,104.148798,8.177916,21.550098,1379.930054,"2008-04-23"
25.95379,104.645951,7.325763,22.350503,1388.819946,"2008-04-24"
24.345961,103.710634,7.266204,22.455019,1397.839966,"2008-04-25"
23.660389,102.539382,7.174575,22.787089,1396.369995,"2008-04-28"
23.374734,103.516827,7.421974,23.158847,1390.939941,"2008-04-29"
23.276796,101.705176,7.435718,23.013319,1385.589966,"2008-04-30"
23.995013,104.157226,7.62814,23.813724,1409.339966,"2008-05-01"
23.864428,103.794896,7.541092,23.938085,1413.900024,"2008-05-02"
23.733843,102.825872,7.486115,24.439496,1407.48999,"2008-05-05"
24.239861,103.491549,7.495278,24.694832,1418.26001,"2008-05-06"
23.839943,105.031402,7.307437,24.156378,1392.569946,"2008-05-07"
23.888914,105.691337,7.261623,24.483155,1397.680054,"2008-05-08"
23.986851,104.963715,7.266204,24.270155,1388.280029,"2008-05-09"
24.476546,105.96208,7.348671,24.893279,1403.579956,"2008-05-12"
24.394629,107.09582,7.307437,25.131417,1403.040039,"2008-05-13"
24.517503,107.891124,7.293693,24.641913,1408.660034,"2008-05-14"
24.943468,108.68644,7.362415,25.100989,1423.569946,"2008-05-15"
24.566652,108.144948,7.811398,24.821838,1425.349976,"2008-05-16"
24.132496,107.01967,7.820561,24.289999,1426.630005,"2008-05-19"
23.559084,105.911318,7.715188,24.594285,1413.400024,"2008-05-20"
23.141312,104.591447,7.641884,23.574265,1390.709961,"2008-05-21"
23.321527,105.5052,7.829724,23.423443,1394.349976,"2008-05-22"
22.977479,105.082164,7.765584,23.968513,1375.930054,"2008-05-23"
23.296953,107.721912,8.022146,24.664403,1385.349976,"2008-05-27"
23.083971,109.600187,8.168753,24.741136,1390.839966,"2008-05-28"
23.190461,109.74403,8.397826,24.698801,1398.26001,"2008-05-29"
23.198653,109.507118,8.333686,24.971335,1400.380005,"2008-05-30"
22.772688,107.755756,8.214568,24.620745,1385.670044,"2008-06-02"
22.371299,108.161867,8.132101,24.524167,1377.650024,"2008-06-03"
22.559708,107.916511,8.301616,24.500354,1377.199951,"2008-06-04"
23.182269,108.694896,8.484874,25.061299,1404.050049,"2008-06-05"
22.518749,105.708262,8.095449,24.559888,1360.680054,"2008-06-06"
22.698964,106.486647,8.026728,24.026726,1361.76001,"2008-06-09"
22.846413,106.554335,8.173334,24.559888,1358.439941,"2008-06-10"
22.21566,104.278398,8.049635,23.920886,1335.48999,"2008-06-11"
23.13312,104.78604,8.164171,22.922033,1339.869995,"2008-06-12"
23.813024,106.732009,8.324523,22.804288,1360.030029,"2008-06-13"
23.698342,107.205807,8.406989,23.395662,1360.140015,"2008-06-16"
23.59185,105.843631,8.301616,24.002911,1350.930054,"2008-06-17"
23.313335,105.048327,8.141264,23.648352,1337.810059,"2008-06-18"
23.698342,105.775943,8.242056,23.932793,1342.829956,"2008-06-19"
23.124928,103.8469,7.893865,23.187954,1317.930054,"2008-06-20"
22.911946,104.456073,7.467788,22.908803,1318,"2008-06-23"
22.715347,104.456073,7.591488,22.92071,1314.290039,"2008-06-24"
23.223228,105.403676,7.838888,23.468426,1321.969971,"2008-06-25"
22.731731,102.484723,7.458626,22.260541,1283.150024,"2008-06-26"
22.633431,101.57097,7.490696,22.502646,1278.380005,"2008-06-27"
22.535132,100.284936,7.211226,22.152056,1280,"2008-06-30"
22.01087,100.911028,7.156249,23.109897,1284.910034,"2008-07-01"
21.199898,100.767197,7.183738,22.249957,1261.52002,"2008-07-02"
21.281815,101.139471,7.12876,22.506615,1262.900024,"2008-07-03"
21.322774,102.797772,6.849291,23.1734,1252.310059,"2008-07-07"
21.175324,104.811421,7.027968,23.75419,1273.699951,"2008-07-08"
20.667444,101.867094,6.743917,23.053008,1244.689941,"2008-07-09"
20.84766,104.219173,6.583566,23.367878,1253.390015,"2008-07-10"
20.683827,103.322339,6.441541,22.83207,1239.48999,"2008-07-11"
20.601911,102.831616,6.414052,23.004058,1228.300049,"2008-07-14"
21.421072,104.236092,6.22163,22.443112,1214.910034,"2008-07-15"
22.330342,106.554335,6.569821,22.862499,1245.359985,"2008-07-16"
22.543324,107.045052,6.592729,22.730199,1260.319946,"2008-07-17"
21.183516,109.896317,6.569821,21.849092,1260.680054,"2008-07-18"
21.0033,108.855652,6.455285,21.999913,1260,"2008-07-21"
21.134365,109.989386,6.931757,21.434998,1277,"2008-07-22"
21.650438,109.583275,7.06462,21.995944,1282.189941,"2008-07-23"
20.839468,109.989386,6.661451,21.039425,1252.540039,"2008-07-24"
21.429264,108.745658,6.606473,21.448228,1257.76001,"2008-07-25"
20.888618,106.816615,6.519425,20.426883,1234.369995,"2008-07-28"
21.388307,108.00958,6.867617,20.781444,1263.199951,"2008-07-29"
21.486605,109.024864,6.72101,21.151879,1284.26001,"2008-07-30"
21.068833,108.280323,6.730173,21.028843,1267.380005,"2008-07-31"
20.839468,107.146583,6.606473,20.725877,1260.310059,"2008-08-01"
