"","port","ship_type","SHIP_ID","label_stop","min_time","max_time","center_lat","center_lon","len_stop"
"21","Gdańsk","Cargo",301169,1,2016-12-17 12:41:01,2016-12-20 07:23:02,54.3988241064257,18.6820864608434,4002
"22","Gdańsk","Cargo",316156,1,2016-12-13 10:21:01,2016-12-20 10:11:02,54.3576370622772,18.674039461103,10070
"23","Gdańsk","Cargo",335231,1,2016-12-19 12:57:02,2016-12-20 10:11:02,54.3820582113821,18.6562497235772,1274
"24","Gdańsk","Cargo",345789,1,2016-12-13 10:21:01,2016-12-13 20:31:02,54.3792416611296,18.6617880066445,610
"25","Gdańsk","Cargo",346053,1,2016-12-14 09:11:02,2016-12-15 16:57:02,54.3791288457503,18.6618868310598,1906
"26","Gdańsk","Cargo",352321,1,2016-12-15 06:53:02,2016-12-16 16:07:02,54.3646357286432,18.6669326130653,1994
"27","Gdańsk","Cargo",352437,1,2016-12-13 13:41:02,2016-12-14 14:13:02,54.3662684479371,18.6511113163065,1472
"28","Gdańsk","Cargo",359605,1,2016-12-16 10:51:02,2016-12-17 04:13:02,54.3740819961612,18.6636747408829,1042
"29","Gdańsk","Cargo",361457,1,2016-12-16 05:19:02,2016-12-16 21:43:02,54.3857227991886,18.6626503448276,984
"30","Gdańsk","Cargo",361900,1,2016-12-13 13:27:02,2016-12-14 01:51:02,54.3862062739726,18.6717718356164,744
"31","Gdańsk","Cargo",362322,1,2016-12-14 20:39:02,2016-12-20 08:09:01,54.3754222955145,18.6599093271768,7890
"32","Gdańsk","Cargo",364158,1,2016-12-13 10:21:01,2016-12-14 01:51:02,54.3821427092511,18.6549815418502,930
"33","Gdańsk","Cargo",364258,1,2016-12-14 09:09:01,2016-12-19 10:19:03,54.4031977215893,18.6754954320645,7270
"34","Gdańsk","Cargo",365383,1,2016-12-15 21:17:02,2016-12-16 19:35:01,54.3728219699248,18.6641345714286,1338
"35","Gdańsk","Cargo",366006,1,2016-12-14 22:41:02,2016-12-15 13:19:02,54.3857391571754,18.7163382232346,878
"36","Gdańsk","Cargo",370709,1,2016-12-19 11:59:02,2016-12-20 07:01:02,54.3724290661479,18.6644898249027,1142
"37","Gdańsk","Cargo",373303,1,2016-12-14 09:09:01,2016-12-17 11:03:02,54.3994856318182,18.6824213090909,4434
"38","Gdańsk","Cargo",373510,1,2016-12-13 10:21:01,2016-12-13 20:47:02,54.4088214516129,18.6593871612903,626
"39","Gdańsk","Cargo",421615,1,2016-12-16 03:13:02,2016-12-16 12:09:01,54.4083939405204,18.6590831226766,536
"40","Gdańsk","Cargo",458566,1,2016-12-14 12:03:01,2016-12-15 19:01:01,54.3932496767241,18.6717844612069,1858
"41","Gdańsk","Cargo",687226,1,2016-12-13 10:21:01,2016-12-20 10:11:02,54.3748555,18.6592966276151,10070
"42","Gdańsk","Cargo",691174,1,2016-12-16 03:41:01,2016-12-20 10:11:02,54.3837849770341,18.674435265748,6150
"43","Gdańsk","Cargo",714454,1,2016-12-13 10:21:01,2016-12-16 10:51:02,54.3923156988695,18.7117724974306,4350
"44","Gdańsk","Cargo",726008,1,2016-12-19 20:15:02,2016-12-20 10:11:02,54.3873118090452,18.7187816582915,836
"45","Gdańsk","Cargo",726043,1,2016-12-13 10:21:01,2016-12-14 15:03:02,54.3878524683544,18.7108698417722,1722
"46","Gdańsk","Cargo",948265,1,2016-12-16 06:21:02,2016-12-17 06:49:02,54.3717003802817,18.6533310985916,1468
"47","Gdańsk","Cargo",4003834,1,2016-12-13 10:21:01,2016-12-20 10:11:02,54.3767688772077,18.6502153952902,10070
"48","Gdańsk","Fishing",315959,1,2016-12-13 21:53:02,2016-12-18 22:43:02,54.3604408920188,18.6661903755869,7250
"49","Gdańsk","Fishing",315960,1,2016-12-13 16:57:02,2016-12-20 02:11:01,54.3600548064516,18.6645557096774,9194
"50","Gdańsk","Fishing",345748,1,2016-12-13 10:31:02,2016-12-20 09:53:02,54.3740545699327,18.6618447943156,10042
"51","Gdańsk","Fishing",351078,1,2016-12-14 16:37:02,2016-12-20 10:11:02,54.3729744832873,18.6623863017479,8254
"52","Gdańsk","Fishing",351087,1,2016-12-18 09:41:02,2016-12-20 10:11:02,54.3716912439024,18.6628400813008,2910
"53","Gdańsk","Fishing",351089,1,2016-12-13 10:21:01,2016-12-18 06:33:02,54.3730563264095,18.6626711928783,6972
"54","Gdańsk","Fishing",352224,1,2016-12-16 08:05:02,2016-12-20 10:11:02,54.3655286087255,18.6553296496049,5886
"55","Gdańsk","Fishing",3351142,1,2016-12-19 17:41:02,2016-12-20 10:11:02,54.3769110991379,18.6585164224138,990
"56","Gdańsk","Passenger",280027,1,2016-12-13 10:21:01,2016-12-19 15:41:02,54.3780565454545,18.6577142975207,8960
"57","Gdańsk","Passenger",315695,1,2016-12-13 10:21:01,2016-12-20 10:11:02,54.3575647644965,18.7043583462424,10070
"58","Gdańsk","Passenger",376082,1,2016-12-13 10:21:01,2016-12-19 15:59:01,54.4040278021978,18.6779889835165,8978
"59","Gdańsk","Passenger",4633113,1,2016-12-13 10:21:01,2016-12-16 12:39:02,54.365185325,18.663855235,4458
"60","Gdańsk","Pleasure",316513,1,2016-12-13 10:21:01,2016-12-20 10:11:02,54.3600681161579,18.6660803499628,10070
"61","Gdańsk","Pleasure",2208737,1,2016-12-14 14:41:02,2016-12-20 10:11:02,54.3575870057307,18.7077800668577,8370
"62","Gdańsk","Pleasure",3900094,1,2016-12-13 10:21:01,2016-12-20 10:11:02,54.3988504306108,18.6787226632343,10070
"63","Gdańsk","Pleasure",4611368,1,2016-12-13 10:21:01,2016-12-20 10:11:02,54.3633948018453,18.6577473956804,10070
"64","Gdańsk","Tanker",6333,1,2016-12-16 10:15:02,2016-12-19 01:13:01,54.4048656961355,18.7183056431975,3778
"65","Gdańsk","Tanker",6349,1,2016-12-18 21:37:01,2016-12-19 23:15:02,54.4055368289474,18.7193379736842,1538
"66","Gdańsk","Tanker",149310,1,2016-12-16 20:29:02,2016-12-18 11:37:02,54.4056340515021,18.7192777424893,2348
"67","Gdańsk","Tanker",156246,1,2016-12-15 03:39:02,2016-12-15 22:31:00,54.4056264902998,18.7193002821869,1132
"68","Gdańsk","Tanker",157057,1,2016-12-13 10:21:01,2016-12-13 16:55:02,54.3989856701031,18.6820866494845,394
"69","Gdańsk","Tanker",213558,1,2016-12-14 18:57:02,2016-12-16 08:53:02,54.4048525420726,18.7178566430469,2276
"70","Gdańsk","Tanker",214595,1,2016-12-13 10:21:01,2016-12-20 10:11:02,54.3800283099476,18.6543403539267,10070
"71","Gdańsk","Tanker",301374,1,2016-12-17 14:37:02,2016-12-17 14:37:02,54.37696,18.65815,0
"72","Gdańsk","Tanker",315687,1,2016-12-13 10:21:01,2016-12-14 11:19:02,54.387788030888,18.6709843436293,1498
"73","Gdańsk","Tanker",315728,1,2016-12-15 11:25:03,2016-12-15 21:25:01,54.3854100689655,18.6618238275862,600
"74","Gdańsk","Tanker",316923,1,2016-12-13 17:13:02,2016-12-20 10:11:02,54.3816033712408,18.65134895628,9658
"75","Gdańsk","Tanker",327030,1,2016-12-15 21:43:02,2016-12-16 22:25:02,54.4032634557823,18.7157543265306,1482
"76","Gdańsk","Tanker",712443,1,2016-12-19 22:07:01,2016-12-20 10:11:02,54.4048226023392,18.7183867251462,724
"77","Gdańsk","Tanker",732780,1,2016-12-14 09:09:01,2016-12-14 23:15:02,54.3963702358491,18.707019009434,846
"78","Gdańsk","Tanker",993606,1,2016-12-19 04:03:01,2016-12-19 18:19:02,54.3963196941177,18.7069886823529,856
"79","Gdańsk","Tanker",3615006,1,2016-12-13 10:21:01,2016-12-14 16:49:01,54.4048612116788,18.718023109489,1828
"80","Gdańsk","Tanker",3711400,1,2016-12-15 13:19:02,2016-12-17 10:21:01,54.4021875517751,18.7161057766272,2702
"81","Gdańsk","Tanker",4028143,1,2016-12-13 14:09:02,2016-12-20 10:11:02,54.3828143982869,18.6736630813704,9842
"82","Gdańsk","Tug",126010,1,2016-12-13 10:21:01,2016-12-20 10:11:02,54.3753810352054,18.659018338223,10070
"83","Gdańsk","Tug",184318,1,2016-12-14 17:17:02,2016-12-20 01:37:02,54.3682245652174,18.6654119230769,7700
"84","Gdańsk","Tug",196066,1,2016-12-19 05:11:02,2016-12-20 10:11:02,54.3878874185766,18.6654784197829,1740
"85","Gdańsk","Tug",297592,1,2016-12-13 10:21:01,2016-12-20 10:11:02,54.3751900041841,18.6614845606695,10070
"86","Gdańsk","Tug",315660,1,2016-12-13 10:21:01,2016-12-14 01:51:02,54.3659493661972,18.6490596244131,930
"87","Gdańsk","Tug",315661,1,2016-12-13 14:03:02,2016-12-20 06:17:02,54.3946217801047,18.6639121989529,9614
"88","Gdańsk","Tug",315663,1,2016-12-13 10:21:01,2016-12-20 10:11:02,54.3948514111087,18.6739473214669,10070
"89","Gdańsk","Tug",315672,1,2016-12-13 10:21:01,2016-12-20 10:11:02,54.3994133057449,18.6963732521908,10070
"90","Gdańsk","Tug",315676,1,2016-12-13 10:21:01,2016-12-20 10:11:02,54.3905462424106,18.6689369574994,10070
"91","Gdańsk","Tug",315677,1,2016-12-13 10:21:01,2016-12-20 10:11:02,54.3903074062301,18.6686766179275,10070
"92","Gdańsk","Tug",315679,1,2016-12-13 10:21:01,2016-12-20 08:05:01,54.3916375756534,18.6702223349381,9944
"93","Gdańsk","Tug",315719,1,2016-12-15 09:15:01,2016-12-19 12:29:01,54.39445,18.68599,5954
"94","Gdańsk","Tug",315739,1,2016-12-16 08:11:01,2016-12-17 14:13:01,54.3661657222844,18.6476948488242,1802
"95","Gdańsk","Tug",315755,1,2016-12-14 09:09:01,2016-12-15 12:27:02,54.3564959878049,18.6762148536585,1638
"96","Gdańsk","Tug",315812,1,2016-12-13 14:01:02,2016-12-15 22:53:02,54.3720791399531,18.6815333463643,3412
"97","Gdańsk","Tug",315816,1,2016-12-15 15:33:02,2016-12-20 10:11:02,54.3594994695193,18.6706152256741,6878
"98","Gdańsk","Tug",315820,1,2016-12-13 10:21:01,2016-12-20 10:11:02,54.391700889798,18.7102178956789,10070
"99","Gdańsk","Tug",315824,1,2016-12-13 10:21:01,2016-12-15 15:25:02,54.3801931388889,18.69456625,3184
"100","Gdańsk","Tug",315869,1,2016-12-13 10:21:01,2016-12-20 10:11:02,54.4051966812546,18.6675173693168,10070
"101","Gdańsk","Tug",316051,1,2016-12-13 10:21:01,2016-12-18 09:17:02,54.405684651587,18.6523968405691,7136
"102","Gdańsk","Tug",316052,1,2016-12-13 13:45:02,2016-12-20 10:11:02,54.4056831112637,18.6541050824176,9866
"103","Gdańsk","Tug",316784,1,2016-12-13 14:17:01,2016-12-13 18:29:02,54.37277425,18.6438945,252
"104","Gdańsk","Tug",316904,1,2016-12-13 10:21:01,2016-12-20 07:13:01,54.4024275977891,18.6816900892857,9892
"105","Gdańsk","Tug",316950,1,2016-12-19 08:23:02,2016-12-19 12:35:01,54.4044120895522,18.676582238806,252
"106","Gdańsk","Tug",317046,1,2016-12-13 10:21:01,2016-12-15 23:09:02,54.3711267294118,18.6631493882353,3648
"107","Gdańsk","Tug",317353,1,2016-12-13 10:31:02,2016-12-20 09:17:02,54.3993874933269,18.6977534117933,10006
"108","Gdańsk","Tug",317421,1,2016-12-13 10:37:02,2016-12-20 09:53:02,54.3967960552764,18.702468919598,10036
"109","Gdańsk","Tug",352928,1,2016-12-13 10:21:01,2016-12-20 10:11:02,54.3998984213531,18.6786673394234,10070
"110","Gdańsk","Tug",466414,1,2016-12-13 10:21:01,2016-12-20 10:11:02,54.3561376117455,18.6745803752039,10070
"111","Gdańsk","Tug",467633,1,2016-12-14 09:09:01,2016-12-18 19:57:02,54.3565939041496,18.6737246464056,6408
"112","Gdańsk","Tug",752901,1,2016-12-13 10:21:01,2016-12-20 10:11:02,54.3783713749719,18.6587142889238,10070
"113","Gdańsk","Tug",753262,1,2016-12-13 10:21:01,2016-12-20 10:11:02,54.3573245216663,18.6724088507431,10070
"114","Gdańsk","Tug",941191,1,2016-12-16 09:23:02,2016-12-16 21:45:02,54.4035519626168,18.673964953271,742
"115","Gdańsk","Tug",3851201,1,2016-12-13 10:21:01,2016-12-20 10:11:02,54.3998850258095,18.6941398920695,10070
"116","Gdańsk","Tug",3921875,1,2016-12-13 10:21:01,2016-12-17 12:17:02,54.3652123076923,18.6494957177468,5876
"117","Gdańsk","Tug",4200884,1,2016-12-13 20:13:02,2016-12-16 06:43:02,54.3735450653595,18.6425239738562,3510
"118","Gdańsk","Tug",4387771,1,2016-12-13 10:31:02,2016-12-19 20:33:02,54.3996416847826,18.7044094836957,9242
"119","Gdańsk","Unspecified",316546,1,2016-12-13 17:19:02,2016-12-20 10:11:02,54.3948569907407,18.6648667592593,9652
"120","Gdynia","Cargo",3615,1,2016-12-13 12:25:07,2016-12-18 12:57:07,54.5323320027624,18.526185,7232
"121","Gdynia","Cargo",6223,1,2016-12-13 10:31:08,2016-12-16 11:15:07,54.4013107091097,18.6792604399586,4364
"122","Gdynia","Cargo",122006,1,2016-12-13 21:13:07,2016-12-20 09:59:07,54.5438060435572,18.5049343375681,9406
"123","Gdynia","Cargo",122250,1,2016-12-13 10:31:08,2016-12-13 19:49:07,54.5336058928571,18.5501275714286,558
"124","Gdynia","Cargo",150705,1,2016-12-13 10:31:08,2016-12-20 09:59:07,54.5303931549776,18.5389106608399,10048
"125","Gdynia","Cargo",195991,1,2016-12-19 08:31:08,2016-12-20 09:59:07,54.5336647368421,18.5438310099573,1528
"126","Gdynia","Cargo",204427,1,2016-12-18 16:57:09,2016-12-20 09:59:07,54.4042916838488,18.667399338488,2462
"127","Gdynia","Cargo",205637,1,2016-12-15 18:49:07,2016-12-16 14:31:06,54.5335351099831,18.543839678511,1182
"128","Gdynia","Cargo",206401,1,2016-12-13 21:23:07,2016-12-16 19:13:07,54.5322493598709,18.5485284776762,4190
"129","Gdynia","Cargo",222305,1,2016-12-13 10:31:08,2016-12-14 01:29:07,54.4070131333333,18.6582147777778,898
"130","Gdynia","Cargo",231568,1,2016-12-16 12:23:07,2016-12-17 05:01:09,54.5428132121212,18.5083609090909,998
"131","Gdynia","Cargo",254064,1,2016-12-14 18:27:07,2016-12-15 09:07:06,54.543993446712,18.504719138322,880
"132","Gdynia","Cargo",260071,1,2016-12-14 16:33:08,2016-12-15 19:49:07,54.4043666789668,18.6674526199262,1636
"133","Gdynia","Cargo",264274,1,2016-12-13 10:31:08,2016-12-14 01:29:07,54.4030626116071,18.6765809375,898
"134","Gdynia","Cargo",300118,1,2016-12-15 11:37:08,2016-12-15 18:49:07,54.5436281395349,18.5135475813953,432
"135","Gdynia","Cargo",300801,1,2016-12-16 07:51:07,2016-12-16 17:11:07,54.5436185920578,18.51351,560
"136","Gdynia","Cargo",307788,1,2016-12-20 05:39:07,2016-12-20 05:39:07,54.53324,18.52926,0
"137","Gdynia","Cargo",316201,1,2016-12-13 10:31:08,2016-12-14 01:29:07,54.54105,18.56006,898
"138","Gdynia","Cargo",319974,1,2016-12-19 05:27:07,2016-12-20 07:09:15,54.5368250664894,18.5286959574468,1542
"139","Gdynia","Cargo",326898,1,2016-12-18 07:05:07,2016-12-18 12:39:07,54.5338398802395,18.5303246107784,334
"140","Gdynia","Cargo",359396,1,2016-12-13 10:31:08,2016-12-15 13:09:08,54.5371415593483,18.5384335608999,3038
"141","Gdynia","Cargo",360595,1,2016-12-15 13:23:07,2016-12-16 08:25:08,54.5287890685413,18.5266480843585,1142
"142","Gdynia","Cargo",362411,1,2016-12-19 16:39:07,2016-12-20 09:59:07,54.5288768287526,18.5265828118393,1040
"143","Gdynia","Cargo",362817,1,2016-12-17 13:59:07,2016-12-18 04:51:06,54.5430336261261,18.5075716216216,892
"144","Gdynia","Cargo",362969,1,2016-12-14 09:09:07,2016-12-14 21:35:06,54.5423369002695,18.5095100808625,746
"145","Gdynia","Cargo",363336,1,2016-12-13 10:31:08,2016-12-20 09:59:07,54.5414160415342,18.5298840919686,10048
"146","Gdynia","Cargo",364258,1,2016-12-14 09:09:07,2016-12-19 10:19:08,54.4031980540089,18.6754950361915,7270
"147","Gdynia","Cargo",365485,1,2016-12-14 11:57:07,2016-12-16 00:31:07,54.5430580829493,18.5096053179724,2194
"148","Gdynia","Cargo",366974,1,2016-12-13 10:31:08,2016-12-16 16:15:07,54.5384535508637,18.5324389203455,4664
"149","Gdynia","Cargo",370097,1,2016-12-13 10:31:08,2016-12-13 14:45:07,54.5335322222222,18.5249115079365,254
"150","Gdynia","Cargo",371109,1,2016-12-17 03:17:07,2016-12-17 20:11:07,54.5439303149606,18.5045106299213,1014
"151","Gdynia","Cargo",373510,1,2016-12-13 10:31:08,2016-12-13 20:47:07,54.4088212944984,18.6593871521036,616
"152","Gdynia","Cargo",406999,1,2016-12-16 02:01:07,2016-12-20 09:59:07,54.5336497244998,18.537769875369,6238
"153","Gdynia","Cargo",412843,1,2016-12-17 08:55:07,2016-12-18 18:11:07,54.5437986331658,18.5128503819095,1996
"154","Gdynia","Cargo",415711,1,2016-12-13 10:31:08,2016-12-17 05:03:08,54.532522708502,18.5545143967611,5432
"155","Gdynia","Cargo",421615,1,2016-12-16 03:13:07,2016-12-16 12:07:08,54.4085665543071,18.659084082397,534
"156","Gdynia","Cargo",461454,1,2016-12-13 10:31:08,2016-12-17 03:49:06,54.529263026208,18.5520830876331,5358
"157","Gdynia","Cargo",465205,1,2016-12-13 10:31:08,2016-12-18 02:47:06,54.5329769958453,18.5421391466922,6736
"158","Gdynia","Cargo",465931,1,2016-12-13 10:31:08,2016-12-19 06:37:06,54.5303994876325,18.5349799015649,8406
"159","Gdynia","Cargo",469525,1,2016-12-20 08:37:06,2016-12-20 09:59:07,54.5303763636364,18.5353754545455,82
"160","Gdynia","Cargo",689205,1,2016-12-13 10:31:08,2016-12-16 00:15:08,54.5336054107474,18.5376985423101,3704
"161","Gdynia","Cargo",698727,1,2016-12-13 10:31:08,2016-12-20 09:59:07,54.5362994259691,18.5199877187037,10048
"162","Gdynia","Cargo",711847,1,2016-12-13 10:31:08,2016-12-20 09:59:07,54.5346385511544,18.5281431434018,10048
"163","Gdynia","Cargo",712201,1,2016-12-13 10:31:08,2016-12-15 17:43:06,54.531745194072,18.5387039731828,3312
"164","Gdynia","Cargo",716099,1,2016-12-13 13:31:08,2016-12-14 01:29:07,54.5437990934844,18.5075799433428,718
"165","Gdynia","Cargo",734035,1,2016-12-13 21:09:06,2016-12-16 14:15:07,54.529498727484,18.5560920395119,3906
"166","Gdynia","Cargo",758589,1,2016-12-18 03:45:07,2016-12-19 03:39:07,54.5440320992908,18.5065145673759,1434
"167","Gdynia","Cargo",4122562,1,2016-12-16 20:47:10,2016-12-17 21:05:08,54.5288846985816,18.5412891666667,1458
"168","Gdynia","Cargo",4252519,1,2016-12-19 18:41:07,2016-12-20 09:59:07,54.539333007335,18.5176853789731,918
"169","Gdynia","Fishing",181857,1,2016-12-13 10:31:08,2016-12-18 08:07:06,54.5356051201704,18.5183439397627,7056
"170","Gdynia","Fishing",315746,1,2016-12-20 07:11:17,2016-12-20 09:59:07,54.5223325581395,18.5584718604651,168
"171","Gdynia","Fishing",315877,1,2016-12-13 10:31:08,2016-12-17 10:51:07,54.5241333730835,18.5570660136286,5780
"172","Gdynia","Fishing",315959,1,2016-12-18 22:33:07,2016-12-18 22:43:07,54.407305,18.6612883333333,10
"173","Gdynia","Fishing",315960,1,2016-12-20 01:49:06,2016-12-20 02:11:14,54.407092,18.661472,22
"174","Gdynia","Fishing",315983,1,2016-12-13 10:31:08,2016-12-20 09:43:06,54.521920860569,18.5511293933694,10032
"175","Gdynia","Fishing",316599,1,2016-12-13 10:31:08,2016-12-20 09:59:07,54.5208661015527,18.5532527318506,10048
"176","Gdynia","Fishing",316934,1,2016-12-14 09:09:07,2016-12-15 11:59:07,54.5215519946453,18.5499875502008,1610
"177","Gdynia","Fishing",317379,1,2016-12-15 15:51:07,2016-12-16 17:47:07,54.5222812936611,18.5576005821475,1556
"178","Gdynia","Fishing",1198107,1,2016-12-13 10:31:08,2016-12-20 09:59:07,54.5218914789652,18.5503936111837,10048
"179","Gdynia","Fishing",4190565,1,2016-12-16 20:07:07,2016-12-20 09:43:06,54.5363269663832,18.5167266423653,5136
"180","Gdynia","Passenger",201103,1,2016-12-13 19:45:07,2016-12-20 04:35:07,54.5458296325879,18.5030551597444,9170
"181","Gdynia","Passenger",315775,1,2016-12-13 18:13:07,2016-12-20 09:03:06,54.5193891937834,18.5547905002428,9530
"182","Gdynia","Passenger",320105,1,2016-12-13 17:01:17,2016-12-19 19:03:15,54.5455612171053,18.5049177631579,8762
"183","Gdynia","Passenger",373778,1,2016-12-15 05:33:07,2016-12-20 07:13:06,54.5455670243902,18.5052598536585,7300
"184","Gdynia","Passenger",376082,1,2016-12-13 10:31:08,2016-12-19 15:59:06,54.4040279748603,18.6779878351955,8968
"185","Gdynia","Passenger",1037103,1,2016-12-13 10:31:08,2016-12-20 09:59:07,54.524256480322,18.5591996936494,10048
"186","Gdynia","Pleasure",316280,1,2016-12-13 10:31:08,2016-12-20 09:59:07,54.5180006804374,18.5523045443499,10048
"187","Gdynia","Pleasure",316482,1,2016-12-14 12:01:09,2016-12-20 09:59:07,54.5179514834374,18.5500040182429,8518
"188","Gdynia","Pleasure",316664,1,2016-12-13 10:31:08,2016-12-20 09:59:07,54.5192234590129,18.5585729993645,10048
"189","Gdynia","Pleasure",317163,1,2016-12-13 10:31:08,2016-12-18 14:01:07,54.5203041007194,18.5501849280576,7410
"190","Gdynia","Pleasure",317205,1,2016-12-13 12:03:08,2016-12-14 11:59:07,54.51734,18.55065,1436
"191","Gdynia","Pleasure",3900094,1,2016-12-16 08:29:07,2016-12-17 08:25:06,54.4041057377049,18.6763721311475,1436
"192","Gdynia","Pleasure",4041669,1,2016-12-13 10:31:08,2016-12-16 11:23:08,54.5175099746193,18.5540261844332,4372
"193","Gdynia","Tanker",6333,1,2016-12-16 10:15:08,2016-12-19 01:11:07,54.4048657234043,18.7183056329787,3776
"194","Gdynia","Tanker",6349,1,2016-12-18 21:37:06,2016-12-19 23:15:15,54.4055368449198,18.7193382754011,1538
"195","Gdynia","Tanker",149310,1,2016-12-16 20:29:07,2016-12-18 11:37:07,54.4056339500861,18.719277383821,2348
"196","Gdynia","Tanker",151751,1,2016-12-13 10:31:08,2016-12-14 01:29:07,54.5336033777778,18.5618024222222,898
"197","Gdynia","Tanker",156246,1,2016-12-15 03:39:07,2016-12-15 22:29:08,54.4056261524823,18.7193002836879,1130
"198","Gdynia","Tanker",204384,1,2016-12-13 10:31:08,2016-12-13 15:57:09,54.5321957926829,18.5334852439024,326
"199","Gdynia","Tanker",213558,1,2016-12-14 18:57:07,2016-12-16 08:53:07,54.4048524578527,18.7178565483585,2276
"200","Gdynia","Tanker",223660,1,2016-12-15 19:49:07,2016-12-17 09:57:07,54.5298855154185,18.5493115330396,2288
"201","Gdynia","Tanker",299816,1,2016-12-14 09:09:07,2016-12-18 13:15:06,54.5270074926772,18.5583665846514,6006
"202","Gdynia","Tanker",316923,1,2016-12-13 14:19:07,2016-12-16 17:53:07,54.4628784210526,18.6073098245614,4534
"203","Gdynia","Tanker",327030,1,2016-12-15 21:43:07,2016-12-16 22:25:07,54.4032636935705,18.7157550615595,1482
"204","Gdynia","Tanker",687940,1,2016-12-16 10:19:07,2016-12-20 09:59:07,54.5270687509579,18.5581283448276,5740
"205","Gdynia","Tanker",712443,1,2016-12-19 22:07:16,2016-12-20 09:59:07,54.4048260771704,18.7183843086817,712
"206","Gdynia","Tanker",728871,1,2016-12-13 10:31:08,2016-12-20 09:59:07,54.5358903117048,18.5213783502969,10048
"207","Gdynia","Tanker",737998,1,2016-12-19 21:27:07,2016-12-20 09:59:07,54.5278183383686,18.5598590332326,752
"208","Gdynia","Tanker",3615006,1,2016-12-13 10:31:08,2016-12-14 16:47:28,54.4048611340206,18.7180234020619,1816
"209","Gdynia","Tanker",3711400,1,2016-12-15 13:19:07,2016-12-17 10:21:06,54.4021876208178,18.7161057100372,2702
"210","Gdynia","Tanker",4028143,1,2016-12-13 10:31:08,2016-12-13 12:05:07,54.5325,18.561,94
"211","Gdynia","Tug",2962,1,2016-12-13 10:31:08,2016-12-20 09:59:07,54.5240328150816,18.5547030269011,10048
"212","Gdynia","Tug",201975,1,2016-12-13 10:31:08,2016-12-20 09:59:07,54.5222122306238,18.5522756408318,10048
"213","Gdynia","Tug",284483,1,2016-12-16 11:31:07,2016-12-20 09:59:07,54.5355901825484,18.5290178167214,5668
"214","Gdynia","Tug",315660,1,2016-12-14 12:35:07,2016-12-20 09:59:07,54.5365414983165,18.5284730759981,8484
"215","Gdynia","Tug",315661,1,2016-12-13 14:03:08,2016-12-20 06:17:06,54.404533125,18.6701195535714,9614
"216","Gdynia","Tug",315672,1,2016-12-13 10:31:08,2016-12-19 22:03:06,54.4041313714286,18.7079872571429,9332
"217","Gdynia","Tug",315676,1,2016-12-16 02:11:08,2016-12-19 07:33:07,54.4089488888889,18.66234,4642
