Country,Month,Year,Lat,Lon,Value,ISO2,ISO3
Ghana,1,2005,7.95,-1.02,1,GH,GHA
Guadeloupe,9,2006,17.0,-62.07,1,GP,GLP
Guadeloupe,10,2006,17.0,-62.07,1,GP,GLP
Guam,1,2001,13.44,144.79,2,GU,GUM
Guatemala,1,2009,15.78,-90.23,1,GT,GTM
Guatemala,1,2010,15.78,-90.23,1,GT,GTM
Haiti,6,2014,18.97,-72.29,1,HT,HTI
India,1,1974,20.59,78.96,1,IN,IND
India,1,1983,20.59,78.96,1,IN,IND
India,1,1990,20.59,78.96,1,IN,IND
India,1,1991,20.59,78.96,1,IN,IND
India,1,1992,20.59,78.96,1,IN,IND
India,1,1993,20.59,78.96,2,IN,IND
India,1,1994,20.59,78.96,2,IN,IND
India,1,1995,20.59,78.96,1,IN,IND
India,1,1996,20.59,78.96,2,IN,IND
India,1,1997,20.59,78.96,1,IN,IND
India,1,2001,20.59,78.96,3,IN,IND
India,1,2003,20.59,78.96,1,IN,IND
India,1,2004,20.59,78.96,1,IN,IND
India,1,2005,20.59,78.96,3,IN,IND
India,1,2006,20.59,78.96,3,IN,IND
India,1,2009,20.59,78.96,3,IN,IND
India,1,2010,20.59,78.96,3,IN,IND
India,9,2010,20.59,78.96,1,IN,IND
India,1,2011,20.59,78.96,2,IN,IND
India,1,2013,20.59,78.96,1,IN,IND
India,1,2015,20.59,78.96,1,IN,IND
India,8,2015,20.59,78.96,3,IN,IND
Indonesia,1,1975,-0.79,113.92,3,ID,IDN
Indonesia,1,1976,-0.79,113.92,3,ID,IDN
Indonesia,1,1997,-0.79,113.92,1,ID,IDN
Indonesia,1,1998,-0.79,113.92,2,ID,IDN
Indonesia,7,2007,-0.79,113.92,3,ID,IDN
Indonesia,8,2007,-0.79,113.92,1,ID,IDN
Indonesia,9,2007,-0.79,113.92,2,ID,IDN
Indonesia,11,2007,-0.79,113.92,2,ID,IDN
Indonesia,12,2007,-0.79,113.92,2,ID,IDN
Indonesia,2,2008,-0.79,113.92,3,ID,IDN
Indonesia,3,2008,-0.79,113.92,3,ID,IDN
Indonesia,4,2008,-0.79,113.92,3,ID,IDN
Indonesia,3,2010,-0.79,113.92,2,ID,IDN
Indonesia,4,2010,-0.79,113.92,3,ID,IDN
Indonesia,5,2010,-0.79,113.92,1,ID,IDN
Indonesia,6,2010,-0.79,113.92,3,ID,IDN
Indonesia,8,2010,-0.79,113.92,1,ID,IDN
Indonesia,9,2010,-0.79,113.92,1,ID,IDN
Indonesia,10,2010,-0.79,113.92,2,ID,IDN
Indonesia,12,2010,-0.79,113.92,1,ID,IDN
Indonesia,12,2011,-0.79,113.92,1,ID,IDN
Indonesia,2,2012,-0.79,113.92,2,ID,IDN
Indonesia,4,2013,-0.79,113.92,1,ID,IDN
Indonesia,5,2014,-0.79,113.92,1,ID,IDN
Indonesia,1,2015,-0.79,113.92,1,ID,IDN
Ireland,8,2010,53.41,-8.24,1,IE,IRL
Ireland,8,2011,53.41,-8.24,1,IE,IRL
Ireland,11,2011,53.41,-8.24,1,IE,IRL
Jamaica,1,1983,18.11,-77.3,1,JM,JAM
Jamaica,1,2007,18.11,-77.3,1,JM,JAM
Jamaica,1,2008,18.11,-77.3,1,JM,JAM
Japan,9,2007,36.2,138.25,1,JP,JPN
Japan,8,2008,36.2,138.25,1,JP,JPN
Malaysia,1,1997,4.21,101.98,1,MY,MYS
Malaysia,1,2000,4.21,101.98,1,MY,MYS
Malaysia,1,2004,4.21,101.98,3,MY,MYS
Malaysia,1,2014,4.21,101.98,3,MY,MYS
Malaysia,2,2014,4.21,101.98,3,MY,MYS
Martinique,1,1998,14.64,-61.02,1,MQ,MTQ
Martinique,6,2005,14.64,-61.02,1,MQ,MTQ
Martinique,8,2005,14.64,-61.02,1,MQ,MTQ
Martinique,9,2005,14.64,-61.02,1,MQ,MTQ
Martinique,10,2005,14.64,-61.02,1,MQ,MTQ
Martinique,11,2005,14.64,-61.02,1,MQ,MTQ
Mexico,1,2002,23.63,-102.55,1,MX,MEX
Mexico,8,2002,23.63,-102.55,1,MX,MEX
Mexico,1,2003,23.63,-102.55,1,MX,MEX
Mexico,1,2004,23.63,-102.55,1,MX,MEX
Mexico,9,2005,23.63,-102.55,1,MX,MEX
Mexico,1,2007,23.63,-102.55,1,MX,MEX
Mexico,1,2008,23.63,-102.55,1,MX,MEX
Mexico,1,2010,23.63,-102.55,1,MX,MEX
Mexico,1,2011,23.63,-102.55,3,MX,MEX
Mexico,1,2012,23.63,-102.55,2,MX,MEX
Micronesia,1,2011,7.43,150.55,2,FM,FSM
Micronesia,9,2011,7.43,150.55,1,FM,FSM
Myanmar,9,2013,21.91,95.96,3,MM,MMR
Myanmar,10,2013,21.91,95.96,3,MM,MMR
Myanmar,11,2013,21.91,95.96,3,MM,MMR
Myanmar,1,2015,21.91,95.96,2,MM,MMR
New Caledonia,12,1996,-20.9,165.62,1,NC,NCL
New Caledonia,5,1997,-20.9,165.62,1,NC,NCL
New Caledonia,7,1997,-20.9,165.62,1,NC,NCL
New Caledonia,12,1997,-20.9,165.62,2,NC,NCL
New Caledonia,1,1998,-20.9,165.62,2,NC,NCL
New Caledonia,7,1998,-20.9,165.62,3,NC,NCL
New Caledonia,1,1999,-20.9,165.62,1,NC,NCL
New Caledonia,5,1999,-20.9,165.62,2,NC,NCL
Nicaragua,1,1999,12.87,-85.21,2,NI,NIC
Nicaragua,1,2000,12.87,-85.21,3,NI,NIC
Nicaragua,1,2001,12.87,-85.21,3,NI,NIC
Nicaragua,1,2002,12.87,-85.21,1,NI,NIC
Nicaragua,1,2004,12.87,-85.21,2,NI,NIC
Nicaragua,1,2005,12.87,-85.21,3,NI,NIC
Nicaragua,1,2006,12.87,-85.21,3,NI,NIC
Nicaragua,1,2007,12.87,-85.21,2,NI,NIC
Nicaragua,1,2008,12.87,-85.21,2,NI,NIC
Nicaragua,1,2009,12.87,-85.21,2,NI,NIC
Pakistan,1,2008,30.38,69.35,2,PK,PAK
Pakistan,1,2009,30.38,69.35,3,PK,PAK
Pakistan,11,2010,30.38,69.35,1,PK,PAK
Pakistan,1,2011,30.38,69.35,3,PK,PAK
Pakistan,8,2011,30.38,69.35,2,PK,PAK
Pakistan,10,2011,30.38,69.35,1,PK,PAK
Pakistan,8,2013,30.38,69.35,2,PK,PAK
Pakistan,10,2013,30.38,69.35,1,PK,PAK
Pakistan,1,2014,30.38,69.35,1,PK,PAK
Papua New Guinea,1,1988,-6.31,143.96,1,PG,PNG
Papua New Guinea,1,2003,-6.31,143.96,1,PG,PNG
Papua New Guinea,1,2009,-6.31,143.96,1,PG,PNG
Papua New Guinea,1,2010,-6.31,143.96,2,PG,PNG
Papua New Guinea,4,2013,-6.31,143.96,1,PG,PNG
Peru,2,2002,-9.19,-75.02,1,PE,PER
Peru,3,2002,-9.19,-75.02,1,PE,PER
Peru,3,2007,-9.19,-75.02,1,PE,PER
Peru,2,2009,-9.19,-75.02,1,PE,PER
Peru,10,2010,-9.19,-75.02,2,PE,PER
Peru,11,2010,-9.19,-75.02,3,PE,PER
Peru,12,2010,-9.19,-75.02,3,PE,PER
Peru,1,2011,-9.19,-75.02,3,PE,PER
Peru,2,2011,-9.19,-75.02,3,PE,PER
Peru,3,2011,-9.19,-75.02,2,PE,PER
Peru,4,2011,-9.19,-75.02,3,PE,PER
Peru,5,2011,-9.19,-75.02,1,PE,PER
Philippines,1,1999,12.88,121.77,1,PH,PHL
Philippines,1,2000,12.88,121.77,2,PH,PHL
Philippines,1,2009,12.88,121.77,1,PH,PHL
Philippines,1,2010,12.88,121.77,2,PH,PHL
Philippines,8,2015,12.88,121.77,1,PH,PHL
Puerto Rico,1,1986,18.22,-66.59,3,PR,PRI
Puerto Rico,1,1987,18.22,-66.59,3,PR,PRI
Puerto Rico,1,1988,18.22,-66.59,3,PR,PRI
Puerto Rico,1,1989,18.22,-66.59,3,PR,PRI
Puerto Rico,1,1990,18.22,-66.59,3,PR,PRI
Puerto Rico,1,1991,18.22,-66.59,1,PR,PRI
Puerto Rico,1,1992,18.22,-66.59,1,PR,PRI
Puerto Rico,1,1993,18.22,-66.59,3,PR,PRI
Puerto Rico,1,1994,18.22,-66.59,3,PR,PRI
Puerto Rico,1,1995,18.22,-66.59,3,PR,PRI
Puerto Rico,1,1996,18.22,-66.59,3,PR,PRI
Puerto Rico,1,1997,18.22,-66.59,2,PR,PRI
Puerto Rico,1,1998,18.22,-66.59,2,PR,PRI
Puerto Rico,1,1999,18.22,-66.59,3,PR,PRI
Puerto Rico,1,2000,18.22,-66.59,3,PR,PRI
Puerto Rico,1,2001,18.22,-66.59,1,PR,PRI
Puerto Rico,1,2002,18.22,-66.59,2,PR,PRI
Puerto Rico,1,2003,18.22,-66.59,3,PR,PRI
Puerto Rico,1,2004,18.22,-66.59,3,PR,PRI
Puerto Rico,1,2005,18.22,-66.59,3,PR,PRI
Puerto Rico,1,2006,18.22,-66.59,3,PR,PRI
Puerto Rico,1,2007,18.22,-66.59,2,PR,PRI
Puerto Rico,1,2010,18.22,-66.59,2,PR,PRI
Puerto Rico,1,2013,18.22,-66.59,3,PR,PRI
Saudi Arabia,1,1994,23.89,45.08,3,SA,SAU
Saudi Arabia,1,2004,23.89,45.08,2,SA,SAU
Saudi Arabia,1,2014,23.89,45.08,2,SA,SAU
Seychelles,1,1977,-4.68,55.49,1,SC,SYC
Singapore,1,2005,1.35,103.82,3,SG,SGP
Singapore,1,2007,1.35,103.82,1,SG,SGP
Singapore,4,2007,1.35,103.82,1,SG,SGP
Singapore,8,2008,1.35,103.82,1,SG,SGP
Singapore,1,2009,1.35,103.82,1,SG,SGP
Singapore,1,2010,1.35,103.82,1,SG,SGP
Singapore,1,2011,1.35,103.82,3,SG,SGP
Singapore,2,2011,1.35,103.82,1,SG,SGP
Singapore,4,2011,1.35,103.82,3,SG,SGP
Singapore,5,2011,1.35,103.82,3,SG,SGP
Singapore,6,2011,1.35,103.82,3,SG,SGP
Singapore,1,2012,1.35,103.82,3,SG,SGP
Singapore,1,2013,1.35,103.82,3,SG,SGP
Singapore,4,2013,1.35,103.82,1,SG,SGP
Singapore,3,2014,1.35,103.82,1,SG,SGP
Singapore,3,2015,1.35,103.82,1,SG,SGP
Singapore,2,2016,1.35,103.82,1,SG,SGP
Somalia,1,1984,5.15,46.2,1,SO,SOM
Somalia,1,2011,5.15,46.2,3,SO,SOM
Spain,1,1998,40.46,-3.75,1,ES,ESP
Spain,1,1999,40.46,-3.75,1,ES,ESP
Spain,1,2000,40.46,-3.75,3,ES,ESP
Spain,1,2001,40.46,-3.75,1,ES,ESP
Spain,1,2004,40.46,-3.75,1,ES,ESP
Spain,1,2007,40.46,-3.75,2,ES,ESP
Sri Lanka,1,1985,7.87,80.77,1,LK,LKA
Sri Lanka,1,1989,7.87,80.77,1,LK,LKA
Sri Lanka,1,1990,7.87,80.77,1,LK,LKA
Sri Lanka,1,1996,7.87,80.77,1,LK,LKA
Sri Lanka,1,2003,7.87,80.77,1,LK,LKA
Sri Lanka,1,2004,7.87,80.77,1,LK,LKA
Sri Lanka,6,2017,7.87,80.77,2,LK,LKA
Suriname,8,2005,3.92,-56.03,1,SR,SUR
Suriname,10,2005,3.92,-56.03,1,SR,SUR
Taiwan,1,1981,23.7,120.96,1,TW,TWN
Taiwan,1,1987,23.7,120.96,2,TW,TWN
Taiwan,1,1998,23.7,120.96,1,TW,TWN
Taiwan,1,2002,23.7,120.96,3,TW,TWN
Taiwan,1,2004,23.7,120.96,1,TW,TWN
Taiwan,1,2005,23.7,120.96,2,TW,TWN
Taiwan,1,2009,23.7,120.96,1,TW,TWN
Taiwan,1,2010,23.7,120.96,1,TW,TWN
Taiwan,1,2011,23.7,120.96,1,TW,TWN
Taiwan,1,2012,23.7,120.96,1,TW,TWN
Tanzania,1,2014,-6.37,34.89,1,TZ,TZA
Tanzania,6,2014,-6.37,34.89,1,TZ,TZA
Thailand,1,1974,15.87,100.99,3,TH,THA
Thailand,1,1977,15.87,100.99,2,TH,THA
Thailand,1,1978,15.87,100.99,2,TH,THA
Thailand,1,1979,15.87,100.99,3,TH,THA
Thailand,1,1980,15.87,100.99,3,TH,THA
Thailand,1,1981,15.87,100.99,3,TH,THA
Thailand,1,1982,15.87,100.99,3,TH,THA
Thailand,1,1983,15.87,100.99,3,TH,THA
Thailand,1,1984,15.87,100.99,3,TH,THA
Thailand,1,1985,15.87,100.99,3,TH,THA
Thailand,1,1986,15.87,100.99,2,TH,THA
Thailand,1,1987,15.87,100.99,2,TH,THA
Thailand,1,1988,15.87,100.99,2,TH,THA
Thailand,1,1990,15.87,100.99,3,TH,THA
Thailand,1,1991,15.87,100.99,3,TH,THA
Thailand,1,1992,15.87,100.99,2,TH,THA
Thailand,1,1993,15.87,100.99,3,TH,THA
Thailand,1,1994,15.87,100.99,3,TH,THA
Thailand,1,1995,15.87,100.99,2,TH,THA
Thailand,1,1996,15.87,100.99,3,TH,THA
Thailand,1,1997,15.87,100.99,1,TH,THA
Thailand,1,1998,15.87,100.99,1,TH,THA
Thailand,1,1999,15.87,100.99,1,TH,THA
Thailand,1,2001,15.87,100.99,3,TH,THA
Trinidad And Tobago,1,1953,15.87,100.99,1,TH,THA
USA,1,1990,15.87,100.99,1,TH,THA
USA,1,2005,15.87,100.99,1,TH,THA
USA,1,2006,15.87,100.99,1,TH,THA
USA,1,2007,15.87,100.99,1,TH,THA
USA,5,2016,15.87,100.99,1,TH,THA
Venezuela,1,1990,6.42,-66.59,2,VE,VEN
Venezuela,1,1991,6.42,-66.59,3,VE,VEN
Venezuela,1,1996,6.42,-66.59,2,VE,VEN
Venezuela,1,2000,6.42,-66.59,1,VE,VEN
Venezuela,1,2001,6.42,-66.59,1,VE,VEN
Venezuela,1,2003,6.42,-66.59,1,VE,VEN
Venezuela,1,2004,6.42,-66.59,1,VE,VEN
Venezuela,1,2005,6.42,-66.59,2,VE,VEN
Venezuela,1,2006,6.42,-66.59,2,VE,VEN
Venezuela,1,2007,6.42,-66.59,3,VE,VEN
Vietnam,1,1988,14.06,108.28,1,VN,VNM
Vietnam,1,1995,14.06,108.28,1,VN,VNM
Vietnam,1,1999,14.06,108.28,1,VN,VNM
Vietnam,1,2002,14.06,108.28,2,VN,VNM
Vietnam,1,2003,14.06,108.28,3,VN,VNM
Vietnam,1,2006,14.06,108.28,2,VN,VNM
Vietnam,1,2007,14.06,108.28,1,VN,VNM
Vietnam,7,2008,14.06,108.28,1,VN,VNM
Vietnam,8,2008,14.06,108.28,2,VN,VNM
Vietnam,9,2008,14.06,108.28,1,VN,VNM
Vietnam,10,2008,14.06,108.28,3,VN,VNM
Vietnam,11,2008,14.06,108.28,1,VN,VNM
Vietnam,12,2008,14.06,108.28,1,VN,VNM
Vietnam,2,2009,14.06,108.28,1,VN,VNM
Vietnam,4,2009,14.06,108.28,1,VN,VNM
Vietnam,6,2009,14.06,108.28,1,VN,VNM
Vietnam,7,2009,14.06,108.28,3,VN,VNM
Vietnam,8,2009,14.06,108.28,2,VN,VNM
Vietnam,9,2009,14.06,108.28,1,VN,VNM
Vietnam,10,2009,14.06,108.28,3,VN,VNM
