lat,lon
53.261518,11.700000
53.326624,11.800000
53.391628,11.900000
53.456530,12.000000
53.521331,12.100000
53.586029,12.200000
53.650626,12.300000
53.715119,12.400000
53.779510,12.500000
53.843798,12.600000
53.907983,12.700000
53.972065,12.800000
54.036043,12.900000
54.099918,13.000000
54.163689,13.100000
54.227355,13.200000
54.290918,13.300000
54.354376,13.400000
54.417729,13.500000
54.480977,13.600000
54.544121,13.700000
54.607159,13.800000
54.670091,13.900000
54.732919,14.000000
54.795640,14.100000
54.858255,14.200000
54.920764,14.300000
54.983167,14.400000
55.045463,14.500000
55.107653,14.600000
55.169735,14.700000
55.231710,14.800000
55.293579,14.900000
55.355339,15.000000
55.416992,15.100000
55.478537,15.200000
55.539974,15.300000
55.601302,15.400000
55.662522,15.500000
55.723634,15.600000
55.784637,15.700000
55.845530,15.800000
55.906315,15.900000
55.966990,16.000000
56.027556,16.100000
56.088011,16.200000
56.148357,16.300000
56.208593,16.400000
56.268719,16.500000
56.328734,16.600000
56.388638,16.700000
56.448431,16.800000
56.508114,16.900000
56.567685,17.000000
56.627145,17.100000
56.686493,17.200000
56.745730,17.300000
56.804854,17.400000
56.863867,17.500000
56.922767,17.600000
56.981555,17.700000
57.040230,17.800000
57.098792,17.900000
57.157241,18.000000
57.215577,18.100000
57.273800,18.200000
57.331909,18.300000
57.389905,18.400000
57.447786,18.500000
57.505553,18.600000
57.563207,18.700000
57.620745,18.800000
57.678170,18.900000
57.735479,19.000000
57.792673,19.100000
57.849753,19.200000
57.906717,19.300000
57.963565,19.400000
58.020298,19.500000
58.076915,19.600000
58.133416,19.700000
58.189801,19.800000
58.246070,19.900000
58.302222,20.000000
58.358258,20.100000
58.414176,20.200000
58.469978,20.300000
58.525662,20.400000
58.581229,20.500000
58.636679,20.600000
58.692010,20.700000
58.747224,20.800000
58.802320,20.900000
58.857298,21.000000
58.912157,21.100000
58.966898,21.200000
59.021520,21.300000
59.076024,21.400000
59.130408,21.500000
59.184673,21.600000
59.238819,21.700000
59.292845,21.800000
59.346751,21.900000
59.400538,22.000000
59.454204,22.100000
59.507751,22.200000
59.561177,22.300000
59.614482,22.400000
59.667667,22.500000
59.720731,22.600000
59.773674,22.700000
59.826496,22.800000
59.879196,22.900000
59.931776,23.000000
59.984233,23.100000
60.036569,23.200000
60.088782,23.300000
60.140874,23.400000
60.192843,23.500000
60.244690,23.600000
60.296414,23.700000
60.348016,23.800000
60.399494,23.900000
60.450850,24.000000
60.502082,24.100000
60.553191,24.200000
60.604176,24.300000
60.655038,24.400000
60.705776,24.500000
60.756390,24.600000
60.806880,24.700000
60.857245,24.800000
60.907486,24.900000
60.957602,25.000000
61.007594,25.100000
61.057460,25.200000
61.107202,25.300000
61.156818,25.400000
61.206309,25.500000
61.255675,25.600000
61.304915,25.700000
61.354029,25.800000
61.403017,25.900000
61.451879,26.000000
61.500614,26.100000
61.549223,26.200000
61.597706,26.300000
61.646062,26.400000
61.694291,26.500000
61.742393,26.600000
61.790368,26.700000
61.838216,26.800000
61.885936,26.900000
61.933528,27.000000
61.980993,27.100000
62.028330,27.200000
62.075539,27.300000
62.122620,27.400000
62.169572,27.500000
62.216396,27.600000
62.263092,27.700000
62.309658,27.800000
62.356096,27.900000
62.402405,28.000000
62.448584,28.100000
62.494635,28.200000
62.540555,28.300000
62.586347,28.400000
62.632008,28.500000
62.677540,28.600000
62.722942,28.700000
62.768213,28.800000
62.813354,28.900000
62.858365,29.000000
62.903245,29.100000
62.947995,29.200000
62.992614,29.300000
63.037101,29.400000
63.081458,29.500000
63.125683,29.600000
63.169778,29.700000
63.213740,29.800000
63.257571,29.900000
63.301270,30.000000
63.344837,30.100000
63.388273,30.200000
63.431576,30.300000
63.474746,30.400000
63.517785,30.500000
63.560691,30.600000
63.603464,30.700000
63.646104,30.800000
63.688611,30.900000
63.730985,31.000000
63.773226,31.100000
63.815334,31.200000
63.857308,31.300000
63.899149,31.400000
63.940856,31.500000
63.982429,31.600000
64.023868,31.700000
64.065173,31.800000
64.106343,31.900000
64.147380,32.000000
64.188282,32.100000
64.229049,32.200000
64.269681,32.300000
64.310179,32.400000
64.350542,32.500000
64.390769,32.600000
64.430862,32.700000
64.470819,32.800000
64.510640,32.900000
64.550326,33.000000
64.589876,33.100000
64.629291,33.200000
64.668569,33.300000
64.707712,33.400000
64.746718,33.500000
64.785588,33.600000
64.824322,33.700000
64.862918,33.800000
64.901379,33.900000
64.939702,34.000000
64.977889,34.100000
65.015939,34.200000
65.053851,34.300000
65.091626,34.400000
65.129264,34.500000
65.166765,34.600000
65.204127,34.700000
65.241353,34.800000
65.278440,34.900000
65.315389,35.000000
65.352201,35.100000
65.388874,35.200000
65.425409,35.300000
65.461805,35.400000
65.498064,35.500000
65.534183,35.600000
65.570164,35.700000
65.606006,35.800000
65.641709,35.900000
65.677273,36.000000
65.712698,36.100000
65.747983,36.200000
65.783130,36.300000
65.818136,36.400000
65.853004,36.500000
65.887731,36.600000
65.922319,36.700000
65.956767,36.800000
65.991075,36.900000
66.025243,37.000000
66.059270,37.100000
66.093158,37.200000
66.126904,37.300000
66.160511,37.400000
66.193977,37.500000
66.227302,37.600000
66.260486,37.700000
66.293529,37.800000
66.326432,37.900000
66.359193,38.000000
66.391813,38.100000
66.424291,38.200000
66.456629,38.300000
66.488824,38.400000
66.520878,38.500000
66.552791,38.600000
66.584561,38.700000
66.616190,38.800000
66.647677,38.900000
66.679021,39.000000
66.710224,39.100000
66.741284,39.200000
66.772202,39.300000
66.802977,39.400000
66.833609,39.500000
66.864099,39.600000
66.894447,39.700000
66.924651,39.800000
66.954713,39.900000
66.984631,40.000000
67.014406,40.100000
67.044038,40.200000
67.073527,40.300000
67.102873,40.400000
67.132075,40.500000
67.161133,40.600000
67.190048,40.700000
67.218819,40.800000
67.247446,40.900000
67.275929,41.000000
67.304268,41.100000
67.332463,41.200000
67.360514,41.300000
67.388421,41.400000
67.416183,41.500000
67.443801,41.600000
67.471274,41.700000
67.498603,41.800000
67.525787,41.900000
67.552826,42.000000
67.579720,42.100000
67.606470,42.200000
67.633074,42.300000
67.659533,42.400000
67.685848,42.500000
67.712016,42.600000
67.738040,42.700000
67.763918,42.800000
67.789651,42.900000
67.815238,43.000000
67.840679,43.100000
67.865975,43.200000
67.891125,43.300000
67.916129,43.400000
67.940987,43.500000
67.965699,43.600000
67.990265,43.700000
68.014684,43.800000
68.038958,43.900000
68.063085,44.000000
68.087065,44.100000
68.110900,44.200000
68.134587,44.300000
68.158128,44.400000
68.181523,44.500000
68.204770,44.600000
68.227871,44.700000
68.250825,44.800000
68.273632,44.900000
68.296291,45.000000
68.318804,45.100000
68.341169,45.200000
68.363388,45.300000
68.385459,45.400000
68.407382,45.500000
68.429158,45.600000
68.450787,45.700000
68.472267,45.800000
68.493601,45.900000
68.514786,46.000000
68.535824,46.100000
68.556714,46.200000
68.577456,46.300000
68.598050,46.400000
68.618496,46.500000
68.638794,46.600000
68.658944,46.700000
68.678945,46.800000
68.698798,46.900000
68.718503,47.000000
68.738060,47.100000
68.757468,47.200000
68.776727,47.300000
68.795838,47.400000
68.814800,47.500000
68.833614,47.600000
68.852279,47.700000
68.870795,47.800000
68.889162,47.900000
68.907380,48.000000
68.925449,48.100000
68.943369,48.200000
68.961141,48.300000
68.978762,48.400000
68.996235,48.500000
69.013559,48.600000
69.030733,48.700000
69.047758,48.800000
69.064633,48.900000
69.081359,49.000000
69.097936,49.100000
69.114363,49.200000
69.130640,49.300000
69.146767,49.400000
69.162745,49.500000
69.178574,49.600000
69.194252,49.700000
69.209780,49.800000
69.225159,49.900000
69.240388,50.000000
69.255466,50.100000
69.270395,50.200000
69.285173,50.300000
69.299802,50.400000
69.314280,50.500000
69.328608,50.600000
69.342786,50.700000
69.356813,50.800000
69.370690,50.900000
69.384417,51.000000
69.397993,51.100000
69.411419,51.200000
69.424694,51.300000
69.437819,51.400000
69.450793,51.500000
69.463617,51.600000
69.476289,51.700000
69.488812,51.800000
69.501183,51.900000
69.513403,52.000000
69.525473,52.100000
69.537392,52.200000
69.549160,52.300000
69.560777,52.400000
69.572243,52.500000
69.583558,52.600000
69.594722,52.700000
69.605735,52.800000
69.616597,52.900000
69.627308,53.000000
69.637867,53.100000
69.648275,53.200000
69.658532,53.300000
69.668638,53.400000
69.678593,53.500000
69.688396,53.600000
69.698048,53.700000
69.707548,53.800000
69.716897,53.900000
69.726095,54.000000
69.735141,54.100000
69.744035,54.200000
69.752778,54.300000
69.761370,54.400000
69.769810,54.500000
69.778098,54.600000
69.786235,54.700000
69.794220,54.800000
69.802053,54.900000
69.809735,55.000000
69.817265,55.100000
69.824643,55.200000
69.831869,55.300000
69.838944,55.400000
69.845867,55.500000
69.852638,55.600000
69.859257,55.700000
69.865724,55.800000
69.872039,55.900000
69.878203,56.000000
69.884214,56.100000
69.890073,56.200000
69.895781,56.300000
69.901336,56.400000
69.906740,56.500000
69.911991,56.600000
69.917091,56.700000
69.922038,56.800000
69.926834,56.900000
69.931477,57.000000
69.935968,57.100000
69.940307,57.200000
69.944494,57.300000
69.948528,57.400000
69.952411,57.500000
69.956142,57.600000
69.959720,57.700000
69.963146,57.800000
69.966420,57.900000
69.969541,58.000000
69.972511,58.100000
69.975328,58.200000
69.977993,58.300000
69.980506,58.400000
69.982866,58.500000
69.985074,58.600000
69.987130,58.700000
69.989034,58.800000
69.990786,58.900000
69.992385,59.000000
69.993832,59.100000
69.995126,59.200000
69.996268,59.300000
69.997258,59.400000
69.998096,59.500000
69.998782,59.600000
69.999315,59.700000
69.999695,59.800000
69.999924,59.900000
70.000000,60.000000
69.999924,60.100000
69.999695,60.200000
69.999315,60.300000
69.998782,60.400000
69.998096,60.500000
69.997258,60.600000
69.996268,60.700000
69.995126,60.800000
69.993832,60.900000
69.992385,61.000000
69.990786,61.100000
69.989034,61.200000
69.987130,61.300000
69.985074,61.400000
69.982866,61.500000
69.980506,61.600000
69.977993,61.700000
69.975328,61.800000
69.972511,61.900000
69.969541,62.000000
69.966420,62.100000
69.963146,62.200000
69.959720,62.300000
69.956142,62.400000
69.952411,62.500000
69.948528,62.600000
69.944494,62.700000
69.940307,62.800000
69.935968,62.900000
69.931477,63.000000
69.926834,63.100000
69.922038,63.200000
69.917091,63.300000
69.911991,63.400000
69.906740,63.500000
69.901336,63.600000
69.895781,63.700000
69.890073,63.800000
69.884214,63.900000
69.878203,64.000000
69.872039,64.100000
69.865724,64.200000
69.859257,64.300000
69.852638,64.400000
69.845867,64.500000
69.838944,64.600000
69.831869,64.700000
69.824643,64.800000
69.817265,64.900000
69.809735,65.000000
69.802053,65.100000
69.794220,65.200000
69.786235,65.300000
69.778098,65.400000
69.769810,65.500000
69.761370,65.600000
69.752778,65.700000
69.744035,65.800000
69.735141,65.900000
69.726095,66.000000
69.716897,66.100000
69.707548,66.200000
69.698048,66.300000
69.688396,66.400000
69.678593,66.500000
69.668638,66.600000
69.658532,66.700000
69.648275,66.800000
69.637867,66.900000
69.627308,67.000000
69.616597,67.100000
69.605735,67.200000
69.594722,67.300000
69.583558,67.400000
69.572243,67.500000
69.560777,67.600000
69.549160,67.700000
69.537392,67.800000
69.525473,67.900000
69.513403,68.000000
69.501183,68.100000
69.488812,68.200000
69.476289,68.300000
69.463617,68.400000
69.450793,68.500000
69.437819,68.600000
69.424694,68.700000
69.411419,68.800000
69.397993,68.900000
69.384417,69.000000
69.370690,69.100000
69.356813,69.200000
69.342786,69.300000
69.328608,69.400000
69.314280,69.500000
69.299802,69.600000
69.285173,69.700000
69.270395,69.800000
69.255466,69.900000
69.240388,70.000000
69.225159,70.100000
69.209780,70.200000
69.194252,70.300000
69.178574,70.400000
69.162745,70.500000
69.146767,70.600000
69.130640,70.700000
69.114363,70.800000
69.097936,70.900000
69.081359,71.000000
69.064633,71.100000
69.047758,71.200000
69.030733,71.300000
69.013559,71.400000
68.996235,71.500000
68.978762,71.600000
68.961141,71.700000
68.943369,71.800000
68.925449,71.900000
68.907380,72.000000
68.889162,72.100000
68.870795,72.200000
68.852279,72.300000
68.833614,72.400000
68.814800,72.500000
68.795838,72.600000
68.776727,72.700000
68.757468,72.800000
68.738060,72.900000
68.718503,73.000000
68.698798,73.100000
68.678945,73.200000
68.658944,73.300000
68.638794,73.400000
68.618496,73.500000
68.598050,73.600000
68.577456,73.700000
68.556714,73.800000
68.535824,73.900000
68.514786,74.000000
68.493601,74.100000
68.472267,74.200000
68.450787,74.300000
68.429158,74.400000
68.407382,74.500000
68.385459,74.600000
68.363388,74.700000
68.341169,74.800000
68.318804,74.900000
68.296291,75.000000
68.273632,75.100000
68.250825,75.200000
68.227871,75.300000
68.204770,75.400000
68.181523,75.500000
68.158128,75.600000
68.134587,75.700000
68.110900,75.800000
68.087065,75.900000
68.063085,76.000000
68.038958,76.100000
68.014684,76.200000
67.990265,76.300000
67.965699,76.400000
67.940987,76.500000
67.916129,76.600000
67.891125,76.700000
67.865975,76.800000
67.840679,76.900000
67.815238,77.000000
67.789651,77.100000
67.763918,77.200000
67.738040,77.300000
67.712016,77.400000
67.685848,77.500000
67.659533,77.600000
67.633074,77.700000
67.606470,77.800000
67.579720,77.900000
67.552826,78.000000
67.525787,78.100000
67.498603,78.200000
67.471274,78.300000
67.443801,78.400000
67.416183,78.500000
67.388421,78.600000
67.360514,78.700000
67.332463,78.800000
67.304268,78.900000
67.275929,79.000000
67.247446,79.100000
67.218819,79.200000
67.190048,79.300000
67.161133,79.400000
67.132075,79.500000
67.102873,79.600000
67.073527,79.700000
67.044038,79.800000
67.014406,79.900000
66.984631,80.000000
66.954713,80.100000
66.924651,80.200000
66.894447,80.300000
66.864099,80.400000
66.833609,80.500000
66.802977,80.600000
66.772202,80.700000
66.741284,80.800000
66.710224,80.900000
66.679021,81.000000
66.647677,81.100000
66.616190,81.200000
66.584561,81.300000
66.552791,81.400000
66.520878,81.500000
66.488824,81.600000
66.456629,81.700000
66.424291,81.800000
66.391813,81.900000
66.359193,82.000000
66.326432,82.100000
66.293529,82.200000
66.260486,82.300000
66.227302,82.400000
66.193977,82.500000
66.160511,82.600000
66.126904,82.700000
66.093158,82.800000
66.059270,82.900000
66.025243,83.000000
65.991075,83.100000
65.956767,83.200000
65.922319,83.300000
65.887731,83.400000
65.853004,83.500000
65.818136,83.600000
65.783130,83.700000
65.747983,83.800000
65.712698,83.900000
65.677273,84.000000
65.641709,84.100000
65.606006,84.200000
65.570164,84.300000
65.534183,84.400000
65.498064,84.500000
65.461805,84.600000
65.425409,84.700000
65.388874,84.800000
65.352201,84.900000
65.315389,85.000000
65.278440,85.100000
65.241353,85.200000
65.204127,85.300000
65.166765,85.400000
65.129264,85.500000
65.091626,85.600000
65.053851,85.700000
65.015939,85.800000
64.977889,85.900000
64.939702,86.000000
64.901379,86.100000
64.862918,86.200000
64.824322,86.300000
64.785588,86.400000
64.746718,86.500000
64.707712,86.600000
64.668569,86.700000
64.629291,86.800000
64.589876,86.900000
64.550326,87.000000
64.510640,87.100000
64.470819,87.200000
64.430862,87.300000
64.390769,87.400000
64.350542,87.500000
64.310179,87.600000
64.269681,87.700000
64.229049,87.800000
64.188282,87.900000
64.147380,88.000000
64.106343,88.100000
64.065173,88.200000
64.023868,88.300000
63.982429,88.400000
63.940856,88.500000
63.899149,88.600000
63.857308,88.700000
63.815334,88.800000
63.773226,88.900000
63.730985,89.000000
63.688611,89.100000
63.646104,89.200000
63.603464,89.300000
63.560691,89.400000
63.517785,89.500000
63.474746,89.600000
63.431576,89.700000
63.388273,89.800000
63.344837,89.900000
63.301270,90.000000
63.257571,90.100000
63.213740,90.200000
63.169778,90.300000
63.125683,90.400000
63.081458,90.500000
63.037101,90.600000
62.992614,90.700000
62.947995,90.800000
62.903245,90.900000
62.858365,91.000000
62.813354,91.100000
62.768213,91.200000
62.722942,91.300000
62.677540,91.400000
62.632008,91.500000
62.586347,91.600000
62.540555,91.700000
62.494635,91.800000
62.448584,91.900000
62.402405,92.000000
62.356096,92.100000
62.309658,92.200000
62.263092,92.300000
62.216396,92.400000
62.169572,92.500000
62.122620,92.600000
62.075539,92.700000
62.028330,92.800000
61.980993,92.900000
61.933528,93.000000
61.885936,93.100000
61.838216,93.200000
61.790368,93.300000
61.742393,93.400000
61.694291,93.500000
61.646062,93.600000
61.597706,93.700000
61.549223,93.800000
61.500614,93.900000
61.451879,94.000000
61.403017,94.100000
61.354029,94.200000
61.304915,94.300000
61.255675,94.400000
61.206309,94.500000
61.156818,94.600000
61.107202,94.700000
61.057460,94.800000
61.007594,94.900000
60.957602,95.000000
60.907486,95.100000
60.857245,95.200000
60.806880,95.300000
60.756390,95.400000
60.705776,95.500000
60.655038,95.600000
60.604176,95.700000
60.553191,95.800000
60.502082,95.900000
60.450850,96.000000
60.399494,96.100000
60.348016,96.200000
60.296414,96.300000
60.244690,96.400000
60.192843,96.500000
60.140874,96.600000
60.088782,96.700000
60.036569,96.800000
59.984233,96.900000
59.931776,97.000000
59.879196,97.100000
59.826496,97.200000
59.773674,97.300000
59.720731,97.400000
59.667667,97.500000
59.614482,97.600000
59.561177,97.700000
59.507751,97.800000
59.454204,97.900000
59.400538,98.000000
59.346751,98.100000
59.292845,98.200000
59.238819,98.300000
59.184673,98.400000
59.130408,98.500000
59.076024,98.600000
59.021520,98.700000
58.966898,98.800000
58.912157,98.900000
58.857298,99.000000
58.802320,99.100000
58.747224,99.200000
58.692010,99.300000
58.636679,99.400000
58.581229,99.500000
58.525662,99.600000
58.469978,99.700000
58.414176,99.800000
58.358258,99.900000
58.302222,100.000000
58.246070,100.100000
58.189801,100.200000
58.133416,100.300000
58.076915,100.400000
58.020298,100.500000
57.963565,100.600000
57.906717,100.700000
57.849753,100.800000
57.792673,100.900000
57.735479,101.000000
57.678170,101.100000
57.620745,101.200000
57.563207,101.300000
57.505553,101.400000
57.447786,101.500000
57.389905,101.600000
57.331909,101.700000
57.273800,101.800000
57.215577,101.900000
57.157241,102.000000
57.098792,102.100000
57.040230,102.200000
56.981555,102.300000
56.922767,102.400000
56.863867,102.500000
56.804854,102.600000
56.745730,102.700000
56.686493,102.800000
56.627145,102.900000
56.567685,103.000000
56.508114,103.100000
56.448431,103.200000
56.388638,103.300000
56.328734,103.400000
56.268719,103.500000
56.208593,103.600000
56.148357,103.700000
56.088011,103.800000
56.027556,103.900000
55.966990,104.000000
55.906315,104.100000
55.845530,104.200000
55.784637,104.300000
55.723634,104.400000
55.662522,104.500000
55.601302,104.600000
55.539974,104.700000
55.478537,104.800000
55.416992,104.900000
55.355339,105.000000
55.293579,105.100000
55.231710,105.200000
55.169735,105.300000
55.107653,105.400000
55.045463,105.500000
54.983167,105.600000
54.920764,105.700000
54.858255,105.800000
54.795640,105.900000
54.732919,106.000000
54.670091,106.100000
54.607159,106.200000
54.544121,106.300000
54.480977,106.400000
54.417729,106.500000
54.354376,106.600000
54.290918,106.700000
54.227355,106.800000
54.163689,106.900000
54.099918,107.000000
54.036043,107.100000
53.972065,107.200000
53.907983,107.300000
53.843798,107.400000
53.779510,107.500000
53.715119,107.600000
53.650626,107.700000
53.586029,107.800000
53.521331,107.900000
53.456530,108.000000
53.391628,108.100000
53.326624,108.200000
53.261518,108.300000
53.196311,108.400000
53.131002,108.500000
53.065593,108.600000
53.000083,108.700000
52.934473,108.800000
52.868762,108.900000
52.802951,109.000000
52.737041,109.100000
52.671030,109.200000
52.604920,109.300000
52.538711,109.400000
52.472402,109.500000
52.405995,109.600000
52.339489,109.700000
52.272884,109.800000
52.206181,109.900000
52.139380,110.000000
52.072482,110.100000
52.005485,110.200000
51.938391,110.300000
51.871199,110.400000
51.803911,110.500000
51.736526,110.600000
51.669044,110.700000
51.601465,110.800000
51.533790,110.900000
51.466020,111.000000
51.398153,111.100000
51.330191,111.200000
51.262133,111.300000
51.193980,111.400000
51.125732,111.500000
51.057389,111.600000
50.988952,111.700000
50.920420,111.800000
50.851794,111.900000
50.783074,112.000000
50.714260,112.100000
50.645353,112.200000
50.576352,112.300000
50.507258,112.400000
50.438071,112.500000
50.368792,112.600000
50.299420,112.700000
50.229956,112.800000
50.160399,112.900000
50.090751,113.000000
50.021011,113.100000
49.951180,113.200000
49.881257,113.300000
49.811244,113.400000
49.741139,113.500000
49.670944,113.600000
49.600659,113.700000
49.530283,113.800000
49.459818,113.900000
49.389263,114.000000
49.318618,114.100000
49.247884,114.200000
49.177061,114.300000
49.106149,114.400000
49.035148,114.500000
48.964059,114.600000
48.892881,114.700000
48.821616,114.800000
48.750263,114.900000
48.678822,115.000000
48.607294,115.100000
48.535678,115.200000
48.463976,115.300000
48.392187,115.400000
48.320312,115.500000
48.248350,115.600000
48.176302,115.700000
48.104169,115.800000
48.031950,115.900000
47.959645,116.000000
47.887255,116.100000
47.814781,116.200000
47.742221,116.300000
47.669577,116.400000
47.596849,116.500000
47.524037,116.600000
47.451141,116.700000
47.378161,116.800000
47.305098,116.900000
47.231952,117.000000
47.158722,117.100000
47.085411,117.200000
47.012016,117.300000
46.938539,117.400000
46.864980,117.500000
46.791340,117.600000
46.717617,117.700000
46.643814,117.800000
46.569929,117.900000
46.495963,118.000000
46.421917,118.100000
46.347790,118.200000
46.273583,118.300000
46.199295,118.400000
46.124928,118.500000
46.050482,118.600000
45.975956,118.700000
45.901350,118.800000
45.826666,118.900000
45.751904,119.000000
45.677063,119.100000
45.602143,119.200000
45.527146,119.300000
45.452071,119.400000
45.376918,119.500000
45.301688,119.600000
45.226381,119.700000
45.150997,119.800000
45.075537,119.900000
45.000000,120.000000
44.924387,120.100000
44.848698,120.200000
44.772933,120.300000
44.697093,120.400000
44.621178,120.500000
44.545188,120.600000
44.469123,120.700000
44.392983,120.800000
44.316769,120.900000
44.240481,121.000000
44.164119,121.100000
44.087684,121.200000
44.011175,121.300000
43.934593,121.400000
43.857938,121.500000
43.781210,121.600000
43.704410,121.700000
43.627538,121.800000
43.550594,121.900000
43.473578,122.000000
43.396491,122.100000
43.319332,122.200000
43.242102,122.300000
43.164802,122.400000
43.087431,122.500000
43.009989,122.600000
42.932478,122.700000
42.854896,122.800000
42.777245,122.900000
42.699525,123.000000
42.621735,123.100000
42.543877,123.200000
42.465950,123.300000
42.387954,123.400000
42.309891,123.500000
42.231759,123.600000
42.153560,123.700000
42.075293,123.800000
41.996958,123.900000
41.918557,124.000000
41.840089,124.100000
41.761555,124.200000
41.682954,124.300000
41.604287,124.400000
41.525555,124.500000
41.446757,124.600000
41.367893,124.700000
41.288965,124.800000
41.209971,124.900000
41.130913,125.000000
41.051791,125.100000
40.972604,125.200000
40.893354,125.300000
40.814040,125.400000
40.734662,125.500000
40.655221,125.600000
40.575718,125.700000
40.496152,125.800000
40.416523,125.900000
40.336832,126.000000
40.257079,126.100000
40.177265,126.200000
40.097389,126.300000
40.017452,126.400000
39.937453,126.500000
39.857395,126.600000
39.777275,126.700000
39.697095,126.800000
39.616856,126.900000
39.536556,127.000000
39.456198,127.100000
39.375779,127.200000
39.295302,127.300000
39.214766,127.400000
39.134172,127.500000
39.053519,127.600000
38.972808,127.700000
38.892039,127.800000
38.811213,127.900000
38.730330,128.000000
38.649389,128.100000
38.568392,128.200000
38.487338,128.300000
38.406228,128.400000
38.325061,128.500000
38.243839,128.600000
38.162562,128.700000
38.081229,128.800000
37.999840,128.900000
37.918397,129.000000
37.836900,129.100000
37.755348,129.200000
37.673742,129.300000
37.592082,129.400000
37.510369,129.500000
37.428602,129.600000
37.346783,129.700000
37.264910,129.800000
37.182985,129.900000
37.101007,130.000000
37.018978,130.100000
36.936896,130.200000
36.854763,130.300000
36.772578,130.400000
36.690343,130.500000
36.608057,130.600000
36.525720,130.700000
36.443332,130.800000
36.360895,130.900000
36.278408,131.000000
36.195871,131.100000
36.113285,131.200000
36.030650,131.300000
35.947965,131.400000
35.865233,131.500000
35.782452,131.600000
35.699623,131.700000
35.616746,131.800000
35.533821,131.900000
35.450850,132.000000
35.367831,132.100000
35.284765,132.200000
35.201653,132.300000
35.118495,132.400000
35.035290,132.500000
34.952040,132.600000
34.868744,132.700000
34.785403,132.800000
34.702016,132.900000
34.618585,133.000000
34.535110,133.100000
34.451590,133.200000
34.368026,133.300000
34.284418,133.400000
34.200767,133.500000
34.117073,133.600000
34.033335,133.700000
33.949555,133.800000
33.865733,133.900000
33.781868,134.000000
33.697961,134.100000
33.614012,134.200000
33.530022,134.300000
33.445991,134.400000
33.361919,134.500000
33.277806,134.600000
33.193652,134.700000
33.109459,134.800000
33.025225,134.900000
32.940952,135.000000
32.856640,135.100000
32.772288,135.200000
32.687897,135.300000
32.603468,135.400000
32.519000,135.500000
32.434494,135.600000
32.349951,135.700000
32.265369,135.800000
32.180751,135.900000
32.096095,136.000000
32.011402,136.100000
31.926673,136.200000
31.841907,136.300000
31.757106,136.400000
31.672268,136.500000
31.587395,136.600000
31.502487,136.700000
31.417544,136.800000
31.332565,136.900000
31.247553,137.000000
31.162506,137.100000
31.077425,137.200000
30.992310,137.300000
30.907162,137.400000
30.821981,137.500000
30.736766,137.600000
30.651519,137.700000
30.566240,137.800000
30.480928,137.900000
30.395585,138.000000
30.310209,138.100000
30.224803,138.200000
30.139365,138.300000
30.053896,138.400000
29.968397,138.500000
29.882867,138.600000
29.797307,138.700000
29.711718,138.800000
29.626098,138.900000
29.540450,139.000000
29.454772,139.100000
29.369066,139.200000
29.283331,139.300000
29.197568,139.400000
29.111776,139.500000
29.025957,139.600000
28.940111,139.700000
