DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region (HRR) Description,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments,lat,lon
025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,420051,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,555 E CHEVES ST BOX 8700,FLORENCE,SC,29506,SC - Florence,18,154018.89,26853.17,25133.39,34.2,-79.6
025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,420065,BON SECOURS-ST FRANCIS XAVIER HOSPITAL,2095 HENRY TECKLENBURG DRIVE,CHARLESTON,SC,29414,SC - Charleston,14,91626.21,22818.14,21188.57,32.84,-80.11
025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,420073,LEXINGTON MEDICAL CENTER,2720 SUNSET BLVD,WEST COLUMBIA,SC,29169,SC - Columbia,20,111377.6,24534.45,23477.4,33.99,-81.1
025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,420078,GHS GREENVILLE MEMORIAL HOSPITAL,701 GROVE RD,GREENVILLE,SC,29605,SC - Greenville,24,97698.0,29215.71,26980.46,34.78,-82.38
025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,420079,TRIDENT MEDICAL CENTER,9330 MEDICAL PLAZA DR,CHARLESTON,SC,29406,SC - Charleston,13,169792.77,27814.69,18714.54,32.93,-80.02
025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,420085,GRAND STRAND REGIONAL MEDICAL CENTER,809 82ND PARKWAY,MYRTLE BEACH,SC,29572,SC - Charleston,33,242894.36,28626.33,23451.55,33.77,-78.79
026 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W CC,420018,PALMETTO HEALTH RICHLAND,5 RICHLAND MEDICAL PARK,COLUMBIA,SC,29203,SC - Columbia,15,210860.8,34297.2,31255.13,34.09,-81.04
026 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W CC,420078,GHS GREENVILLE MEMORIAL HOSPITAL,701 GROVE RD,GREENVILLE,SC,29605,SC - Greenville,15,63686.2,23315.47,15433.33,34.78,-82.38
026 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W CC,420085,GRAND STRAND REGIONAL MEDICAL CENTER,809 82ND PARKWAY,MYRTLE BEACH,SC,29572,SC - Charleston,16,189583.13,19824.81,15550.81,33.77,-78.79
027 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W/O CC/MCC,420018,PALMETTO HEALTH RICHLAND,5 RICHLAND MEDICAL PARK,COLUMBIA,SC,29203,SC - Columbia,36,104941.67,17963.44,14307.44,34.09,-81.04
027 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W/O CC/MCC,420078,GHS GREENVILLE MEMORIAL HOSPITAL,701 GROVE RD,GREENVILLE,SC,29605,SC - Greenville,20,64652.95,16255.6,13635.7,34.78,-82.38
027 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W/O CC/MCC,420085,GRAND STRAND REGIONAL MEDICAL CENTER,809 82ND PARKWAY,MYRTLE BEACH,SC,29572,SC - Charleston,11,147277.0,12506.09,11428.09,33.77,-78.79
029 - SPINAL PROCEDURES W CC OR SPINAL NEUROSTIMULATORS,420023,ST FRANCIS-DOWNTOWN,ONE ST FRANCIS DR,GREENVILLE,SC,29601,SC - Greenville,14,287071.86,28033.21,26710.0,34.85,-82.4
037 - EXTRACRANIAL PROCEDURES W MCC,420078,GHS GREENVILLE MEMORIAL HOSPITAL,701 GROVE RD,GREENVILLE,SC,29605,SC - Greenville,11,87497.18,21687.18,19799.0,34.78,-82.38
038 - EXTRACRANIAL PROCEDURES W CC,420002,PIEDMONT MEDICAL CENTER,222 S HERLONG AVE,ROCK HILL,SC,29730,NC - Charlotte,11,49388.55,9092.18,8509.27,34.9,-81.0
038 - EXTRACRANIAL PROCEDURES W CC,420007,SPARTANBURG MEDICAL CENTER,101 E WOOD ST,SPARTANBURG,SC,29303,SC - Spartanburg,17,60615.53,12032.35,8018.65,35.0,-81.98
038 - EXTRACRANIAL PROCEDURES W CC,420018,PALMETTO HEALTH RICHLAND,5 RICHLAND MEDICAL PARK,COLUMBIA,SC,29203,SC - Columbia,15,80614.0,13167.73,11356.6,34.09,-81.04
038 - EXTRACRANIAL PROCEDURES W CC,420023,ST FRANCIS-DOWNTOWN,ONE ST FRANCIS DR,GREENVILLE,SC,29601,SC - Greenville,14,55237.79,8534.43,7052.36,34.85,-82.4
038 - EXTRACRANIAL PROCEDURES W CC,420027,ANMED HEALTH,800 N FANT ST,ANDERSON,SC,29621,SC - Greenville,12,70446.75,13824.58,7709.0,34.5,-82.6
038 - EXTRACRANIAL PROCEDURES W CC,420051,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,555 E CHEVES ST BOX 8700,FLORENCE,SC,29506,SC - Florence,17,49109.29,9439.82,8070.41,34.2,-79.6
038 - EXTRACRANIAL PROCEDURES W CC,420073,LEXINGTON MEDICAL CENTER,2720 SUNSET BLVD,WEST COLUMBIA,SC,29169,SC - Columbia,16,47583.38,8834.5,8003.5,33.99,-81.1
038 - EXTRACRANIAL PROCEDURES W CC,420078,GHS GREENVILLE MEMORIAL HOSPITAL,701 GROVE RD,GREENVILLE,SC,29605,SC - Greenville,17,55226.47,11645.59,10079.24,34.78,-82.38
038 - EXTRACRANIAL PROCEDURES W CC,420085,GRAND STRAND REGIONAL MEDICAL CENTER,809 82ND PARKWAY,MYRTLE BEACH,SC,29572,SC - Charleston,12,68632.33,8574.33,7295.67,33.77,-78.79
038 - EXTRACRANIAL PROCEDURES W CC,420087,ROPER HOSPITAL,316 CALHOUN ST,CHARLESTON,SC,29401,SC - Charleston,12,33772.17,8980.0,6713.83,32.78,-79.93
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,420002,PIEDMONT MEDICAL CENTER,222 S HERLONG AVE,ROCK HILL,SC,29730,NC - Charlotte,22,35592.82,6454.0,5346.73,34.9,-81.0
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,420007,SPARTANBURG MEDICAL CENTER,101 E WOOD ST,SPARTANBURG,SC,29303,SC - Spartanburg,49,41294.12,7463.2,5500.35,35.0,-81.98
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,420018,PALMETTO HEALTH RICHLAND,5 RICHLAND MEDICAL PARK,COLUMBIA,SC,29203,SC - Columbia,49,55271.57,8594.88,7036.96,34.09,-81.04
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,420023,ST FRANCIS-DOWNTOWN,ONE ST FRANCIS DR,GREENVILLE,SC,29601,SC - Greenville,23,48565.7,6029.09,4470.35,34.85,-82.4
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,420026,PROVIDENCE HEALTH,2435 FOREST DR,COLUMBIA,SC,29204,SC - Columbia,28,37805.21,5703.18,4465.68,34.03,-81.0
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,420027,ANMED HEALTH,800 N FANT ST,ANDERSON,SC,29621,SC - Greenville,20,47162.3,6677.3,5296.25,34.5,-82.6
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,420049,CONWAY MEDICAL CENTER,300 SINGLETON RIDGE ROAD,CONWAY,SC,29526,SC - Charleston,15,24304.4,7284.33,4818.87,33.9,-79.0
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,420051,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,555 E CHEVES ST BOX 8700,FLORENCE,SC,29506,SC - Florence,47,41270.98,6636.7,5438.38,34.2,-79.6
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,420067,BEAUFORT COUNTY MEMORIAL HOSPITAL,955 RIBAUT RD,BEAUFORT,SC,29902,GA - Savannah,18,32147.0,7207.0,6044.22,32.38,-80.7
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,420068,TRMC OF ORANGEBURG & CALHOUN,3000 ST MATTHEWS RD BOX 1806,ORANGEBURG,SC,29115,SC - Columbia,11,44267.18,7352.0,6264.09,33.5,-80.9
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,420071,SELF REGIONAL HEALTHCARE,1325 SPRING STREET,GREENWOOD,SC,29646,SC - Columbia,21,33083.62,8958.0,7236.95,34.1,-82.1
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,420073,LEXINGTON MEDICAL CENTER,2720 SUNSET BLVD,WEST COLUMBIA,SC,29169,SC - Columbia,65,41840.54,7137.88,4885.42,33.99,-81.1
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,420078,GHS GREENVILLE MEMORIAL HOSPITAL,701 GROVE RD,GREENVILLE,SC,29605,SC - Greenville,29,33775.97,8425.9,6165.97,34.78,-82.38
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,420079,TRIDENT MEDICAL CENTER,9330 MEDICAL PLAZA DR,CHARLESTON,SC,29406,SC - Charleston,37,64455.7,6867.89,5208.32,32.93,-80.02
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,420085,GRAND STRAND REGIONAL MEDICAL CENTER,809 82ND PARKWAY,MYRTLE BEACH,SC,29572,SC - Charleston,41,49332.05,6391.2,4691.32,33.77,-78.79
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,420087,ROPER HOSPITAL,316 CALHOUN ST,CHARLESTON,SC,29401,SC - Charleston,41,28002.07,6007.24,4392.2,32.78,-79.93
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,420098,TIDELANDS WACCAMAW COMMUNITY HOSPITAL,4070 HIGHWAY 17 BYPASS PO DRAWER 3350,MURRELLS INLET,SC,29576,SC - Charleston,11,38761.0,5467.55,4399.0,33.56,-79.08
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,420105,MCLEOD LORIS  HOSPITAL,3655 MITCHELL STREET,LORIS,SC,29569,SC - Florence,20,35147.5,6038.05,4896.75,34.0,-78.9
054 - NERVOUS SYSTEM NEOPLASMS W MCC,420007,SPARTANBURG MEDICAL CENTER,101 E WOOD ST,SPARTANBURG,SC,29303,SC - Spartanburg,15,44333.4,9094.13,6581.67,35.0,-81.98
054 - NERVOUS SYSTEM NEOPLASMS W MCC,420018,PALMETTO HEALTH RICHLAND,5 RICHLAND MEDICAL PARK,COLUMBIA,SC,29203,SC - Columbia,15,56899.93,12078.4,9627.67,34.09,-81.04
054 - NERVOUS SYSTEM NEOPLASMS W MCC,420027,ANMED HEALTH,800 N FANT ST,ANDERSON,SC,29621,SC - Greenville,12,51510.17,8733.5,7034.33,34.5,-82.6
054 - NERVOUS SYSTEM NEOPLASMS W MCC,420051,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,555 E CHEVES ST BOX 8700,FLORENCE,SC,29506,SC - Florence,15,37373.47,8698.07,6611.67,34.2,-79.6
054 - NERVOUS SYSTEM NEOPLASMS W MCC,420071,SELF REGIONAL HEALTHCARE,1325 SPRING STREET,GREENWOOD,SC,29646,SC - Columbia,15,32445.07,11746.6,10086.13,34.1,-82.1
054 - NERVOUS SYSTEM NEOPLASMS W MCC,420073,LEXINGTON MEDICAL CENTER,2720 SUNSET BLVD,WEST COLUMBIA,SC,29169,SC - Columbia,15,74918.27,11055.87,6702.0,33.99,-81.1
054 - NERVOUS SYSTEM NEOPLASMS W MCC,420078,GHS GREENVILLE MEMORIAL HOSPITAL,701 GROVE RD,GREENVILLE,SC,29605,SC - Greenville,16,35681.94,11076.06,8129.38,34.78,-82.38
054 - NERVOUS SYSTEM NEOPLASMS W MCC,420085,GRAND STRAND REGIONAL MEDICAL CENTER,809 82ND PARKWAY,MYRTLE BEACH,SC,29572,SC - Charleston,11,55682.09,7397.73,6578.09,33.77,-78.79
055 - NERVOUS SYSTEM NEOPLASMS W/O MCC,420051,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,555 E CHEVES ST BOX 8700,FLORENCE,SC,29506,SC - Florence,11,39471.64,6879.0,5499.45,34.2,-79.6
056 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,420018,PALMETTO HEALTH RICHLAND,5 RICHLAND MEDICAL PARK,COLUMBIA,SC,29203,SC - Columbia,12,64676.5,14608.17,12479.92,34.09,-81.04
056 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,420051,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,555 E CHEVES ST BOX 8700,FLORENCE,SC,29506,SC - Florence,16,55780.5,10065.63,8349.88,34.2,-79.6
056 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,420073,LEXINGTON MEDICAL CENTER,2720 SUNSET BLVD,WEST COLUMBIA,SC,29169,SC - Columbia,11,53702.73,10009.55,8741.09,33.99,-81.1
056 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,420078,GHS GREENVILLE MEMORIAL HOSPITAL,701 GROVE RD,GREENVILLE,SC,29605,SC - Greenville,12,47120.33,13758.75,11716.67,34.78,-82.38
056 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,420085,GRAND STRAND REGIONAL MEDICAL CENTER,809 82ND PARKWAY,MYRTLE BEACH,SC,29572,SC - Charleston,22,62356.82,9884.14,9128.14,33.77,-78.79
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,420002,PIEDMONT MEDICAL CENTER,222 S HERLONG AVE,ROCK HILL,SC,29730,NC - Charlotte,20,16182.25,6203.85,5433.85,34.9,-81.0
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,420007,SPARTANBURG MEDICAL CENTER,101 E WOOD ST,SPARTANBURG,SC,29303,SC - Spartanburg,56,31030.82,8128.41,5786.96,35.0,-81.98
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,420018,PALMETTO HEALTH RICHLAND,5 RICHLAND MEDICAL PARK,COLUMBIA,SC,29203,SC - Columbia,31,40885.06,9481.06,6574.03,34.09,-81.04
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,420027,ANMED HEALTH,800 N FANT ST,ANDERSON,SC,29621,SC - Greenville,17,34910.59,6861.82,5746.59,34.5,-82.6
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,420051,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,555 E CHEVES ST BOX 8700,FLORENCE,SC,29506,SC - Florence,33,35977.3,7452.21,5696.52,34.2,-79.6
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,420067,BEAUFORT COUNTY MEMORIAL HOSPITAL,955 RIBAUT RD,BEAUFORT,SC,29902,GA - Savannah,16,22674.06,7402.56,6348.31,32.38,-80.7
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,420071,SELF REGIONAL HEALTHCARE,1325 SPRING STREET,GREENWOOD,SC,29646,SC - Columbia,15,18888.8,10176.4,7082.93,34.1,-82.1
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,420073,LEXINGTON MEDICAL CENTER,2720 SUNSET BLVD,WEST COLUMBIA,SC,29169,SC - Columbia,13,38720.0,6159.77,4901.85,33.99,-81.1
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,420078,GHS GREENVILLE MEMORIAL HOSPITAL,701 GROVE RD,GREENVILLE,SC,29605,SC - Greenville,20,25808.3,8261.6,6526.4,34.78,-82.38
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,420079,TRIDENT MEDICAL CENTER,9330 MEDICAL PLAZA DR,CHARLESTON,SC,29406,SC - Charleston,25,49937.52,6174.52,5251.64,32.93,-80.02
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,420085,GRAND STRAND REGIONAL MEDICAL CENTER,809 82ND PARKWAY,MYRTLE BEACH,SC,29572,SC - Charleston,40,37329.68,6027.73,4953.38,33.77,-78.79
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,420091,CAROLINAS HOSPITAL SYSTEM,805 PAMPLICO HWY BOX 100550,FLORENCE,SC,29505,SC - Florence,31,63753.81,6277.26,5036.58,34.1,-79.7
060 - MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W/O CC/MCC,420091,CAROLINAS HOSPITAL SYSTEM,805 PAMPLICO HWY BOX 100550,FLORENCE,SC,29505,SC - Florence,12,44331.17,4917.92,3758.67,34.1,-79.7
061 - ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W MCC,420073,LEXINGTON MEDICAL CENTER,2720 SUNSET BLVD,WEST COLUMBIA,SC,29169,SC - Columbia,11,89470.0,14898.64,13526.73,33.99,-81.1
061 - ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W MCC,420078,GHS GREENVILLE MEMORIAL HOSPITAL,701 GROVE RD,GREENVILLE,SC,29605,SC - Greenville,15,75678.13,19558.53,17360.67,34.78,-82.38
062 - ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W CC,420007,SPARTANBURG MEDICAL CENTER,101 E WOOD ST,SPARTANBURG,SC,29303,SC - Spartanburg,23,50800.52,12210.87,9950.35,35.0,-81.98
062 - ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W CC,420018,PALMETTO HEALTH RICHLAND,5 RICHLAND MEDICAL PARK,COLUMBIA,SC,29203,SC - Columbia,14,107884.14,13991.14,11997.5,34.09,-81.04
062 - ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W CC,420078,GHS GREENVILLE MEMORIAL HOSPITAL,701 GROVE RD,GREENVILLE,SC,29605,SC - Greenville,26,52148.38,14218.62,11402.12,34.78,-82.38
062 - ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W CC,420079,TRIDENT MEDICAL CENTER,9330 MEDICAL PLAZA DR,CHARLESTON,SC,29406,SC - Charleston,11,84105.45,10425.0,9376.27,32.93,-80.02
062 - ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W CC,420085,GRAND STRAND REGIONAL MEDICAL CENTER,809 82ND PARKWAY,MYRTLE BEACH,SC,29572,SC - Charleston,11,79940.64,10617.36,9568.64,33.77,-78.79
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,420002,PIEDMONT MEDICAL CENTER,222 S HERLONG AVE,ROCK HILL,SC,29730,NC - Charlotte,36,40123.11,10272.83,8886.75,34.9,-81.0
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,420007,SPARTANBURG MEDICAL CENTER,101 E WOOD ST,SPARTANBURG,SC,29303,SC - Spartanburg,103,41573.87,11528.68,9277.1,35.0,-81.98
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,420010,CAROLINA PINES REGIONAL MEDICAL CENTER,1304 W BOBO NEWSOM HWY,HARTSVILLE,SC,29550,SC - Columbia,15,44355.93,9402.93,8632.0,34.4,-80.1
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,420018,PALMETTO HEALTH RICHLAND,5 RICHLAND MEDICAL PARK,COLUMBIA,SC,29203,SC - Columbia,136,80169.01,17088.32,12867.64,34.09,-81.04
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,420020,TIDELANDS HEALTH,606 BLACK RIVER RD DRAWER 1718,GEORGETOWN,SC,29440,SC - Charleston,13,33711.38,9757.69,8722.62,33.4,-79.4
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,420023,ST FRANCIS-DOWNTOWN,ONE ST FRANCIS DR,GREENVILLE,SC,29601,SC - Greenville,56,46707.57,9181.38,8145.36,34.85,-82.4
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,420026,PROVIDENCE HEALTH,2435 FOREST DR,COLUMBIA,SC,29204,SC - Columbia,14,40118.71,9942.64,8888.14,34.03,-81.0
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,420027,ANMED HEALTH,800 N FANT ST,ANDERSON,SC,29621,SC - Greenville,60,54021.68,10543.53,8794.28,34.5,-82.6
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,420030,COLLETON MEDICAL CENTER,501 ROBERTSON BOULEVARD,WALTERBORO,SC,29488,SC - Charleston,13,59111.69,9340.15,7612.77,32.9,-80.7
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,420036,SPRINGS MEMORIAL HOSPITAL,800 W MEETING ST,LANCASTER,SC,29720,NC - Charlotte,16,107392.44,10060.06,9337.31,34.8,-80.7
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,420038,GHS  LAURENS COUNTY MEMORIAL HOSPITAL,22725 HIGHWAY 76 EAST,CLINTON,SC,29325,SC - Greenville,12,35185.33,11732.75,10859.08,34.5,-81.8
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,420048,KERSHAWHEALTH,1315 ROBERTS STREET,CAMDEN,SC,29020,SC - Columbia,15,25605.67,9283.67,8167.87,34.3,-80.6
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,420049,CONWAY MEDICAL CENTER,300 SINGLETON RIDGE ROAD,CONWAY,SC,29526,SC - Charleston,18,45332.72,10594.5,9149.44,33.9,-79.0
