Strain,Accession,Date,Region,Country,Division,Authors,Journal,Title,Url,Num Date,Fauna Date,Raw Date,Host
A/chicken/Shenzhen/898/2013,Epi577925,2013-12-09,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.94,2018.22,2013-12-09,Chicken
A/HongKong/734/2014,Epi498800,2014-01-07,unknown,Hong Kong,Hong Kong,Hong Kong Department Of Health,unknown,unknown,unknown,2014.02,2018.22,2014-01-07,Human
A/Shenzhen/SP26/2014,Epi583242,2014-01-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.05,2018.22,2014-01-20,Human
A/Chicken/Shenzhen/2293,Epi581595,2013-12-13,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.95,2018.22,2013-12-13,Chicken
A/Chicken/Shenzhen/2201,Epi581588,2013-12-13,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.95,2018.22,2013-12-13,Chicken
A/Chicken/Shenzhen/1665,Epi577952,2013-12-12,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.94,2018.22,2013-12-12,Chicken
A/Chicken/Shenzhen/3733,Epi581844,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/chicken/Shenzhen/727/2013,Epi577897,2013-12-10,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.94,2018.22,2013-12-10,Chicken
A/Silkiechicken/Shenzhen/3781,Epi581865,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/Shenzhen/SP49/2014,Epi583284,2014-01-25,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.07,2018.22,2014-01-25,Human
A/chicken/Shenzhen/747/2013,Epi577911,2013-12-10,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.94,2018.22,2013-12-10,Chicken
A/chicken/Shenzhen/801/2013,Epi583298,2013-12-09,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.94,2018.22,2013-12-09,Chicken
A/GD-26/2014/H7N9/2014-01-10,Epi655918,2014-01-10,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.02,2018.22,2014-01-10,Human
A/Shenzhen/SP-Z93/2014,Epi583221,2014-01-11,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.03,2018.22,2014-01-11,Human
A/Guangdong/26/2014,Epi628112,2014-01-11,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.03,2018.22,2014-01-11,Human
A/Chicken/Dongguan/3582,Epi581782,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/Chicken/Dongguan/3563,Epi581775,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/Silkiechicken/Dongguan/3605,Epi581832,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/Chicken/Dongguan/3544,Epi581768,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/Silkiechicken/Dongguan/3606,Epi581838,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/Silkiechicken/Dongguan/3281,Epi581680,2013-12-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-18,Chicken
A/Chicken/Dongguan/4037,Epi581928,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/Chicken/Dongguan/4064,Epi583311,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/Silkiechicken/Dongguan/4126,Epi581972,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/Silkiechicken/Dongguan/4127,Epi581978,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/Silkiechicken/Dongguan/4129,Epi581991,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/Chicken/Dongguan/4119,Epi583291,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/Chicken/Dongguan/1382,Epi597551,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Silkiechicken/Dongguan/1268,Epi596960,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Chicken/Dongguan/1188,Epi597474,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Chicken/Dongguan/1318,Epi597526,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Chicken/Dongguan/1307,Epi597512,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/chicken/Dongguan/449/2014,Epi596789,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/Chicken/Dongguan/1100,Epi578145,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Silkiechicken/Dongguan/1516,Epi597084,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/chicken/Dongguan/843/2014,Epi597331,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/Silkiechicken/Dongguan/1274,Epi596966,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/chicken/Dongguan/850/2014,Epi597338,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/803/2014,Epi597303,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/748/2014,Epi597265,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/836/2014,Epi597324,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/575/2014,Epi578078,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/568/2014,Epi596810,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/Silkiechicken/Dongguan/1271,Epi597496,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Chicken/Dongguan/1393,Epi597558,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/silkiechicken/Dongguan/953/2014,Epi578133,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Chicken/Dongguan/1433,Epi597591,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Chicken/Dongguan/3145,Epi581629,2013-12-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-18,Chicken
A/Chicken/Dongguan/3219,Epi581649,2013-12-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-18,Chicken
A/Chicken/Dongguan/3972,Epi581907,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/GD-35/2014/H7N9/2014-01-12,Epi655966,2014-01-12,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.03,2018.22,2014-01-12,Human
A/Shenzhen/SP-W1/2014,Epi583249,2014-01-14,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.04,2018.22,2014-01-14,Human
A/Guangdong/35/2014,Epi628472,2014-01-13,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.03,2018.22,2014-01-13,Human
A/Chicken/Dongguan/3917,Epi581886,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/Chicken/Dongguan/4094,Epi581949,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/Chicken/Dongguan/4114,Epi581965,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/Chicken/Dongguan/4063,Epi581942,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/Chicken/Dongguan/4102,Epi581958,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/Chicken/Dongguan/4048,Epi581935,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/Chicken/Dongguan/3945,Epi581900,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/Chicken/Dongguan/4040,Epi583318,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/Silkiechicken/Dongguan/3049,Epi581609,2013-12-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-18,Chicken
A/Silkiechicken/Dongguan/3990,Epi581922,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/Chicken/Dongguan/4251,Epi582325,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/Chicken/Dongguan/3464,Epi581710,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/Chicken/Dongguan/4195,Epi581997,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/Chicken/Dongguan/3112,Epi581615,2013-12-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-18,Chicken
A/Chicken/Dongguan/1494,Epi597060,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Chicken/Dongguan/1009,Epi597439,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Chicken/Dongguan/3894,Epi581879,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/Chicken/Dongguan/3935,Epi581893,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/Silkiechicken/Dongguan/3980,Epi581916,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/Silkiechicken/Dongguan/3522,Epi581744,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/Silkiechicken/Dongguan/3526,Epi581756,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/Chicken/Dongguan/3491,Epi581731,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/Chicken/Dongguan/3488,Epi581724,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/Silkiechicken/Dongguan/3520,Epi581738,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/Chicken/Dongguan/2912,Epi581602,2013-12-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-18,Chicken
A/Chicken/Dongguan/3141,Epi581622,2013-12-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-18,Chicken
A/Chicken/Dongguan/3146,Epi581636,2013-12-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-18,Chicken
A/Silkiechicken/Dongguan/3284,Epi581686,2013-12-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-18,Chicken
A/Silkiechicken/Dongguan/3275,Epi581674,2013-12-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-18,Chicken
A/Silkiechicken/Dongguan/3166,Epi581643,2013-12-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-18,Chicken
A/silkiechicken/Dongguan/523/2014,Epi578239,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/Silkiechicken/Dongguan/1448,Epi597014,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Silkiechicken/Dongguan/1450,Epi597027,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/chicken/Dongguan/851/2014,Epi597345,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/Chicken/Dongguan/1143,Epi596940,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/silkiechicken/Dongguan/963/2014,Epi596890,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/silkiechicken/Dongguan/967/2014,Epi597387,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Chicken/Dongguan/1057,Epi596926,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/silkiechicken/Dongguan/157/2014,Epi596753,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/835/2014,Epi597317,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/874/2014,Epi597359,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/397/2014,Epi578126,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/749/2014,Epi597272,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/237/2014,Epi597202,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/silkiechicken/Dongguan/656/2014,Epi596830,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/711/2014,Epi597251,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/899/2014,Epi597366,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/864/2014,Epi597352,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/silkiechicken/Dongguan/635/2014,Epi596824,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/189/2014,Epi596773,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/248/2014,Epi597209,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/178/2014,Epi597174,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/210/2014,Epi597188,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/173/2014,Epi596766,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/518/2014,Epi596796,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/213/2014,Epi597195,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/262/2014,Epi597216,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
