City,Month,AvgTemperature
Chicago,11,4.727777777777777
Chicago,12,-2.439068100358421
Copenhagen,1,0.6774193548387094
Copenhagen,2,1.8273809523809545
Copenhagen,3,4.731182795698924
Copenhagen,4,6.450000000000004
Copenhagen,5,12.161290322580644
Copenhagen,6,15.114814814814824
Copenhagen,7,15.659498207885301
Copenhagen,8,16.313620071684582
Copenhagen,9,13.244444444444438
Copenhagen,10,10.879928315412183
Copenhagen,11,5.346296296296301
Copenhagen,12,3.430107526881723
Dublin,1,5.944444444444442
Dublin,2,6.375000000000001
Dublin,3,8.017921146953404
Dublin,4,8.442592592592595
Dublin,5,12.084229390681003
Dublin,6,14.383333333333333
Dublin,7,15.039426523297486
Dublin,8,14.546594982078854
Dublin,9,12.459259259259273
Dublin,10,11.630824372759857
Dublin,11,6.683333333333326
Dublin,12,5.473118279569892
Guadalajara,1,-6.589605734767026
Guadalajara,2,17.474206349206344
Guadalajara,3,5.824372759856631
Guadalajara,4,2.50185185185185
Guadalajara,5,24.912186379928322
Guadalajara,6,25.03703703703704
Guadalajara,7,15.521505376344084
Guadalajara,8,16.14336917562724
Guadalajara,9,14.831481481481488
Guadalajara,10,17.121863799283158
Guadalajara,11,18.0611111111111
Guadalajara,12,4.086021505376347
Helsinki,1,-2.8494623655913998
Helsinki,2,-3.146825396825395
Helsinki,3,0.6863799283154116
Helsinki,4,2.281481481481479
Helsinki,5,9.541218637992825
Helsinki,6,13.48333333333333
Helsinki,7,15.736559139784951
Helsinki,8,15.747311827956988
Helsinki,9,11.296296296296298
Helsinki,10,5.05197132616487
Helsinki,11,2.7740740740740697
Helsinki,12,0.8118279569892471
Hong Kong,1,19.247311827956977
Hong Kong,2,17.628968253968253
Hong Kong,3,20.35304659498207
Hong Kong,4,24.044444444444444
Hong Kong,5,26.908602150537636
Hong Kong,6,29.903703703703695
Hong Kong,7,29.867383512544812
Hong Kong,8,30.433691756272392
Hong Kong,9,30.07962962962961
Hong Kong,10,27.232974910394255
Hong Kong,11,22.87037037037038
Hong Kong,12,18.54480286738351
Istanbul,1,4.091397849462367
Istanbul,2,7.053571428571427
Istanbul,3,10.003584229390674
Istanbul,4,13.038888888888891
Istanbul,5,17.740143369175627
Istanbul,6,23.21666666666666
Istanbul,7,25.761648745519715
Istanbul,8,25.987455197132626
Istanbul,9,23.468518518518504
Istanbul,10,16.66308243727599
Istanbul,11,13.300000000000002
Istanbul,12,11.03763440860215
Kuala Lumpur,1,27.431899641577058
Kuala Lumpur,2,28.09523809523811
Kuala Lumpur,3,27.921146953405007
Kuala Lumpur,4,27.96111111111111
Kuala Lumpur,5,28.320788530465954
Kuala Lumpur,6,28.542592592592598
Kuala Lumpur,7,28.448028673835115
Kuala Lumpur,8,27.933691756272403
Kuala Lumpur,9,27.461111111111116
Kuala Lumpur,10,28.096774193548388
Kuala Lumpur,11,26.987037037037037
Kuala Lumpur,12,27.847670250896066
Lisbon,1,10.34408602150537
Lisbon,2,12.595238095238095
Lisbon,3,13.580645161290331
Lisbon,4,17.246296296296297
Lisbon,5,18.860215053763444
Lisbon,6,21.862962962962957
Lisbon,7,21.77777777777778
Lisbon,8,22.430107526881713
Lisbon,9,20.07407407407407
Lisbon,10,20.8010752688172
Lisbon,11,14.311111111111106
Lisbon,12,11.376344086021504
London,1,4.014336917562725
London,2,7.126984126984127
London,3,10.077060931899647
London,4,10.696296296296302
London,5,14.485663082437274
London,6,18.594444444444445
London,7,18.874551971326163
London,8,17.30465949820788
London,9,14.633333333333344
London,10,13.537634408602147
London,11,7.953703703703713
London,12,5.983870967741932
Los Angeles,1,13.173835125448027
Los Angeles,2,13.757936507936506
Los Angeles,3,15.516129032258068
Los Angeles,4,17.031481481481485
Los Angeles,5,16.854838709677413
Los Angeles,6,18.749999999999993
Los Angeles,7,21.399641577060923
Los Angeles,8,21.46594982078853
Los Angeles,9,21.4574074074074
Los Angeles,10,21.241935483870982
Los Angeles,11,18.135185185185183
Los Angeles,12,16.173835125448026
Madrid,1,4.639784946236559
Madrid,2,8.359126984126984
Madrid,3,11.019713261648745
Madrid,4,14.933333333333326
Madrid,5,19.858422939068095
Madrid,6,26.383333333333315
Madrid,7,26.774193548387093
Madrid,8,26.5573476702509
Madrid,9,20.90740740740742
Madrid,10,17.60215053763441
Madrid,11,8.81111111111111
Madrid,12,5.818996415770615
Melbourne,1,24.64516129032258
Melbourne,2,24.226190476190478
Melbourne,3,19.22043010752688
Melbourne,4,18.93888888888889
Melbourne,5,16.57885304659498
Melbourne,6,14.146296296296299
Melbourne,7,13.71326164874552
Melbourne,8,14.283154121863795
Melbourne,9,17.735185185185188
Melbourne,10,19.688172043010745
Melbourne,11,20.422222222222217
Melbourne,12,23.557347670250905
Mexico City,1,15.044802867383511
Mexico City,2,16.56547619047619
Mexico City,3,16.797491039426525
Mexico City,4,19.240740740740737
Mexico City,5,20.80465949820788
Mexico City,6,19.429629629629627
Mexico City,7,17.52508960573476
Mexico City,8,18.63082437275986
Mexico City,9,17.82777777777778
Mexico City,10,17.19534050179211
Mexico City,11,15.474074074074077
Mexico City,12,14.15412186379929
Milan,1,0.6021505376344057
Milan,2,5.585317460317465
Milan,3,11.012544802867378
Milan,4,13.637037037037029
Milan,5,17.777777777777775
Milan,6,23.307407407407407
Milan,7,24.19175627240144
Milan,8,24.964157706093175
Milan,9,17.516666666666666
Milan,10,13.88172043010753
Milan,11,7.316666666666664
Milan,12,2.2419354838709733
Monterrey,1,17.451612903225804
Monterrey,2,21.815476190476197
Monterrey,3,22.003584229390675
Monterrey,4,24.91481481481482
Monterrey,5,26.39784946236558
Monterrey,6,29.664814814814797
Monterrey,7,29.27598566308244
Monterrey,8,29.784946236559144
Monterrey,9,26.607407407407415
Monterrey,10,21.998207885304648
Monterrey,11,20.042592592592595
Monterrey,12,13.81362007168459
Munich,1,-5.397849462365595
Munich,2,2.710317460317463
Munich,3,7.227598566308239
Munich,4,7.685185185185186
Munich,5,14.059139784946247
Munich,6,18.870370370370363
Munich,7,19.1505376344086
Munich,8,18.94086021505377
Munich,9,12.05740740740741
Munich,10,10.37275985663082
Munich,11,4.246296296296295
Munich,12,1.5716845878136196
Oslo,1,-2.9838709677419337
Oslo,2,-3.119047619047617
Oslo,3,1.0698924731182815
Oslo,4,3.8259259259259277
Oslo,5,10.600358422939067
Oslo,6,13.931481481481486
Oslo,7,15.496415770609325
Oslo,8,14.000000000000002
Oslo,9,10.742592592592592
Oslo,10,5.793906810035843
Oslo,11,-0.16481481481481886
Oslo,12,-3.9892473118279583
Paris,1,2.030465949820789
Paris,2,7.130952380952379
Paris,3,10.510752688172053
Paris,4,10.50185185185185
Paris,5,15.971326164874553
Paris,6,20.396296296296292
Paris,7,20.587813620071685
Paris,8,19.220430107526873
Paris,9,14.896296296296299
Paris,10,13.922939068100359
Paris,11,7.801851851851845
Paris,12,5.761648745519711
Perth,1,24.111111111111114
Perth,2,23.51587301587302
Perth,3,21.68279569892474
Perth,4,19.50555555555554
Perth,5,16.103942652329742
Perth,6,14.357407407407404
Perth,7,13.154121863799284
Perth,8,13.517921146953402
Perth,9,14.866666666666669
Perth,10,16.90681003584229
Perth,11,22.329629629629633
Perth,12,23.18996415770609
Portland,1,-0.12007168458781296
Portland,2,1.5119047619047639
Portland,3,3.489247311827957
Portland,4,9.131481481481478
Portland,5,13.416666666666677
Portland,6,18.141666666666683
Portland,7,20.553763440860216
Portland,8,21.251792114695355
Portland,9,18.40925925925926
Portland,10,12.749103942652324
Portland,11,6.122222222222224
Portland,12,-0.017921146953408455
Prague,1,-5.318996415770611
Prague,2,1.742063492063496
Prague,3,6.862007168458773
Prague,4,7.583333333333332
Prague,5,14.227598566308243
Prague,6,18.512962962962966
Prague,7,19.164874551971327
Prague,8,19.19892473118279
Prague,9,12.662962962962956
Prague,10,10.578853046594984
Prague,11,4.475925925925921
Prague,12,1.5340501792114756
Rome,1,6.566308243727599
Rome,2,10.93253968253968
Rome,3,12.263440860215052
Rome,4,14.283333333333337
Rome,5,18.732974910394258
Rome,6,23.770370370370376
Rome,7,25.3405017921147
Rome,8,25.853046594982068
Rome,9,20.062962962962967
Rome,10,16.736559139784948
Rome,11,12.227777777777776
Rome,12,8.72401433691756
San Francisco,1,10.36200716845878
San Francisco,2,12.551587301587304
San Francisco,3,13.22939068100358
San Francisco,4,14.142592592592598
San Francisco,5,14.788530465949828
San Francisco,6,16.45
San Francisco,7,16.81182795698925
San Francisco,8,17.792114695340505
San Francisco,9,19.968518518518522
San Francisco,10,16.813620071684586
San Francisco,11,14.44259259259259
San Francisco,12,11.329749103942655
Seattle,1,3.1881720430107543
Seattle,2,4.793650793650788
Seattle,3,7.560931899641573
Seattle,4,9.983333333333333
Seattle,5,14.17383512544803
Seattle,6,16.73888888888889
Seattle,7,19.24372759856631
Seattle,8,21.118279569892476
Seattle,9,17.825925925925922
Seattle,10,11.415770609319003
Seattle,11,7.974074074074073
Seattle,12,4.465949820788534
Seoul,1,-2.412186379928316
Seoul,2,-0.5535714285714258
Seoul,3,5.197132616487449
Seoul,4,12.916666666666666
Seoul,5,18.50716845878136
Seoul,6,22.342592592592602
Seoul,7,26.745519713261647
Seoul,8,25.478494623655905
Seoul,9,21.201851851851863
Seoul,10,14.853046594982082
Seoul,11,4.733333333333335
Seoul,12,-2.297491039426522
Shanghai,1,7.372759856630822
Shanghai,2,7.5734126984126995
Shanghai,3,10.962365591397853
Shanghai,4,18.064814814814806
Shanghai,5,22.68279569892474
Shanghai,6,24.440740740740743
Shanghai,7,32.53763440860214
Shanghai,8,30.25985663082438
Shanghai,9,25.187037037037033
Shanghai,10,19.453405017921153
Shanghai,11,14.148148148148152
Shanghai,12,7.673835125448028
Singapore,1,27.02329749103942
Singapore,2,26.98611111111111
Singapore,3,27.4784946236559
Singapore,4,27.87037037037038
Singapore,5,28.557347670250888
Singapore,6,28.587037037037035
Singapore,7,28.336917562724018
Singapore,8,28.179211469534046
Singapore,9,28.057407407407414
Singapore,10,27.92114695340502
Singapore,11,27.181481481481487
Singapore,12,27.019713261648747
Stockholm,1,-0.849462365591395
Stockholm,2,-0.371031746031743
Stockholm,3,2.7670250896057325
Stockholm,4,4.357407407407403
Stockholm,5,10.887096774193546
Stockholm,6,14.909259259259262
Stockholm,7,16.767025089605742
Stockholm,8,16.202508960573486
Stockholm,9,12.6962962962963
Stockholm,10,7.517921146953404
Stockholm,11,3.266666666666668
Stockholm,12,1.062724014336922
Sydney,1,20.381720430107528
Sydney,2,19.21825396825397
Sydney,3,20.19175627240144
Sydney,4,15.361111111111118
Sydney,5,11.697132616487455
Sydney,6,9.440740740740733
Sydney,7,9.107526881720428
Sydney,8,9.528673835125446
Sydney,9,11.981481481481486
Sydney,10,14.903225806451621
Sydney,11,19.32037037037038
Sydney,12,18.715053763440853
Taipei,1,17.93369175627241
Taipei,2,16.706349206349202
Taipei,3,18.10931899641577
Taipei,4,22.577777777777786
Taipei,5,26.048387096774185
Taipei,6,28.331481481481482
Taipei,7,30.66308243727599
Taipei,8,31.247311827957
Taipei,9,29.507407407407396
Taipei,10,25.365591397849453
Taipei,11,22.383333333333336
Taipei,12,17.612903225806452
Tokyo,1,7.0017921146953395
Tokyo,2,7.48015873015873
Tokyo,3,8.96057347670251
Tokyo,4,14.994444444444442
Tokyo,5,20.05555555555556
Tokyo,6,22.23333333333333
Tokyo,7,27.238351254480296
Tokyo,8,26.630824372759857
Tokyo,9,23.383333333333326
Tokyo,10,17.718637992831543
Tokyo,11,13.288888888888893
Tokyo,12,8.037634408602155
Vienna,1,-4.159498207885309
Vienna,2,2.6706349206349205
Vienna,3,9.112903225806454
Vienna,4,9.883333333333336
Vienna,5,15.971326164874553
Vienna,6,21.611111111111114
Vienna,7,21.8225806451613
Vienna,8,22.387096774193555
Vienna,9,14.974074074074073
Vienna,10,12.050179211469537
Vienna,11,5.8462962962962965
Vienna,12,2.8996415770609354
Warsaw,1,-3.586021505376343
Warsaw,2,-0.6388888888888901
Warsaw,3,6.245519713261649
Warsaw,4,7.8629629629629605
Warsaw,5,14.853046594982086
Warsaw,6,18.55185185185185
Warsaw,7,18.96953405017921
Warsaw,8,19.75448028673836
Warsaw,9,14.233333333333336
Warsaw,10,10.145161290322571
Warsaw,11,5.014814814814813
Warsaw,12,2.5573476702508913
