Author,n (strains),publication title,journal,publication URL,strains
national institute of infectious diseases  niid ,206,?,,unknown,A/Yokohama/88/2015 A/Yamagata/76/2015 A/Kawasaki/52/2015 A/Kanagawa/204/2017 A/Yokohama/139/2017 A/Sapporo/37/2017 A/Niigata/509/2017 A/Kanagawa/ZC1710/2017 A/Aichi/343/2017 A/Nagano-C/49/2017 A/Kanagawa/206/2017 A/Nagano/2298/2017 A/Gifu/48/2017 A/Yamagata/122/2017 A/Kagawa/238/2017 A/Kagawa/191/2017 A/Kanagawa/IC1635/2017 A/Sapporo/45/2017 A/Ibaraki/55/2015 A/Kanagawa/64/2015 A/Okayama/12/2016 A/Sendai-H/N279/2015 A/Sendai-H/N280/2015 A/Akita/10/2015 A/Tokyo/15445/2015 A/Yamaguchi/1/2016 A/Niigata-C/53/2016 A/Fukushima/69/2015 A/Yamaguchi/26/2015 A/Taiwan/772/2015 A/Yokohama/123/2016 A/Saitama-C/11/2015 A/Kanagawa/ZC1603/2016 A/Saitama/249/2017 A/Kawasaki/117/2016 A/Fukushima/68/2017 A/Kawasaki/123/2017 A/Kyoto-C/6/2017 A/Niigata/771/2017 A/Niigata/770/2017 A/Okinawa/42/2017 A/Taiwan/446/2017 A/Shiga/30/2017 A/Kanagawa/208/2017 A/Kanagawa/213/2017 A/Kanagawa/AC1714/2018 A/Tokyo/17327/2017 A/Taiwan/596/2015 A/Kawasaki/53/2015 A/Kawasaki/55/2015 A/Lao/I439/2015 A/Sapporo/64/2015 A/Sapporo/61/2015 A/Taiwan/725/2015 A/Taiwan/724/2015 A/Tokyo/15250/2015 A/Oita/10/2015 A/Mie/19/2015 A/Tokyo/15272/2015 A/Saitama/34/2015 A/Tokyo/15347/2015 A/Wakayama-C/105/2015 A/Wakayama-C/104/2015 A/Taiwan/770/2015 A/Tokyo/50254/2015 A/Okinawa/11/2015 A/Okinawa/12/2015 A/Kanagawa/59/2015 A/Kanagawa/61/2015 A/Fukuoka-C/16/2015 A/Mie/27/2016 A/Tokyo/16335/2016 A/Fukushima/78/2015 A/Shizuoka/29/2015 A/Niigata/1057/2015 A/Kanagawa/197/2016 A/Osaka-C/2006/2016 A/Yamaguchi/27/2015 A/Tokyo/15345/2015 A/Oita/11/2015 A/Hamamatu-C/17/2016 A/Iwate/7/2016 A/Hyogo/2001/2015 A/Taiwan/561/2016 A/Wakayama-C/111/2015 A/Okinawa/13/2015 A/Yokohama/24/2016 A/Aichi/9/2016 A/Taiwan/726/2016 A/Wakayama-C/91/2016 A/Mie/2/2017 A/Kanagawa/AC1636/2017 A/Taiwan/791/2016 A/Kawasaki/109/2016 A/Tochigi/17151/2017 A/Taiwan/1443/2017 A/Kanagawa/ZC1712/2018 A/Wakayama/104/2017 A/Kawasaki/122/2017 A/Aichi/337/2017 A/Akita/20/2017 A/Tokyo/17351/2017 A/Kanagawa/IC1610/2017-egg A/Saga/209/2016 A/Ehime/50/2017 A/Tokyo/NIID1701/2018 A/Kanagawa/AC1709/2017 A/Kanagawa/IC1714/2017 A/Kanagawa/IC1726/2018 A/Kanagawa/IC1718/2018 A/Kanagawa/IC1734/2018 A/Nagano/2513/2015 A/Chiba-C/86/2016 A/Taiwan/340/2016 A/Hyogo/1041/2015 A/Taiwan/657/2016 A/Wakayama-C/103/2015 A/Saitama-C/12/2015 A/Toyama/72/2016 A/Toyama/70/2016 A/Kanagawa/ZC18/2016 A/Ibaraki/68/2016 A/Ibaraki/70/2016 A/Kanagawa/196/2016 A/Yamagata/75/2016 A/Taiwan/455/2016 A/Fukui/48/2016 A/Yokohama/101/2015 A/Yokohama/102/2015 A/Tokyo/15716/2016 A/Nagano/2117/2017 A/Yamagata/121/2017 A/Saitama-C/2/2017 A/Mie/15/2017 A/Kanagawa/IC1615/2017 A/Osaka-C/2008/2016 A/Nara/20/2016 A/Hyogo/1114/2016 A/Sapporo/78/2016 A/Yokohama/119/2016 A/Myanmar/16M459/2016 A/Tokushima/4/2016 A/Sapporo/84/2016 A/Wakayama/150/2016 A/Myanmar/16M318/2016 A/Myanmar/16M382/2016 A/Myanmar/16M425/2016 A/Kanagawa/190/2016 A/Aomori/13/2016 A/Gifu-C/10/2017 A/Shimane/62/2016 A/Kawasaki/111/2016 A/Gifu/28/2016 A/Osaka/59/2016 A/Mie/26/2016 A/Kanagawa/IC1604/2016 A/Tochigi/16153/2016 A/Aichi/109/2016 A/Saitama/112/2016 A/Niigata/170/2017 A/Yokohama/124/2016 A/Ibaraki/63/2016 A/Sapporo/89/2016 A/Tokyo/16161/2016 A/Shimane/50/2016 A/Tokyo/160298/2016 A/Hiroshima/18/2016 A/Wakayama/136/2016 A/Osaka-C/2012/2016 A/Kanagawa/AC1605/2016 A/Wakayama-C/14/2017 A/Seoul/1308/2016 A/Shizuoka/60/2017 A/Saitama/126/2016 A/Iwate/86/2016 A/Kanagawa/AC1616/2016 A/Hyogo/HH01/2017 A/Kanagawa/AC1612/2016 A/Kanagawa/ZC1711/2018 A/Tokyo/17427/2017 A/Kanagawa/223/2017 A/Nagano/2731/2017 A/Kanagawa/IC1725/2018 A/Hiroshima/2/2018 A/Saitama/275/2017 A/Yokohama/142/2017 A/Tokyo/17330/2017 A/Ishikawa/118/2017 A/Kanagawa/IC1629/2017 A/Tokyo/17176/2017 A/Sendai/9/2017 A/Tokyo/17054/2017 A/Saitama/244/2017 A/Mie/56/2017 A/Osaka/176/2017 A/Osaka/175/2017 A/Kanagawa/IC1721/2018 A/Tokyo/17185/2017 A/Kawasaki/136/2017 A/Yokohama/147/2017 A/Tokyo/17248/2017 A/Osaka/181/2017 A/Kanagawa/IC1713/2017 A/Sakai/25/2017 A/Hiroshima/80/2017 A/Yamagata/128/2017
national center for expertise, kazakhstan,2,?,,unknown,A/AstanaZVL/327/2018 A/AstanaZVL/454/2018
university college london,2,?,,unknown,A/London/16U716974-89_S41_L001/2016 A/London/16U729646-88_S40_L001/2016
nhs greater glasgow and clyde,1,?,,unknown,A/Scotland/140/2015
who collaborating centre for reference and research on influenza,180,?,,unknown,A/Tak/150/2015 A/Victoria/5/2015 A/Canberra/101/2015 A/SouthAustralia/73/2015 A/Sydney/145/2015 A/Victoria/639/2015 A/SouthAustralia/1004/2015 A/SouthAustralia/145/2015 A/SouthAustralia/130/2015 A/Victoria/9/2015 A/Goroka/9/2015 A/Victoria/506/2013 A/Victoria/505/2013 A/Perth/43/2015 A/Sydney/147/2017 A/Brisbane/29/2017 A/Nonthaburi/33/2017 A/Sydney/17/2017 A/SouthAustralia/1005/2017 A/Brisbane/1027/2017 A/Perth/225/2017 A/Perth/332/2017 A/Victoria/857/2015 A/Victoria/539/2015 A/Brisbane/80/2015 A/Perth/39/2015 A/Townsville/29/2015 A/Sydney/199/2015 A/Tauranga/1/2015 A/Townsville/38/2015 A/Cambodia/Z0722379/2015 A/Singapore/GP2050/2015 A/Singapore/GP2050/2015-egg A/Cambodia/Z0722377/2015 A/Cambodia/Z0727327/2015 A/SouthAustralia/32/2016 A/Brisbane/77/2016 A/Cambodia/Z0709310/2015 A/Cambodia/FSS31758/2015 A/Canberra/5/2016 A/Victoria/509/2015 A/Cambodia/Z0727331/2015 A/Fiji/2/2015 A/Victoria/192/2017 A/SriLanka/72/2017 A/Fiji/54/2017 A/Fiji/56/2017 A/Fiji/59/2017 A/Fiji/46/2017 A/Sydney/92/2017 A/SouthAustralia/154/2017 A/SuratThani/1836/2016 A/SouthAustralia/109/2017 A/SuratThani/429/2016 A/Phetchaburi/389/2016 A/Darwin/1001/2017 A/Brisbane/1028/2017 A/Macau/611810/2015 A/Brisbane/1002/2015 A/Victoria/897/2015 A/Macau/611781/2015 A/SouthAustralia/132/2015 A/Macau/611376/2015 A/Macau/611658/2015 A/Brisbane/141/2015 A/Sydney/1005/2015 A/Newcastle/1002/2015 A/Victoria/510/2015 A/SouthAustralia/53/2015 A/SouthAustralia/51/2015 A/SouthAustralia/50/2015 A/SouthAustralia/56/2015 A/SouthAustralia/62/2015 A/SouthAustralia/58/2015 A/Darwin/13/2016 A/Victoria/455/2015 A/SouthAustralia/54/2015 A/Sydney/9/2016 A/Christchurch/500/2015 A/Christchurch/502/2015 A/Macau/611637/2015 A/Brisbane/183/2015 A/Brisbane/183/2015-egg A/Brisbane/195/2015 A/Perth/67/2015 A/Perth/99/2015 A/Victoria/890/2015 A/Fiji/14/2016 A/Fiji/67/2016 A/Fiji/61/2016 A/Fiji/7/2016 A/Fiji/21/2016 A/Fiji/45/2016 A/Fiji/54/2016 A/Fiji/42/2016 A/Fiji/13/2016 A/Fiji/31/2016 A/Brisbane/206/2016 A/Sydney/40/2016 A/SriLanka/63/2015 A/SouthAustralia/41/2017 A/Brisbane/321/2016 A/Perth/77/2017 A/Perth/336/2017 A/Newcastle/606/2017 A/Christchurch/516/2017-egg A/Sydney/1207/2017 A/Sydney/224/2017 A/SouthAustralia/273/2017 A/SouthAustralia/1080/2017 A/Brisbane/190/2017-egg A/Brisbane/192/2017-egg A/SouthAustralia/274/2017 A/SouthAustralia/276/2017 A/SouthAustralia/270/2017 A/Brisbane/1/2018 A/Brisbane/1/2018-egg A/Brisbane/197/2015 A/Victoria/2015/2016 A/Cambodia/Fss31694/2016 A/Brisbane/92/2016 A/Cambodia/Fss33782/2016 A/Victoria/2517/2016 A/Tasmania/3/2016 A/Sydney/88/2016 A/Darwin/1000/2016 A/Sydney/52/2016 A/Sydney/1024/2016 A/Sydney/188/2016 A/Victoria/2/2016 A/SriLanka/40/2016 A/SriLanka/45/2016 A/SriLanka/49/2016 A/SriLanka/31/2016 A/SriLanka/1/2017 A/SriLanka/3/2017 A/SouthAustralia/30/2016 A/Victoria/2516/2016 A/Malaysia/RP3358/2016 A/Newcastle/83/2016 A/Brisbane/66/2016 A/SouthAustralia/172/2015 A/Malaysia/1358/2016 A/Sydney/30/2016 A/Newcastle/1000/2016 A/SriLanka/41/2016 A/Philippines/2/2017 A/Newcastle/23/2017 A/Newcastle/22/2017 A/Wellington/1/2017 A/Bangkok/35/2017 A/Philippines/7/2017 A/Sydney/42/2017 A/SouthAustralia/90/2017 A/SriLanka/32/2016 A/Victoria/2024/2017 A/SouthAustralia/111/2017 A/SouthAustralia/13/2017 A/SouthAustralia/32/2017 A/SriLanka/56/2017 A/Darwin/1022/2017 A/SriLanka/95/2017 A/SriLanka/1/2018 A/SriLanka/94/2017 A/SriLanka/93/2017 A/SriLanka/102/2017 A/SriLanka/4/2018 A/Philippines/30/2017 A/Philippines/35/2017 A/Sydney/543/2017 A/Chanthaburi/36/2017 A/SouthAustralia/1077/2017 A/Sydney/1199/2017 A/Brisbane/185/2017-egg A/Sydney/1101/2017 A/Sydney/81/2017 A/SouthAuckland/43/2017 A/Cambodia/36954/2017 A/Sydney/235/2017 A/Sydney/236/2017
state research center of virology and biotechnology vector,2,?,,unknown,A/Novosibirsk/2/2016 A/Stavropol/8/2015
taiwan cdc,1,?,,unknown,A/Taiwan/87302/2016
national institute for biological standards and control  nibsc ,3,?,,unknown,A/HongKong/4801/2014-egg A/NewCaledonia/71/2014-egg A/HongKong/7127/2014-egg
instituto oswaldo cruz fiocruz   laboratory of respiratory viruses and measles  lvrs ,8,?,,unknown,A/Parana/1142/2016 A/Parana/293/2016 A/RiodeJaneiro/1872/2016 A/SantaCatarina/25/2018 A/Parana/54/2018 A/Parana/1150/2016 A/SantaCatarina/1909/2016 A/RioGrandedoSul/1895/2016
public health agency of sweden,12,?,,unknown,A/Stockholm/32/2017 A/Vaxjo/1/2017 A/Stockholm/31/2017 A/Gothenburg/4/2017 A/Sweden/12/2018 A/Lund/2/2017 A/Lund/3/2017 A/Stockholm/27/2017 A/Stockholm/36/2017 A/Orebro/1/2017 A/Stockholm/38/2017 A/Lund/4/2017
national institute for public health and the environment  rivm ,41,?,,unknown,A/Netherlands/3061/2016 A/Netherlands/3512/2017 A/Netherlands/10391/2018 A/Netherlands/3521/2017 A/Netherlands/10160/2018 A/Netherlands/10174/2018 A/Netherlands/10214/2018 A/Netherlands/10013/2018 A/Netherlands/10193/2018 A/Netherlands/10419/2018 A/Netherlands/10159/2018 A/Netherlands/10484/2018 A/Netherlands/10279/2018 A/Netherlands/10359/2018 A/Netherlands/10523/2018 A/Netherlands/10541/2018 A/Netherlands/10461/2018 A/Netherlands/10379/2018 A/Netherlands/10489/2018 A/Netherlands/10358/2018 A/Netherlands/10436/2018 A/Netherlands/10393/2018 A/Netherlands/10415/2018 A/Netherlands/2007/2017 A/Netherlands/2004/2017 A/Netherlands/2009/2017 A/Netherlands/2947/2017 A/Netherlands/2653/2017 A/Netherlands/1992/2017 A/Netherlands/2837/2017 A/Netherlands/2001/2017 A/Netherlands/10029/2018 A/Netherlands/10402/2018 A/Netherlands/10090/2018 A/Netherlands/10406/2018 A/Netherlands/10377/2018 A/Netherlands/10297/2018 A/Netherlands/10518/2018 A/Netherlands/10533/2018 A/Netherlands/10438/2018 A/Netherlands/10260/2018
public health wales microbiology,8,?,,unknown,A/Cardiff/7156/2017 A/Cardiff/7495/2017 A/Cardiff/4045/2017 A/Swansea/5352/2017 A/Cardiff/7109/2018-egg A/Swansea/3914/2018 A/Swansea/3923/2018 A/Swansea/4343/2017
institut pasteur,11,?,,unknown,A/Paris/1327/2018 A/NordPasDeCalais/2750/2016 A/NordPasDeCalais/2751/2016 A/Bourgogne/2294/2016 A/Alsace/1280/2018 A/Paris/1191/2018 A/Paris/1232/2017 A/FrancheComte/2323/2016 A/Paris/1383/2017 A/Paris/1173/2018 A/Paris/1226/2018
swedish institute for infectious disease control,12,?,,unknown,A/Stockholm/40/2015 A/Lund/7/2016 A/Kungalv/1/2016 A/Stockholm/34/2016 A/Stockholm/42/2015 A/Malmo/5/2015 A/Sweden/54/2017 A/Orebro/1/2016 A/Halmstad/2/2016 A/Stockholm/28/2016 A/Stockholm/30/2016 A/Sweden/48/2017
research institute of influenza,1,?,,unknown,A/StPetersburg/RII-852S/2018
