block_id,start,end,name,color
chr1-7,243700000,249250621,q44,"rgb(173,6,6)"
chr2-7,0,4400000,p25.3,"rgb(173,6,6)"
chr2-7,4400000,7100000,p25.2,"rgb(255, 0, 255)"
chr2-7,7100000,12200000,p25.1,"rgb(173,6,6)"
chr2-7,12200000,16700000,p24.3,"rgb(102, 51, 0)"
chr2-7,16700000,19200000,p24.2,"rgb(173,6,6)"
chr2-7,19200000,24000000,p24.1,"rgb(102, 51, 0)"
chr2-7,24000000,27900000,p23.3,"rgb(173,6,6)"
chr2-7,27900000,30000000,p23.2,"rgb(153, 204, 255)"
chr2-7,30000000,32100000,p23.1,"rgb(173,6,6)"
chr2-7,32100000,36600000,p22.3,"rgb(102, 51, 0)"
chr2-7,36600000,38600000,p22.2,"rgb(173,6,6)"
chr2-7,38600000,41800000,p22.1,"rgb(255, 0, 255)"
chr2-7,41800000,47800000,p21,"rgb(173,6,6)"
chr2-7,47800000,52900000,p16.3,"rgb(153, 255, 102)"
chr2-7,52900000,55000000,p16.2,"rgb(173,6,6)"
chr2-7,55000000,61300000,p16.1,"rgb(153, 255, 102)"
chr2-7,61300000,64100000,p15,"rgb(173,6,6)"
chr2-7,64100000,68600000,p14,"rgb(255, 0, 255)"
chr2-7,68600000,71500000,p13.3,"rgb(173,6,6)"
chr2-7,71500000,73500000,p13.2,"rgb(255, 0, 255)"
chr2-7,73500000,75000000,p13.1,"rgb(173,6,6)"
chr2-7,75000000,83300000,p12,"rgb(153, 255, 102)"
chr2-7,83300000,90500000,p11.2,"rgb(173,6,6)"
chr2-7,90500000,93300000,p11.1,"rgb(130,130,130)"
chr2-7,93300000,96800000,q11.1,"rgb(130,130,130)"
chr2-7,96800000,102700000,q11.2,"rgb(173,6,6)"
chr2-7,102700000,106000000,q12.1,"rgb(255, 0, 255)"
chr2-7,106000000,107500000,q12.2,"rgb(173,6,6)"
chr2-7,107500000,110200000,q12.3,"rgb(153, 204, 255)"
chr2-7,110200000,114400000,q13,"rgb(173,6,6)"
chr2-7,114400000,118800000,q14.1,"rgb(255, 0, 255)"
chr2-7,118800000,122400000,q14.2,"rgb(173,6,6)"
chr2-7,122400000,129900000,q14.3,"rgb(255, 0, 255)"
chr2-7,129900000,132500000,q21.1,"rgb(173,6,6)"
chr2-7,132500000,135100000,q21.2,"rgb(153, 204, 255)"
chr2-7,135100000,136800000,q21.3,"rgb(173,6,6)"
chr2-7,136800000,142200000,q22.1,"rgb(153, 255, 102)"
chr2-7,142200000,144100000,q22.2,"rgb(173,6,6)"
chr2-7,144100000,148700000,q22.3,"rgb(153, 255, 102)"
chr2-7,148700000,149900000,q23.1,"rgb(173,6,6)"
chr2-7,149900000,150500000,q23.2,"rgb(153, 204, 255)"
chr2-7,150500000,154900000,q23.3,"rgb(173,6,6)"
chr2-7,154900000,159800000,q24.1,"rgb(102, 51, 0)"
chr2-7,159800000,163700000,q24.2,"rgb(173,6,6)"
chr2-7,163700000,169700000,q24.3,"rgb(102, 51, 0)"
chr2-7,169700000,178000000,q31.1,"rgb(173,6,6)"
chr2-7,178000000,180600000,q31.2,"rgb(255, 0, 255)"
chr2-7,180600000,183000000,q31.3,"rgb(173,6,6)"
chr2-7,183000000,189400000,q32.1,"rgb(102, 51, 0)"
chr2-7,189400000,191900000,q32.2,"rgb(173,6,6)"
chr2-7,191900000,197400000,q32.3,"rgb(102, 51, 0)"
chr2-7,197400000,203300000,q33.1,"rgb(173,6,6)"
chr2-7,203300000,204900000,q33.2,"rgb(255, 0, 255)"
chr2-7,204900000,209000000,q33.3,"rgb(173,6,6)"
chr2-7,209000000,215300000,q34,"rgb(153, 255, 102)"
chr2-7,215300000,221500000,q35,"rgb(173,6,6)"
chr2-7,221500000,225200000,q36.1,"rgb(102, 51, 0)"
chr2-7,225200000,226100000,q36.2,"rgb(173,6,6)"
chr2-7,226100000,231000000,q36.3,"rgb(153, 255, 102)"
chr2-7,231000000,235600000,q37.1,"rgb(173,6,6)"
chr2-7,235600000,237300000,q37.2,"rgb(255, 0, 255)"
chr2-7,237300000,243199373,q37.3,"rgb(173,6,6)"
chr3-7,0,2800000,p26.3,"rgb(255, 0, 255)"
chr3-7,2800000,4000000,p26.2,"rgb(173,6,6)"
chr3-7,4000000,8700000,p26.1,"rgb(255, 0, 255)"
chr3-7,8700000,11800000,p25.3,"rgb(173,6,6)"
chr3-7,11800000,13300000,p25.2,"rgb(153, 204, 255)"
chr3-7,13300000,16400000,p25.1,"rgb(173,6,6)"
chr3-7,16400000,23900000,p24.3,"rgb(153, 255, 102)"
chr3-7,23900000,26400000,p24.2,"rgb(173,6,6)"
chr3-7,26400000,30900000,p24.1,"rgb(102, 51, 0)"
chr3-7,30900000,32100000,p23,"rgb(173,6,6)"
chr3-7,32100000,36500000,p22.3,"rgb(255, 0, 255)"
chr3-7,36500000,39400000,p22.2,"rgb(173,6,6)"
chr3-7,39400000,43700000,p22.1,"rgb(102, 51, 0)"
chr3-7,43700000,44100000,p21.33,"rgb(173,6,6)"
chr3-7,44100000,44200000,p21.32,"rgb(255, 0, 255)"
chr3-7,44200000,50600000,p21.31,"rgb(173,6,6)"
chr3-7,50600000,52300000,p21.2,"rgb(153, 204, 255)"
chr3-7,52300000,54400000,p21.1,"rgb(173,6,6)"
chr3-7,54400000,58600000,p14.3,"rgb(255, 0, 255)"
chr3-7,58600000,63700000,p14.2,"rgb(173,6,6)"
chr3-7,63700000,69800000,p14.1,"rgb(255, 0, 255)"
chr3-7,69800000,74200000,p13,"rgb(173,6,6)"
chr3-7,74200000,79800000,p12.3,"rgb(102, 51, 0)"
chr3-7,79800000,83500000,p12.2,"rgb(173,6,6)"
chr3-7,83500000,87200000,p12.1,"rgb(102, 51, 0)"
chr3-7,87200000,87900000,p11.2,"rgb(173,6,6)"
chr3-7,87900000,91000000,p11.1,"rgb(130,130,130)"
chr3-7,91000000,93900000,q11.1,"rgb(130,130,130)"
chr3-7,93900000,98300000,q11.2,"rgb(204, 153, 0)"
chr3-7,98300000,100000000,q12.1,"rgb(173,6,6)"
chr3-7,100000000,100900000,q12.2,"rgb(153, 204, 255)"
chr3-7,100900000,102800000,q12.3,"rgb(173,6,6)"
chr3-7,102800000,106200000,q13.11,"rgb(102, 51, 0)"
chr3-7,106200000,107900000,q13.12,"rgb(173,6,6)"
chr3-7,107900000,111300000,q13.13,"rgb(255, 0, 255)"
chr3-7,111300000,113500000,q13.2,"rgb(173,6,6)"
chr3-7,113500000,117300000,q13.31,"rgb(102, 51, 0)"
chr3-7,117300000,119000000,q13.32,"rgb(173,6,6)"
chr3-7,119000000,121900000,q13.33,"rgb(102, 51, 0)"
chr3-7,121900000,123800000,q21.1,"rgb(173,6,6)"
chr3-7,123800000,125800000,q21.2,"rgb(153, 204, 255)"
chr3-7,125800000,129200000,q21.3,"rgb(173,6,6)"
chr3-7,129200000,133700000,q22.1,"rgb(153, 204, 255)"
chr3-7,133700000,135700000,q22.2,"rgb(173,6,6)"
chr3-7,135700000,138700000,q22.3,"rgb(153, 204, 255)"
chr3-7,138700000,142800000,q23,"rgb(173,6,6)"
chr3-7,142800000,148900000,q24,"rgb(153, 255, 102)"
chr3-7,148900000,152100000,q25.1,"rgb(173,6,6)"
chr3-7,152100000,155000000,q25.2,"rgb(255, 0, 255)"
chr3-7,155000000,157000000,q25.31,"rgb(173,6,6)"
chr3-7,157000000,159000000,q25.32,"rgb(255, 0, 255)"
chr3-7,159000000,160700000,q25.33,"rgb(173,6,6)"
chr3-7,160700000,167600000,q26.1,"rgb(153, 255, 102)"
chr3-7,167600000,170900000,q26.2,"rgb(173,6,6)"
chr3-7,170900000,175700000,q26.31,"rgb(102, 51, 0)"
chr3-7,175700000,179000000,q26.32,"rgb(173,6,6)"
chr3-7,179000000,182700000,q26.33,"rgb(102, 51, 0)"
chr3-7,182700000,184500000,q27.1,"rgb(173,6,6)"
chr3-7,184500000,186000000,q27.2,"rgb(153, 204, 255)"
chr3-7,186000000,187900000,q27.3,"rgb(173,6,6)"
chr3-7,187900000,192300000,q28,"rgb(102, 51, 0)"
chr3-7,192300000,198022430,q29,"rgb(173,6,6)"
chr4-7,0,4500000,p16.3,"rgb(173,6,6)"
chr4-7,4500000,6000000,p16.2,"rgb(153, 204, 255)"
chr4-7,6000000,11300000,p16.1,"rgb(173,6,6)"
chr4-7,11300000,15200000,p15.33,"rgb(255, 0, 255)"
chr4-7,15200000,17800000,p15.32,"rgb(173,6,6)"
chr4-7,17800000,21300000,p15.31,"rgb(102, 51, 0)"
chr4-7,21300000,27700000,p15.2,"rgb(173,6,6)"
chr4-7,27700000,35800000,p15.1,"rgb(153, 255, 102)"
chr4-7,35800000,41200000,p14,"rgb(173,6,6)"
chr4-7,41200000,44600000,p13,"rgb(255, 0, 255)"
chr4-7,44600000,48200000,p12,"rgb(173,6,6)"
chr4-7,48200000,50400000,p11,"rgb(130,130,130)"
chr4-7,50400000,52700000,q11,"rgb(130,130,130)"
chr4-7,52700000,59500000,q12,"rgb(173,6,6)"
chr4-7,59500000,66600000,q13.1,"rgb(153, 255, 102)"
chr4-7,66600000,70500000,q13.2,"rgb(173,6,6)"
chr4-7,70500000,76300000,q13.3,"rgb(102, 51, 0)"
chr4-7,76300000,78900000,q21.1,"rgb(173,6,6)"
chr4-7,78900000,82400000,q21.21,"rgb(255, 0, 255)"
chr4-7,82400000,84100000,q21.22,"rgb(173,6,6)"
chr4-7,84100000,86900000,q21.23,"rgb(153, 204, 255)"
chr4-7,86900000,88000000,q21.3,"rgb(173,6,6)"
chr4-7,88000000,93700000,q22.1,"rgb(102, 51, 0)"
chr4-7,93700000,95100000,q22.2,"rgb(173,6,6)"
chr4-7,95100000,98800000,q22.3,"rgb(102, 51, 0)"
chr4-7,98800000,101100000,q23,"rgb(173,6,6)"
chr4-7,101100000,107700000,q24,"rgb(255, 0, 255)"
chr4-7,107700000,114100000,q25,"rgb(173,6,6)"
chr4-7,114100000,120800000,q26,"rgb(102, 51, 0)"
chr4-7,120800000,123800000,q27,"rgb(173,6,6)"
chr4-7,123800000,128800000,q28.1,"rgb(255, 0, 255)"
chr4-7,128800000,131100000,q28.2,"rgb(173,6,6)"
chr4-7,131100000,139500000,q28.3,"rgb(153, 255, 102)"
chr4-7,139500000,141500000,q31.1,"rgb(173,6,6)"
chr4-7,141500000,146800000,q31.21,"rgb(153, 204, 255)"
chr4-7,146800000,148500000,q31.22,"rgb(173,6,6)"
chr4-7,148500000,151100000,q31.23,"rgb(153, 204, 255)"
chr4-7,151100000,155600000,q31.3,"rgb(173,6,6)"
chr4-7,155600000,161800000,q32.1,"rgb(153, 255, 102)"
chr4-7,161800000,164500000,q32.2,"rgb(173,6,6)"
chr4-7,164500000,170100000,q32.3,"rgb(153, 255, 102)"
chr4-7,170100000,171900000,q33,"rgb(173,6,6)"
chr4-7,171900000,176300000,q34.1,"rgb(102, 51, 0)"
chr4-7,176300000,177500000,q34.2,"rgb(173,6,6)"
chr4-7,177500000,183200000,q34.3,"rgb(153, 255, 102)"
chr4-7,183200000,187100000,q35.1,"rgb(173,6,6)"
chr4-7,187100000,191154276,q35.2,"rgb(153, 204, 255)"
chr5-7,0,4500000,p15.33,"rgb(173,6,6)"
chr5-7,4500000,6300000,p15.32,"rgb(153, 204, 255)"
chr5-7,6300000,9800000,p15.31,"rgb(173,6,6)"
chr5-7,9800000,15000000,p15.2,"rgb(255, 0, 255)"
chr5-7,15000000,18400000,p15.1,"rgb(173,6,6)"
chr5-7,18400000,23300000,p14.3,"rgb(153, 255, 102)"
chr5-7,23300000,24600000,p14.2,"rgb(173,6,6)"
chr5-7,24600000,28900000,p14.1,"rgb(153, 255, 102)"
chr5-7,28900000,33800000,p13.3,"rgb(173,6,6)"
chr5-7,33800000,38400000,p13.2,"rgb(153, 204, 255)"
chr5-7,38400000,42500000,p13.1,"rgb(173,6,6)"
chr5-7,42500000,46100000,p12,"rgb(255, 0, 255)"
chr5-7,46100000,48400000,p11,"rgb(130,130,130)"
chr5-7,48400000,50700000,q11.1,"rgb(130,130,130)"
chr5-7,50700000,58900000,q11.2,"rgb(173,6,6)"
chr5-7,58900000,62900000,q12.1,"rgb(102, 51, 0)"
chr5-7,62900000,63200000,q12.2,"rgb(173,6,6)"
chr5-7,63200000,66700000,q12.3,"rgb(102, 51, 0)"
chr5-7,66700000,68400000,q13.1,"rgb(173,6,6)"
chr5-7,68400000,73300000,q13.2,"rgb(255, 0, 255)"
chr5-7,73300000,76900000,q13.3,"rgb(173,6,6)"
chr5-7,76900000,81400000,q14.1,"rgb(255, 0, 255)"
chr5-7,81400000,82800000,q14.2,"rgb(173,6,6)"
chr5-7,82800000,92300000,q14.3,"rgb(153, 255, 102)"
chr5-7,92300000,98200000,q15,"rgb(173,6,6)"
chr5-7,98200000,102800000,q21.1,"rgb(153, 255, 102)"
chr5-7,102800000,104500000,q21.2,"rgb(173,6,6)"
chr5-7,104500000,109600000,q21.3,"rgb(153, 255, 102)"
chr5-7,109600000,111500000,q22.1,"rgb(173,6,6)"
chr5-7,111500000,113100000,q22.2,"rgb(255, 0, 255)"
chr5-7,113100000,115200000,q22.3,"rgb(173,6,6)"
chr5-7,115200000,121400000,q23.1,"rgb(153, 255, 102)"
chr5-7,121400000,127300000,q23.2,"rgb(173,6,6)"
chr5-7,127300000,130600000,q23.3,"rgb(153, 255, 102)"
chr5-7,130600000,136200000,q31.1,"rgb(173,6,6)"
chr5-7,136200000,139500000,q31.2,"rgb(153, 204, 255)"
chr5-7,139500000,144500000,q31.3,"rgb(173,6,6)"
chr5-7,144500000,149800000,q32,"rgb(102, 51, 0)"
chr5-7,149800000,152700000,q33.1,"rgb(173,6,6)"
chr5-7,152700000,155700000,q33.2,"rgb(255, 0, 255)"
chr5-7,155700000,159900000,q33.3,"rgb(173,6,6)"
chr5-7,159900000,168500000,q34,"rgb(153, 255, 102)"
chr5-7,168500000,172800000,q35.1,"rgb(173,6,6)"
chr5-7,172800000,176600000,q35.2,"rgb(153, 204, 255)"
chr5-7,176600000,180915260,q35.3,"rgb(173,6,6)"
chr6-7,0,2300000,p25.3,"rgb(173,6,6)"
chr6-7,2300000,4200000,p25.2,"rgb(153, 204, 255)"
chr6-7,4200000,7100000,p25.1,"rgb(173,6,6)"
chr6-7,7100000,10600000,p24.3,"rgb(255, 0, 255)"
chr6-7,10600000,11600000,p24.2,"rgb(173,6,6)"
chr6-7,11600000,13400000,p24.1,"rgb(153, 204, 255)"
chr6-7,13400000,15200000,p23,"rgb(173,6,6)"
chr6-7,15200000,25200000,p22.3,"rgb(102, 51, 0)"
chr6-7,25200000,27000000,p22.2,"rgb(173,6,6)"
chr6-7,27000000,30400000,p22.1,"rgb(255, 0, 255)"
chr6-7,30400000,32100000,p21.33,"rgb(173,6,6)"
chr6-7,32100000,33500000,p21.32,"rgb(153, 204, 255)"
chr6-7,33500000,36600000,p21.31,"rgb(173,6,6)"
chr6-7,36600000,40500000,p21.2,"rgb(153, 204, 255)"
chr6-7,40500000,46200000,p21.1,"rgb(173,6,6)"
chr6-7,46200000,51800000,p12.3,"rgb(153, 255, 102)"
chr6-7,51800000,52900000,p12.2,"rgb(173,6,6)"
chr6-7,52900000,57000000,p12.1,"rgb(153, 255, 102)"
chr6-7,57000000,58700000,p11.2,"rgb(173,6,6)"
chr6-7,58700000,61000000,p11.1,"rgb(130,130,130)"
chr6-7,61000000,63300000,q11.1,"rgb(130,130,130)"
chr6-7,63300000,63400000,q11.2,"rgb(173,6,6)"
chr6-7,63400000,70000000,q12,"rgb(153, 255, 102)"
chr6-7,70000000,75900000,q13,"rgb(173,6,6)"
chr6-7,75900000,83900000,q14.1,"rgb(255, 0, 255)"
chr6-7,83900000,84900000,q14.2,"rgb(173,6,6)"
chr6-7,84900000,88000000,q14.3,"rgb(255, 0, 255)"
chr6-7,88000000,93100000,q15,"rgb(173,6,6)"
chr6-7,93100000,99500000,q16.1,"rgb(153, 255, 102)"
chr6-7,99500000,100600000,q16.2,"rgb(173,6,6)"
chr6-7,100600000,105500000,q16.3,"rgb(153, 255, 102)"
chr6-7,105500000,114600000,q21,"rgb(173,6,6)"
chr6-7,114600000,118300000,q22.1,"rgb(102, 51, 0)"
chr6-7,118300000,118500000,q22.2,"rgb(173,6,6)"
chr6-7,118500000,126100000,q22.31,"rgb(153, 255, 102)"
chr6-7,126100000,127100000,q22.32,"rgb(173,6,6)"
chr6-7,127100000,130300000,q22.33,"rgb(102, 51, 0)"
chr6-7,130300000,131200000,q23.1,"rgb(173,6,6)"
chr6-7,131200000,135200000,q23.2,"rgb(255, 0, 255)"
chr6-7,135200000,139000000,q23.3,"rgb(173,6,6)"
chr6-7,139000000,142800000,q24.1,"rgb(102, 51, 0)"
chr6-7,142800000,145600000,q24.2,"rgb(173,6,6)"
chr6-7,145600000,149000000,q24.3,"rgb(102, 51, 0)"
chr6-7,149000000,152500000,q25.1,"rgb(173,6,6)"
chr6-7,152500000,155500000,q25.2,"rgb(255, 0, 255)"
chr6-7,155500000,161000000,q25.3,"rgb(173,6,6)"
chr6-7,161000000,164500000,q26,"rgb(255, 0, 255)"
chr6-7,164500000,171115067,q27,"rgb(173,6,6)"
chr7-7,0,2800000,p22.3,"rgb(173,6,6)"
chr7-7,2800000,4500000,p22.2,"rgb(153, 204, 255)"
chr7-7,4500000,7300000,p22.1,"rgb(173,6,6)"
chr7-7,7300000,13800000,p21.3,"rgb(153, 255, 102)"
chr7-7,13800000,16500000,p21.2,"rgb(173,6,6)"
chr7-7,16500000,20900000,p21.1,"rgb(153, 255, 102)"
chr7-7,20900000,25500000,p15.3,"rgb(173,6,6)"
chr7-7,25500000,28000000,p15.2,"rgb(255, 0, 255)"
chr7-7,28000000,28800000,p15.1,"rgb(173,6,6)"
chr7-7,28800000,35000000,p14.3,"rgb(102, 51, 0)"
chr7-7,35000000,37200000,p14.2,"rgb(173,6,6)"
chr7-7,37200000,43300000,p14.1,"rgb(102, 51, 0)"
chr7-7,43300000,45400000,p13,"rgb(173,6,6)"
chr7-7,45400000,49000000,p12.3,"rgb(102, 51, 0)"
chr7-7,49000000,50500000,p12.2,"rgb(173,6,6)"
chr7-7,50500000,54000000,p12.1,"rgb(102, 51, 0)"
chr7-7,54000000,58000000,p11.2,"rgb(173,6,6)"
chr7-7,58000000,59900000,p11.1,"rgb(130,130,130)"
chr7-7,59900000,61700000,q11.1,"rgb(130,130,130)"
chr7-7,61700000,67000000,q11.21,"rgb(173,6,6)"
chr7-7,67000000,72200000,q11.22,"rgb(255, 0, 255)"
chr7-7,72200000,77500000,q11.23,"rgb(173,6,6)"
chr7-7,77500000,86400000,q21.11,"rgb(153, 255, 102)"
chr7-7,86400000,88200000,q21.12,"rgb(173,6,6)"
chr7-7,88200000,91100000,q21.13,"rgb(102, 51, 0)"
chr7-7,91100000,92800000,q21.2,"rgb(173,6,6)"
chr7-7,92800000,98000000,q21.3,"rgb(102, 51, 0)"
chr7-7,98000000,103800000,q22.1,"rgb(173,6,6)"
chr7-7,103800000,104500000,q22.2,"rgb(255, 0, 255)"
chr7-7,104500000,107400000,q22.3,"rgb(173,6,6)"
chr7-7,107400000,114600000,q31.1,"rgb(102, 51, 0)"
chr7-7,114600000,117400000,q31.2,"rgb(173,6,6)"
chr7-7,117400000,121100000,q31.31,"rgb(102, 51, 0)"
chr7-7,121100000,123800000,q31.32,"rgb(173,6,6)"
chr7-7,123800000,127100000,q31.33,"rgb(102, 51, 0)"
chr7-7,127100000,129200000,q32.1,"rgb(173,6,6)"
chr7-7,129200000,130400000,q32.2,"rgb(153, 204, 255)"
chr7-7,130400000,132600000,q32.3,"rgb(173,6,6)"
chr7-7,132600000,138200000,q33,"rgb(255, 0, 255)"
chr7-7,138200000,143100000,q34,"rgb(173,6,6)"
chr7-7,143100000,147900000,q35,"rgb(102, 51, 0)"
chr7-7,147900000,152600000,q36.1,"rgb(173,6,6)"
chr7-7,152600000,155100000,q36.2,"rgb(153, 204, 255)"
chr7-7,155100000,159138663,q36.3,"rgb(173,6,6)"
chr8-7,0,2200000,p23.3,"rgb(173,6,6)"
chr8-7,2200000,6200000,p23.2,"rgb(102, 51, 0)"
chr8-7,6200000,12700000,p23.1,"rgb(173,6,6)"
chr8-7,12700000,19000000,p22,"rgb(153, 255, 102)"
chr8-7,19000000,23300000,p21.3,"rgb(173,6,6)"
chr8-7,23300000,27400000,p21.2,"rgb(255, 0, 255)"
chr8-7,27400000,28800000,p21.1,"rgb(173,6,6)"
chr8-7,28800000,36500000,p12,"rgb(102, 51, 0)"
chr8-7,36500000,38300000,p11.23,"rgb(173,6,6)"
chr8-7,38300000,39700000,p11.22,"rgb(153, 204, 255)"
chr8-7,39700000,43100000,p11.21,"rgb(173,6,6)"
chr8-7,43100000,45600000,p11.1,"rgb(130,130,130)"
chr8-7,45600000,48100000,q11.1,"rgb(130,130,130)"
chr8-7,48100000,52200000,q11.21,"rgb(173,6,6)"
chr8-7,52200000,52600000,q11.22,"rgb(102, 51, 0)"
chr8-7,52600000,55500000,q11.23,"rgb(173,6,6)"
chr8-7,55500000,61600000,q12.1,"rgb(255, 0, 255)"
chr8-7,61600000,62200000,q12.2,"rgb(173,6,6)"
chr8-7,62200000,66000000,q12.3,"rgb(255, 0, 255)"
chr8-7,66000000,68000000,q13.1,"rgb(173,6,6)"
chr8-7,68000000,70500000,q13.2,"rgb(255, 0, 255)"
chr8-7,70500000,73900000,q13.3,"rgb(173,6,6)"
chr8-7,73900000,78300000,q21.11,"rgb(153, 255, 102)"
chr8-7,78300000,80100000,q21.12,"rgb(173,6,6)"
chr8-7,80100000,84600000,q21.13,"rgb(102, 51, 0)"
chr8-7,84600000,86900000,q21.2,"rgb(173,6,6)"
chr8-7,86900000,93300000,q21.3,"rgb(153, 255, 102)"
chr8-7,93300000,99000000,q22.1,"rgb(173,6,6)"
chr8-7,99000000,101600000,q22.2,"rgb(153, 204, 255)"
chr8-7,101600000,106200000,q22.3,"rgb(173,6,6)"
chr8-7,106200000,110500000,q23.1,"rgb(102, 51, 0)"
chr8-7,110500000,112100000,q23.2,"rgb(173,6,6)"
chr8-7,112100000,117700000,q23.3,"rgb(153, 255, 102)"
chr8-7,117700000,119200000,q24.11,"rgb(173,6,6)"
chr8-7,119200000,122500000,q24.12,"rgb(255, 0, 255)"
chr8-7,122500000,127300000,q24.13,"rgb(173,6,6)"
chr8-7,127300000,131500000,q24.21,"rgb(255, 0, 255)"
chr8-7,131500000,136400000,q24.22,"rgb(173,6,6)"
chr8-7,136400000,139900000,q24.23,"rgb(102, 51, 0)"
chr8-7,139900000,146364022,q24.3,"rgb(173,6,6)"
chr9-7,0,2200000,p24.3,"rgb(173,6,6)"
chr9-7,2200000,4600000,p24.2,"rgb(153, 204, 255)"
chr9-7,4600000,9000000,p24.1,"rgb(173,6,6)"
chr9-7,9000000,14200000,p23,"rgb(102, 51, 0)"
chr9-7,14200000,16600000,p22.3,"rgb(173,6,6)"
chr9-7,16600000,18500000,p22.2,"rgb(153, 204, 255)"
chr9-7,18500000,19900000,p22.1,"rgb(173,6,6)"
chr9-7,19900000,25600000,p21.3,"rgb(153, 255, 102)"
chr9-7,25600000,28000000,p21.2,"rgb(173,6,6)"
chr9-7,28000000,33200000,p21.1,"rgb(153, 255, 102)"
chr9-7,33200000,36300000,p13.3,"rgb(173,6,6)"
chr9-7,36300000,38400000,p13.2,"rgb(153, 204, 255)"
chr9-7,38400000,41000000,p13.1,"rgb(173,6,6)"
chr9-7,41000000,43600000,p12,"rgb(255, 0, 255)"
chr9-7,43600000,47300000,p11.2,"rgb(173,6,6)"
chr9-7,47300000,49000000,p11.1,"rgb(130,130,130)"
chr9-7,49000000,50700000,q11,"rgb(130,130,130)"
