Author,n (strains),publication title,journal,publication URL,strains
Fujii et al.,1,?,,unknown,DENV1/USA/HAWAII/1944
Colon et al.,7,?,,unknown,DENV4/MICRONESIA/MCDB043/1995 DENV2/SOMALIA/DB124/2011 DENV2/SOMALIA/DB123/2011 DENV2/TAIWAN/DB116/1987 DENV3/AMERICAN_SAMOA/SADB036/1995 DENV3/COOK_ISLANDS/DB030/1991 DENV1/SOMALIA/DB121/2011
Cesaire et al.,11,?,,unknown,DENV4/FRENCH_GUIANA/FGUFEV/1995 DENV4/FRENCH_GUIANA/FGUJUN/1995 DENV4/FRENCH_GUIANA/FGUDEC/1993 DENV4/FRENCH_GUIANA/FGUMAR/1994 DENV4/FRENCH_GUIANA/FGUSEP1/1994 DENV4/FRENCH_GUIANA/FGUJUN/1994 DENV4/GUADELOUPE/GUAFWIDEC/2004 DENV4/FRENCH_GUIANA/FGUOCT/2004 DENV4/FRENCH_GUIANA/FGUFEV/2005 DENV4/MARTINIQUE/MARFWIAUG/2004 DENV4/MARTINIQUE/MARFWIDEC/2004
Buchy et al.,3,?,,unknown,DENV4/CAMBODIA/NA/2010 DENV4/CAMBODIA/V0624301/2011 DENV3/CAMBODIA/V0907330/2011
Iwagoe et al.,2,?,,unknown,DENV3/TANZANIA/08NIID/2010 DENV3/JAPAN/COTEDIVOIRENIID48/2008
Hashimoto et al.,1,?,,unknown,DENV2/BURKINA_FASO/BURKINAFONIID125/2016
Farrar et al.,4,?,,unknown,DENV1/VIETNAM/DEN065HN/2008 DENV1/VIETNAM/DEN005HN/2008 DENV1/VIETNAM/DEN073HN/2008 DENV1/VIETNAM/DEN003HN/2008
Iovine et al.,1,?,,unknown,DENV2/USA/HOMOSAPIENSUF1GAINESVILLE/2016
Burt et al.,6,?,,unknown,DENV1/FRANCE/191/2004 DENV1/COMOROS/04329/1993 DENV1/SEYCHELLES/1480/2004 DENV1/SEYCHELLES/1488/2004 DENV1/FRANCE/185/2004 DENV1/FRANCE/281/2004
Castro et al.,3,?,,unknown,DENV1/BRAZIL/MOSQ/1986 DENV1/BRAZIL/38159RJ/1989 DENV1/BRAZIL/36034RJ/1988
Chidlow et al.,26,?,,unknown,DENV4/INDONESIA/N06/2011 DENV4/INDONESIA/N006/2010 DENV2/INDONESIA/N044/2010 DENV2/INDONESIA/N051/2010 DENV2/INDONESIA/N045/2010 DENV2/INDONESIA/N047/2010 DENV2/INDONESIA/N04/2010 DENV2/INDONESIA/N050/2010 DENV2/INDONESIA/N025/2010 DENV2/INDONESIA/N020/2010 DENV2/INDONESIA/N035/2010 DENV2/INDONESIA/N100/2012 DENV2/INDONESIA/N075/2011 DENV3/INDONESIA/N056/2010 DENV1/INDIA/D011/2010 DENV1/INDONESIA/N012/2010 DENV1/INDONESIA/N015/2010 DENV1/INDONESIA/N004/2010 DENV1/INDONESIA/N013/2010 DENV1/INDONESIA/N005/2010 DENV1/INDONESIA/N023/2010 DENV1/INDONESIA/N06/2011 DENV1/INDONESIA/N037/2010 DENV1/INDONESIA/N071/2011 DENV1/INDONESIA/N014/2010 DENV1/INDONESIA/N072/2011
Abeysinghe et al.,2,?,,unknown,DENV1/SRI_LANKA/SLE/2009 DENV1/SRI_LANKA/SLB/2010
Davis et al.,1,?,,unknown,DENV1/AUSTRALIA/S9671/2010
Deubel et al.,1,?,,unknown,DENV2/JAMAICA/N1409/1983
Fang et al.,3,?,,unknown,DENV2/CHINA/ZS/2001 DENV1/CHINA/GZ/2002 DENV1/CHINA/GZ0203/1993
Koay et al.,1,?,,unknown,DENV2/SINGAPORE/NUHA0001/2013
Berlin et al.,5,?,,unknown,DENV2/PUERTO_RICO/BIDV1408/1997 DENV3/INDIA/BIDV2417/1984 DENV3/CAMBODIA/BIDV2074/2001 DENV3/SRI_LANKA/BIDV2408/1994 DENV3/SRI_LANKA/BIDV2404/1989
Lin et al.,11,?,,unknown,DENV2/CHINA/ZH4132/2012 DENV2/CHINA/GDZS00D/2014 DENV/CHINA/09/2014 DENV1/CHINA/ZH398/2012 DENV/CHINA/02/2012 DENV1/CHINA/ZH415/2012 DENV/CHINA/03/2012 DENV/CHINA/07/2014 DENV/CHINA/13/2014 DENV1/CHINA/GUZHEN01/2015 DENV/CHINA/200701/2012
Broor et al.,1,?,,unknown,DENV1/INDIA/EAIIMSDELHI1117/2010
Baronti et al.,3,?,,unknown,DENV4/HAITI/MRS6169642904/2014 DENV2/BURKINA_FASO/7754691/2016 DENV2/BURKINA_FASO/7869191/2016
Graham et al.,1,?,,unknown,DENV1/USA/MARTINFLA/2013
Corrales-Aguilar et al.,2,?,,unknown,DENV1/COSTA_RICA/DM12/2013 DENV1/COSTA_RICA/DE90/2014
Funada et al.,2,?,,unknown,DENV1/INDONESIA/A/1988 DENV1/JAPAN/MOCHIZUKI/1943
Cecilia et al.,22,?,,unknown,DENV4/INDIA/000/1962 DENV4/INDIA/6/1979 DENV4/INDIA/D52326/2009 DENV2/INDIA/347/1980 DENV2/INDIA/D5394/1971 DENV2/INDIA/DP23085/1960 DENV2/INDIA/D9201/1996 DENV3/USA/A3798/1963 DENV3/INDIA/481/1966 DENV3/INDIA/D58760/2005 DENV3/INDIA/D59826/2005 DENV1/INDIA/288/1963 DENV1/INDIA/494/1963 DENV1/INDIA/237/1962 DENV1/INDIA/227/1962 DENV1/INDIA/6883/1982 DENV1/INDIA/D6883/1982 DENV1/INDIA/D55290/2005 DENV1/INDIA/D5393/1971 DENV1/INDIA/3180/1970 DENV1/THAILAND/AI6147/1960 DENV1/THAILAND/6147/1960
Rochars et al.,3,?,,unknown,DENV4/HAITI/0324/2014 DENV2/HAITI/HOMOSAPIENS0078/2014 DENV1/HAITI/1207/2014
Birren et al.,5,?,,unknown,DENV2/MEXICO/BIDV7542/2007 DENV3/PERU/BIDV7081/2009 DENV3/PERU/BIDV7073/2008 DENV3/PERU/BIDV7070/2008 DENV1/PUERTO_RICO/BIDV8185/2010
Merolle et al.,3,?,,unknown,DENV1/ANGOLA/DB135/2013 DENV1/ANGOLA/DB136/2013 DENV1/ANGOLA/DB133/2013
Courageot et al.,2,?,,unknown,DENV1/BRAZIL/FGAD/1990 DENV1/FRENCH_GUIANA/FGA/1989
Cartin et al.,5,?,,unknown,DENV2/IRELAND/43493IRL/2011 DENV2/IRELAND/03996IRL/2011 DENV2/IRELAND/080388IRL/2010 DENV1/IRELAND/086624IRL/2010 DENV1/IRELAND/30144IRL/2012
Bancroft et al.,2,?,,unknown,DENV1/NAURUISLAND/REFERENCE/1997 DENV1/NAURU/ISLANDWESTERNPACIFIC/1974
Abhyankar et al.,4,?,,unknown,DENV2/INDIA/GWL39DI/2001 DENV2/INDIA/GWL18DI/2001 DENV2/INDIA/GWL228DI/2001 DENV3/INDIA/GWL25/2008
Geng et al.,3,?,,unknown,DENV4/CHINA/B5/2000 DENV3/CHINA/2/1980 DENV1/CHINA/GZ/1980
Tan et al.,1,?,,unknown,DENV2/CHINA/ZH1340/2008
Lardo et al.,2,?,,unknown,DENV2/INDONESIA/JKTAD001A/2013 DENV3/INDONESIA/JKTAD001B/2013
Wang et al.,1,?,,unknown,DENV1/CHINA/SU1/2012
Deng et al.,6,?,,unknown,DENV4/CHINA/GZ30/2010 DENV2/CHINA/GZ40/2010 DENV2/CHINA/GZ32/2010 DENV3/CHINA/GZ2D3/2009 DENV1/CHINA/GZ10/2013 DENV1/CHINA/GZ27/2013
Hapuarachchi et al.,28,?,,unknown,DENV4/SINGAPORE/25178/2011 DENV4/SINGAPORE/310A129S/2010 DENV4/SINGAPORE/310A129C/2010 DENV4/SINGAPORE/09291/2016 DENV4/SINGAPORE/04645/2016 DENV2/PAKISTAN/51/2008 DENV2/PAKISTAN/3/2011 DENV2/PAKISTAN/55/2008 DENV2/PAKISTAN/78/2009 DENV2/PAKISTAN/2/2009 DENV2/PAKISTAN/23/2011 DENV2/PAKISTAN/4/2011 DENV2/SINGAPORE/09423/2014 DENV2/SINGAPORE/09087/2015 DENV3/SINGAPORE/23167/2015 DENV3/SINGAPORE/26592/2013 DENV3/PAKISTAN/55709/2006 DENV3/PAKISTAN/43298/2006 DENV3/INDIA/PAKISTAN55505/2007 DENV3/PAKISTAN/52440/2006 DENV3/PAKISTAN/56/2008 DENV3/PAKISTAN/45251/2009 DENV3/SINGAPORE/095/2015 DENV1/SINGAPORE/15245/2012 DENV1/SINGAPORE/50244/2011 DENV1/SINGAPORE/03329/2015 DENV1/SINGAPORE/19944/2013 DENV1/SINGAPORE/10760/2015
Cadar et al.,7,?,,unknown,DENV4/ITALY/12489/2015 DENV2/INDIA/2627/2006 DENV2/TANZANIA/6478/2014 DENV3/SRI_LANKA/3404/2006 DENV3/SENEGAL/3140/2009 DENV1/BRAZIL/8246/2014 DENV1/ERITREA/2522/2010
Munoz-Jordan et al.,3,?,,unknown,DENV2/FIJI/FIDB179/2014 DENV2/FIJI/FIDB180/2014 DENV2/FIJI/FIDB173/2014
Nascimento et al.,1,?,,unknown,DENV4/BRAZIL/005AM/2011
Alvarado et al.,119,?,,unknown,DENV4/PHILIPPINES/BIDV3361/1956 DENV4/SPAIN/BIDV1600/1997 DENV2/PUERTO_RICO/BIDV3367/1969 DENV2/COLOMBIA/BIDV3358/1986 DENV2/HONDURAS/BIDV2945/1984 DENV2/MEXICO/BIDV3354/1983 DENV2/MEXICO/BIDV3355/1983 DENV2/VENEZUELA/BIDV3366/1987 DENV2/SRI_LANKA/BIDV2416/1996 DENV2/SRI_LANKA/BIDV2421/2003 DENV2/SRI_LANKA/BIDV2422/2004 DENV2/INDIA/BIDV2961/2006 DENV2/BURKINA_FASO/BIDV3502/1986 DENV2/GUAM/BIDV2950/2001 DENV2/VIETNAM/BIDV735/2006 DENV2/COLOMBIA/BIDV1599/1944 DENV2/USA/BIDV5413/2009 DENV2/PAPUA_NEW_GUINEA/BIDV2618/2008 DENV2/CAMBODIA/BIDV3924/2008 DENV2/CAMBODIA/BIDV4265/2007 DENV2/THAILAND/BIDV2299/2001 DENV2/VIETNAM/BIDV2947/1988 DENV2/PUERTO_RICO/BIDV1163/1986 DENV2/PUERTO_RICO/BIDV1164/1986 DENV2/PUERTO_RICO/BIDV1167/1987 DENV2/PUERTO_RICO/BIDV851/1990 DENV2/PUERTO_RICO/BIDV1175/1988 DENV2/PUERTO_RICO/BIDV1188/1990 DENV2/PUERTO_RICO/BIDV1176/1988 DENV2/PUERTO_RICO/BIDV685/1988 DENV2/PUERTO_RICO/BIDV1179/1989 DENV2/PUERTO_RICO/BIDV1178/1989 DENV2/PUERTO_RICO/BIDV1060/1989 DENV2/USA/BIDV2948/1990 DENV2/PUERTO_RICO/BIDV1409/1997 DENV2/PUERTO_RICO/BIDV1484/2003 DENV2/PUERTO_RICO/BIDV1487/2003 DENV2/PUERTO_RICO/BIDV1486/2003 DENV2/VENEZUELA/BIDV3497/1991 DENV2/SPAIN/BIDV3368/1998 DENV2/VENEZUELA/BIDV3365/1991 DENV2/VENEZUELA/BIDV3364/1991 DENV2/PUERTO_RICO/BIDV1087/1991 DENV2/SPAIN/BIDV3369/1999 DENV2/VENEZUELA/BIDV1457/1996 DENV2/SPAIN/BIDV3375/2007 DENV2/BELIZE/BIDV2952/2002 DENV2/NICARAGUA/BIDV2657/2000 DENV2/SPAIN/BIDV2346/2000 DENV2/NICARAGUA/BIDV2362/2000 DENV2/SPAIN/BIDV2361/2001 DENV2/NICARAGUA/BIDV2658/2000 DENV2/NICARAGUA/BIDV533/2005 DENV2/SPAIN/BIDV2344/2000 DENV2/SPAIN/BIDV2666/2000 DENV2/NICARAGUA/BIDV3227/2008 DENV2/NICARAGUA/BIDV2596/2006 DENV2/NICARAGUA/BIDV1755/2007 DENV2/NICARAGUA/BIDV2599/2006 DENV2/NICARAGUA/BIDV571/2006 DENV2/PUERTO_RICO/BIDV1428/1999 DENV3/AMERICAN_SAMOA/BIDV2973/1995 DENV3/COOK_ISLANDS/BIDV2972/1991 DENV3/VIETNAM/BIDV1817/2007 DENV3/VIETNAM/BIDV1329/2006 DENV3/SRI_LANKA/BIDV2412/1989 DENV3/SRI_LANKA/BIDV2414/1985 DENV3/SRI_LANKA/BIDV2413/1993 DENV3/SRI_LANKA/BIDV2411/1989 DENV3/SRI_LANKA/BIDV2409/1997 DENV3/MOZAMBIQUE/BIDV2418/1985 DENV3/SPAIN/BIDV2984/2003 DENV3/SPAIN/BIDV3400/2004 DENV3/SPAIN/BIDV3393/2002 DENV3/SPAIN/BIDV3398/2003 DENV3/NICARAGUA/BIDV4753/2009 DENV3/NICARAGUA/BIDV5488/2010 DENV3/NICARAGUA/BIDV3163/2008 DENV3/NICARAGUA/BIDV3175/2008 DENV3/NICARAGUA/BIDV5508/2010 DENV3/SPAIN/BIDV5467/2010 DENV3/SPAIN/BIDV5455/2009 DENV3/SPAIN/BIDV5449/2009 DENV3/SPAIN/BIDV5464/2009 DENV3/SPAIN/BIDV5468/2010 DENV1/PUERTO_RICO/BIDV2096/1993 DENV1/PUERTO_RICO/BIDV2136/1992 DENV1/PUERTO_RICO/BIDV2097/1986 DENV1/PUERTO_RICO/BIDV2135/1992 DENV1/PUERTO_RICO/BIDV2139/1996 DENV1/PUERTO_RICO/BIDV2133/1993 DENV1/PUERTO_RICO/BIDV1744/1995 DENV1/PUERTO_RICO/BIDV2143/1987 DENV1/PUERTO_RICO/BIDV2134/1993 DENV1/PUERTO_RICO/BIDV2128/1995 DENV1/PUERTO_RICO/BIDV2137/1992 DENV1/PUERTO_RICO/BIDV853/1998 DENV1/PUERTO_RICO/BIDV2093/1998 DENV1/PUERTO_RICO/BIDV2131/1996 DENV1/PUERTO_RICO/BIDV2142/1987 DENV1/PUERTO_RICO/BIDV2140/1996 DENV1/NICARAGUA/BIDV2642/2004 DENV1/NICARAGUA/BIDV664/2004 DENV1/NICARAGUA/BIDV617/2004 DENV1/NICARAGUA/BIDV1070/2005 DENV1/VENEZUELA/BIDV2171/1999 DENV1/SPAIN/BIDV3376/1998 DENV1/SPAIN/BIDV3377/1998 DENV1/SPAIN/BIDV3379/2001 DENV1/SPAIN/BIDV3387/2007 DENV1/SPAIN/BIDV3388/2007 DENV1/SPAIN/BIDV3391/2008 DENV1/SPAIN/BIDV3380/2005 DENV1/SPAIN/BIDV3378/1999 DENV1/FRENCH_POLYNESIA/BIDV2939/2001 DENV1/VIETNAM/BIDV1937/2008 DENV1/VIETNAM/BIDV2690/2006 DENV1/VIETNAM/BIDV2753/2007 DENV1/CAMBODIA/BIDV1991/2003
AbouHaider et al.,6,?,,unknown,DENV2/PAKISTAN/A1/2011 DENV2/PAKISTAN/A2/2011 DENV2/PAKISTAN/SWAT01/2013 DENV2/PAKISTAN/SWAT02/2013 DENV3/PAKISTAN/E55/2011 DENV3/PAKISTAN/SWAT04B/2013
Lo et al.,4,?,,unknown,DENV2/SINGAPORE/1158/2008 DENV2/SINGAPORE/0099/2007 DENV3/SINGAPORE/0235/2007 DENV1/SINGAPORE/1494/2008
Costantino et al.,1,?,,unknown,DENV3/YEMEN/MEN/2010
Cheng et al.,1,?,,unknown,DENV1/CHINA/ZJ01/2004
Ke et al.,1,?,,unknown,DENV2/INDIA/3458DIA/2013
Girerd et al.,1,?,,unknown,DENV4/INDONESIA/S1228/1978
Ito et al.,3,?,,unknown,DENV1/PHILIPPINES/ILIPPINESNIID13/2016 DENV1/MICRONESIA/YAPNIID27/2004 DENV1/MICRONESIA/0220/2004
Corwin et al.,2,?,,unknown,DENV1/INDONESIA/901530/1998 DENV1/INDONESIA/901518/1998
Li et al.,2,?,,unknown,DENV2/CHINA/4070/2014 DENV3/CHINA/40/2014
Giang et al.,13,?,,unknown,DENV2/VIETNAM/A064/2009 DENV2/VIETNAM/A089/2009 DENV2/VIETNAM/FG6448/2009 DENV2/VIETNAM/A087/2009 DENV2/VIETNAM/A034/2009 DENV2/VIETNAM/A006/2009 DENV2/VIETNAM/FG6019/2008 DENV2/VIETNAM/FG6429/2009 DENV2/VIETNAM/FG6284/2008 DENV2/VIETNAM/FG6275/2009 DENV2/VIETNAM/FG6229/2008 DENV2/VIETNAM/FG6307/2009 DENV2/VIETNAM/FG6339/2009
Blaney et al.,5,?,,unknown,DENV4/THAILAND/D85052/1985 DENV4/DOMINICA/AF375822/1981 DENV2/TONGA/DELTA30/1974 DENV3/INDONESIA/SLEMAN/1978 DENV1/PERU/IQT6152/2000
Altuntas et al.,1,?,,unknown,DENV1/GERMANY/BNI5201/2013
Sittivicharpinyo et al.,9,?,,unknown,DENV4/THAILAND/CTI2/2013 DENV2/THAILAND/NMA23/2014 DENV3/THAILAND/SKA5/2012 DENV3/THAILAND/SKA1/2012 DENV3/THAILAND/BKK12/2015 DENV3/THAILAND/LRI2/2015 DENV3/THAILAND/LRI8/2015 DENV1/THAILAND/BKK31/2015 DENV1/THAILAND/BKK35/2015
Alfonso et al.,3,?,,unknown,DENV3/PARAGUAY/10/2003 DENV3/BRAZIL/PV1/2003 DENV3/BRAZIL/AL95/2009
Diallo et al.,3,?,,unknown,DENV2/COTE_D_IVOIRE/DAKARA1247/1980 DENV2/BURKINA_FASO/DAKARA2022/1980 DENV1/MALAYSIA/P1244/1972
Dong et al.,2,?,,unknown,DENV4/CHINA/42/1978 DENV4/CHINA/56/1978
Ali et al.,16,?,,unknown,DENV2/BANGLADESH/H29/2009 DENV2/BANGLADESH/H127/2007 DENV2/BANGLADESH/H64/2008 DENV2/BANGLADESH/H17/2009 DENV2/BANGLADESH/H86/2008 DENV2/BANGLADESH/H83/2006 DENV2/BANGLADESH/H54/2008 DENV2/BANGLADESH/H21/2006 DENV3/BANGLADESH/H62/2008 DENV3/BANGLADESH/H67/2008 DENV3/BANGLADESH/H136/2007 DENV3/BANGLADESH/H113/2006 DENV3/BANGLADESH/H72/2008 DENV3/BANGLADESH/H140/2007 DENV3/BANGLADESH/H41/2006 DENV1/BANGLADESH/H8/2009
Shi et al.,5,?,,unknown,DENV3/CHINA/GDZDVS30D/2013 DENV3/CHINA/GDZSDV30A/2013 DENV3/CHINA/GDZDVS30B/2013 DENV1/CHINA/AQZK01AH/2016 DENV1/CHINA/HF16001AH/2016
Yan et al.,3,?,,unknown,DENV2/CHINA/D07035/2007 DENV1/CHINA/D07075/2007 DENV1/CHINA/D07037/2007
Amin et al.,3,?,,unknown,DENV1/SINGAPORE/09717/2013 DENV1/SINGAPORE/27197/2013 DENV1/SINGAPORE/11986/2013
Nakayama et al.,2,?,,unknown,DENV2/INDONESIA/NIID24/2015 DENV3/INDONESIA/NIID17/2015
Camacho-Nuez et al.,1,?,,unknown,DENV2/MEXICO/OAX1038/2005
Amarasinghe et al.,19,?,,unknown,DENV/SRI_LANKA/SL2310GSRILANKA663/2012 DENV/SRI_LANKA/SL2544GSRILANKA879/2012 DENV/SRI_LANKA/SL747CSRILANKA142/2013 DENV/SRI_LANKA/SL595CSRILANKA603/2012 DENV/SRI_LANKA/SL684CSRILANKA041/2013 DENV/SRI_LANKA/SL637CSRILANKA89/2012 DENV/SRI_LANKA/SL657CSRILANKA975/2012 DENV/SRI_LANKA/SL723CSRILANKA101/2013 DENV/SRI_LANKA/SL2450GSRILANKA786/2012 DENV/SRI_LANKA/SL588CSRILANKA381/2012 DENV/SRI_LANKA/SL6CSRILANKA822/2012 DENV/SRI_LANKA/SL768CSRILANKA211/2013 DENV/SRI_LANKA/SL2320GSRILANKA679/2012 DENV/SRI_LANKA/SL2428GSRILANKA764/2012 DENV/SRI_LANKA/SL2590GSRILANKA921/2012 DENV/SRI_LANKA/SL2136GSRILANKA567/2012 DENV/SRI_LANKA/SL319CSRILANKA641/2012 DENV/SRI_LANKA/SL560CSRILANKA773/2012 DENV/SRI_LANKA/SL520CSRILANKA375/2012
Aquino et al.,1,?,,unknown,DENV3/BRAZIL/RP1/2003
Fan et al.,7,?,,unknown,DENV3/CHINA/JH919/2013 DENV1/CHINA/YNDGR7/2015 DENV1/CHINA/YNDGR/2015 DENV1/CHINA/YNDGR3/2015 DENV1/CHINA/YNGM/2015 DENV1/CHINA/YNGM1509/2015 DENV1/CHINA/YNDGR401/2015
Bhamarapravati et al.,4,?,,unknown,DENV2/THAILAND/REFERENCE/1964 DENV2/THAILAND/PDK53/1983 DENV1/THAILAND/16007PDK13/1989 DENV1/THAILAND/16007/1964
Silva et al.,19,?,,unknown,DENV4/COLOMBIA/SANP202090076/2015 DENV4/COLOMBIA/SANF14100091/2014 DENV4/COLOMBIA/SANLV192075/2009 DENV2/COLOMBIA/SAN325/2000 DENV2/COLOMBIA/SANP204100028/2015 DENV2/COLOMBIA/SAN363/2001 DENV2/COLOMBIA/SANF141020/2014 DENV2/COLOMBIA/SANLV141242/2010 DENV2/COLOMBIA/SAN020/1998 DENV2/COLOMBIA/SANG02/2003 DENV2/COLOMBIA/SANP201080038/2014 DENV3/COLOMBIA/SANP2020900442015/2014 DENV3/COLOMBIA/SANP2010800812014/2015 DENV1/COLOMBIA/SANLV122007/2009 DENV1/COLOMBIA/SANF150302912015/2014 DENV1/COLOMBIA/SANP2010800302014/2015 DENV1/SRI_LANKA/SLGS0319/2012 DENV1/SRI_LANKA/SLGS0289/2012 DENV1/SRI_LANKA/SLGS0308/2012
Avila et al.,1,?,,unknown,DENV4/BRAZIL/AMG240/2009
Sessions et al.,3,?,,unknown,DENV/SRI_LANKA/GALLE2674/2012 DENV/SRI_LANKA/GALLE2026/2012 DENV/SRI_LANKA/GALLE2493/2012
Anez et al.,4,?,,unknown,DENV4/PHILIPPINES/H241P/1956 DENV4/PHILIPPINES/H241/1956 DENV4/PUERTO_RICO/ARC1/2013 DENV2/GUATEMALA/GUFDAGUA/2009
Doty et al.,2,?,,unknown,DENV2/PUERTO_RICO/159/1969 DENV2/MEXICO/QR/1994
Alonso et al.,1,?,,unknown,DENV2/SINGAPORE/Y98PPP1/2009
Cordeiro et al.,26,?,,unknown,DENV2/BRAZIL/87086PE/2002 DENV2/BRAZIL/3337PE/1995 DENV2/BRAZIL/3311PE/1995 DENV2/BRAZIL/3275PE/1995 DENV2/BRAZIL/57135PE/1999 DENV2/BRAZIL/47913PE/1998 DENV2/BRAZIL/51347PE/1998 DENV3/BRAZIL/277PE/2005 DENV3/BRAZIL/101905PE/2003 DENV3/BRAZIL/255PE/2005 DENV3/BRAZIL/206PE/2005 DENV3/BRAZIL/161PE/2004 DENV3/BRAZIL/145PE/2004 DENV1/BRAZIL/NA/1990 DENV1/BRAZIL/41111PE/1997 DENV1/BRAZIL/52082PE/1998 DENV1/BRAZIL/88463PE/2002 DENV1/BRAZIL/59049PE/1999 DENV1/BRAZIL/MR/2001 DENV1/BRAZIL/40604PE/1997 DENV1/BRAZIL/21814PE/1996 DENV1/BRAZIL/409/1997 DENV1/BRAZIL/74488PE/2001 DENV1/BRAZIL/70523PE/2000 DENV1/BRAZIL/12898PE/2010 DENV1/BRAZIL/14985PE/2010
Fansiri et al.,8,?,,unknown,DENV1/THAILAND/16/1987 DENV1/THAILAND/197/1990 DENV1/THAILAND/KD035/1986 DENV1/THAILAND/KD157/1990 DENV1/THAILAND/KD080/1992 DENV1/THAILAND/03881/1992 DENV1/THAILAND/30399/1995 DENV1/THAILAND/30231/1997
Jr et al.,2,?,,unknown,DENV1/NAURU/WESTERNPACIFICDELTA30/1974 DENV1/USA/WESTERNPACIFIC/2002
Arellanos-Soto et al.,13,?,,unknown,DENV1/MEXICO/G7/2010 DENV1/MEXICO/C16/2010 DENV1/MEXICO/C7/2010 DENV1/MEXICO/C13/2010 DENV1/MEXICO/B5/2010 DENV1/MEXICO/F/2010 DENV1/MEXICO/B13/2010 DENV1/MEXICO/C8/2010 DENV1/MEXICO/H17/2010 DENV1/MEXICO/1/2010 DENV1/MEXICO/A5/2010 DENV1/MEXICO/A7/2010 DENV1/MEXICO/I15/2010
Bhagat et al.,7,?,,unknown,DENV4/INDIA/NIV1319/1961 DENV4/INDIA/NIV4021/1965 DENV4/INDIA/NIV41291/1965 DENV4/INDIA/NIV41292/1965 DENV4/INDIA/NIV36/1979 DENV3/INDIA/NIV4482/1966 DENV3/INDIA/NIV4481/1966
Allen et al.,7,?,,unknown,DENV4/BRAZIL/SERUM44/2012 DENV4/BRAZIL/SERUM35/2012 DENV4/BRAZIL/SERUM33/2012 DENV4/BRAZIL/SERUM53/2012 DENV4/BRAZIL/SERUM91/2012 DENV4/BRAZIL/SERUM92/2012 DENV4/BRAZIL/SERUM27/2012
Chernick et al.,1,?,,unknown,DENV1/SRI_LANKA/DK87/2014
Caro et al.,13,?,,unknown,DENV3/THAILAND/KDH0010A/2010 DENV3/DJIBOUTI/IBOUTI14091/2012 DENV3/DJIBOUTI/IBOUTI14699/2012 DENV3/MADAGASCAR/MADAGCAR557/2010 DENV3/COMOROS/00373/2010 DENV3/COTE_D_IVOIRE/IVORYCOTSH426/2008 DENV3/TOGO/998/2009 DENV3/COTE_D_IVOIRE/IVORYCOT00510/2008 DENV3/FRANCE/ISLAND14448/2012 DENV3/FRANCE/ISLAND14450/2012 DENV3/FRANCE/ISLAND14449/2012 DENV1/THAILAND/KDH0026A/2010 DENV1/THAILAND/KDH0030A/2010
Anjali et al.,3,?,,unknown,DENV1/INDIA/MANATHAVADYMCVR5238/2015 DENV1/INDIA/MANATHAVADYMCVR5844/2015 DENV1/INDIA/BATHERYMCVR4210/2015
Amreeta et al.,3,?,,unknown,DENV2/MALAYSIA/TM38/2014 DENV2/MALAYSIA/TM132/2014 DENV1/MALAYSIA/TM32/2014
