Country,Month,Year,Lat,Lon,Value,ISO2,ISO3
Niue,1,2012,-19.05,-169.87,1,NU,NIU
Pakistan,1,2014,30.38,69.35,2,PK,PAK
Palau,1,2000,7.51,134.58,1,PW,PLW
Peru,1,2000,-9.19,-75.02,1,PE,PER
Philippines,1,2016,12.88,121.77,1,PH,PHL
Puerto Rico,1,1986,18.22,-66.59,1,PR,PRI
Puerto Rico,1,1987,18.22,-66.59,2,PR,PRI
Puerto Rico,1,1992,18.22,-66.59,2,PR,PRI
Puerto Rico,1,1993,18.22,-66.59,2,PR,PRI
Puerto Rico,1,1994,18.22,-66.59,2,PR,PRI
Puerto Rico,1,1995,18.22,-66.59,2,PR,PRI
Puerto Rico,1,1996,18.22,-66.59,2,PR,PRI
Puerto Rico,1,1998,18.22,-66.59,2,PR,PRI
Puerto Rico,1,2006,18.22,-66.59,1,PR,PRI
Puerto Rico,1,2013,18.22,-66.59,2,PR,PRI
Saudi Arabia,1,1994,23.89,45.08,2,SA,SAU
Saudi Arabia,1,2004,23.89,45.08,2,SA,SAU
Saudi Arabia,1,2005,23.89,45.08,2,SA,SAU
Saudi Arabia,1,2006,23.89,45.08,2,SA,SAU
Saudi Arabia,12,2011,23.89,45.08,1,SA,SAU
Seychelles,1,2003,-4.68,55.49,1,SC,SYC
Seychelles,1,2004,-4.68,55.49,2,SC,SYC
Singapore,1,1993,1.35,103.82,1,SG,SGP
Singapore,1,2005,1.35,103.82,1,SG,SGP
Singapore,9,2008,1.35,103.82,1,SG,SGP
Singapore,1,2009,1.35,103.82,1,SG,SGP
Singapore,1,2011,1.35,103.82,2,SG,SGP
Singapore,3,2011,1.35,103.82,1,SG,SGP
Singapore,4,2011,1.35,103.82,2,SG,SGP
Singapore,5,2011,1.35,103.82,2,SG,SGP
Singapore,6,2011,1.35,103.82,1,SG,SGP
Singapore,12,2011,1.35,103.82,1,SG,SGP
Singapore,1,2012,1.35,103.82,2,SG,SGP
Singapore,4,2012,1.35,103.82,1,SG,SGP
Singapore,1,2013,1.35,103.82,2,SG,SGP
Singapore,5,2013,1.35,103.82,1,SG,SGP
Singapore,8,2014,1.35,103.82,1,SG,SGP
Singapore,1,2015,1.35,103.82,1,SG,SGP
Singapore,3,2015,1.35,103.82,1,SG,SGP
Solomon Islands,1,2002,-9.65,160.16,1,SB,SLB
Solomon Islands,2,2002,-9.65,160.16,1,SB,SLB
Somalia,1,2011,5.15,46.2,2,SO,SOM
South Korea,1,2004,5.15,46.2,1,SO,SOM
South Korea,1,2005,5.15,46.2,2,SO,SOM
South Korea,1,2006,5.15,46.2,2,SO,SOM
South Korea,1,2007,5.15,46.2,2,SO,SOM
South Korea,1,2008,5.15,46.2,2,SO,SOM
Spain,1,1998,40.46,-3.75,2,ES,ESP
Spain,1,1999,40.46,-3.75,1,ES,ESP
Spain,1,2001,40.46,-3.75,1,ES,ESP
Spain,1,2005,40.46,-3.75,1,ES,ESP
Spain,1,2007,40.46,-3.75,2,ES,ESP
Spain,1,2008,40.46,-3.75,1,ES,ESP
Sri Lanka,1,2004,7.87,80.77,1,LK,LKA
Sri Lanka,1,2009,7.87,80.77,1,LK,LKA
Sri Lanka,1,2010,7.87,80.77,1,LK,LKA
Sri Lanka,2,2012,7.87,80.77,1,LK,LKA
Sri Lanka,3,2012,7.87,80.77,1,LK,LKA
Sri Lanka,4,2012,7.87,80.77,1,LK,LKA
Sri Lanka,1,2014,7.87,80.77,1,LK,LKA
Sri Lanka,4,2014,7.87,80.77,1,LK,LKA
Suriname,1,1981,3.92,-56.03,1,SR,SUR
Taiwan,1,1994,23.7,120.96,2,TW,TWN
Taiwan,1,2008,23.7,120.96,2,TW,TWN
Taiwan,1,2011,23.7,120.96,1,TW,TWN
Thailand,1,1960,15.87,100.99,2,TH,THA
Thailand,1,1964,15.87,100.99,1,TH,THA
Thailand,1,1980,15.87,100.99,2,TH,THA
Thailand,1,1981,15.87,100.99,2,TH,THA
Thailand,1,1982,15.87,100.99,2,TH,THA
Thailand,1,1983,15.87,100.99,2,TH,THA
Thailand,1,1985,15.87,100.99,2,TH,THA
Thailand,1,1986,15.87,100.99,2,TH,THA
Thailand,1,1987,15.87,100.99,2,TH,THA
Thailand,1,1989,15.87,100.99,1,TH,THA
Thailand,1,1990,15.87,100.99,2,TH,THA
Thailand,1,1991,15.87,100.99,2,TH,THA
Thailand,1,1992,15.87,100.99,2,TH,THA
Thailand,1,1993,15.87,100.99,1,TH,THA
Thailand,1,1994,15.87,100.99,2,TH,THA
Thailand,1,1995,15.87,100.99,2,TH,THA
Thailand,1,1997,15.87,100.99,1,TH,THA
Thailand,1,1999,15.87,100.99,2,TH,THA
Thailand,1,2000,15.87,100.99,1,TH,THA
Thailand,1,2001,15.87,100.99,2,TH,THA
Thailand,7,2007,15.87,100.99,1,TH,THA
Thailand,1,2009,15.87,100.99,1,TH,THA
Thailand,1,2010,15.87,100.99,2,TH,THA
Tonga,1,2008,-21.18,-175.2,2,TO,TON
Trinidad And Tobago,1,1981,-21.18,-175.2,1,TO,TON
USA,1,1944,-21.18,-175.2,2,TO,TON
USA,1,2001,-21.18,-175.2,2,TO,TON
USA,1,2009,-21.18,-175.2,2,TO,TON
USA,1,2010,-21.18,-175.2,2,TO,TON
USA,6,2010,-21.18,-175.2,1,TO,TON
USA,10,2010,-21.18,-175.2,1,TO,TON
USA,8,2013,-21.18,-175.2,1,TO,TON
USA,1,2014,-21.18,-175.2,1,TO,TON
Vanuatu,2,2010,-15.38,166.96,1,VU,VUT
Venezuela,1,1998,6.42,-66.59,1,VE,VEN
Venezuela,1,1999,6.42,-66.59,1,VE,VEN
Venezuela,1,2000,6.42,-66.59,1,VE,VEN
Venezuela,1,2004,6.42,-66.59,1,VE,VEN
Venezuela,1,2005,6.42,-66.59,2,VE,VEN
Venezuela,1,2006,6.42,-66.59,2,VE,VEN
Venezuela,1,2007,6.42,-66.59,2,VE,VEN
Venezuela,1,2008,6.42,-66.59,1,VE,VEN
Venezuela,1,2011,6.42,-66.59,1,VE,VEN
Vietnam,1,2004,14.06,108.28,2,VN,VNM
Vietnam,1,2006,14.06,108.28,2,VN,VNM
Vietnam,11,2006,14.06,108.28,2,VN,VNM
Vietnam,1,2007,14.06,108.28,1,VN,VNM
Vietnam,1,2008,14.06,108.28,1,VN,VNM
Vietnam,7,2008,14.06,108.28,1,VN,VNM
Vietnam,8,2008,14.06,108.28,1,VN,VNM
Vietnam,9,2008,14.06,108.28,1,VN,VNM
Vietnam,10,2008,14.06,108.28,2,VN,VNM
Vietnam,7,2009,14.06,108.28,2,VN,VNM
Vietnam,7,2013,14.06,108.28,1,VN,VNM
